Gene	GSM4559630_Control1_1	GSM4559631_Control2_1	GSM4559632_Control3_1	GSM4559633_Ad5-hACE2-transduced1_1	GSM4559634_Ad5-hACE2-transduced2_1	GSM4559635_Ad5-hACE2-transduced3_1
Ep300	3.23	3.15	3.86	13.87	20.89	17.87
Ddx43	0	0.06	0	0.11	0.07	0.21
DQ566646	0	0	0	0	0	0
Nkain3	0.06	0.13	0.23	0.09	0.02	0.03
Efna5	0.28	0.22	0.46	0.32	0.62	0.4
Rundc3a	0.31	0.14	0.17	0.41	0.61	1.14
Nectin4	0.23	0.3	0.26	0.99	2.81	2.78
Commd9	1.43	2.62	2.39	4.62	5.29	4.63
Olfr1221	0	0	0	0.37	0	0
Olfr1131	0	0	0	0.06	0	0
DQ566045	0	0	0	0	0	0
Olfr1506	0.07	0.51	0	0.12	0	0
4833412C05Rik	0.29	0.1	0.22	0.05	0.24	0.08
4930547E14Rik	0	0	0	0	0.2	0
Eya4	0.13	0.18	0.36	0.34	0.26	0.35
Srp9	5.42	6.54	6.56	7.77	13.27	11.16
Ms4a4b	3.09	5.39	2.81	35.93	39.58	36.65
Mutyh	0.16	0.14	0.02	0.17	0.11	0.34
Arsa	0.61	0.84	0.36	2.14	3.99	3.92
Pacs2	3.31	4.93	5.57	9.1	11.8	10.55
4930404H11Rik	0	0	0	0	0	0
Ireb2	2.33	2.44	2.65	5.14	9.33	6.98
AK033930	0.03	0	0.12	0.02	0.02	0.03
Wfdc2	11.88	8.87	7.69	21.76	43.63	44.06
Sema5b	0.03	0.04	0.07	0.06	0.08	0.17
Usp7	3.52	3.26	3.58	8.55	15.7	12.82
BC056457	0	0.01	0.08	0.08	0	0
Gm41410	0	0	0	0.21	0.16	0.26
DQ685308	0	0	0	0	0	0
AK049082	0.03	0	0.05	0.04	0.34	0.28
Nap1l1	18.05	21.12	18.65	27.65	30.12	27.86
Olfr481	0	0.04	0.39	0.18	0	0
E130112N10Rik	0.01	0.12	0.14	0.32	1.04	1.15
AK206180	0	0	0	0	0	0
Kcnk18	0.08	0.06	0.2	0.07	0	0.07
Nme6	0.27	0.75	0.48	1.48	1.61	0.75
Gm11981	0	0	0	0	0	0
Ints11	0.93	0.99	1.39	3.11	4.57	3.57
Mir22hg	0.54	0.77	0.8	2.55	3.94	2.32
1700017G19Rik	0.04	0	0.06	0.02	0.06	0.09
AK090393	0.02	0.29	0.19	0.65	1.67	0.58
Gm7788	0	1.18	0.88	0	0	0
BC064116	0.15	0.13	0.05	0.89	0.74	0.51
Mogat2	0.03	0.04	0.04	0.06	0.05	0.04
Fam220a	1.09	1.96	2.03	7.45	5.54	7.38
Sccpdh	0.45	0.7	0.71	1.07	1.65	1.27
Chka	1.33	1.46	1.97	7.09	19.45	13.84
AK087755	0.11	0.36	0	0.17	0.09	0
Ceacam14	0	0	0	0	0	0
Cavin3	8.71	10.31	10.53	11.75	17.22	16.82
8030462N17Rik	1.9	3.1	3.49	7	10.41	8.16
Pim3	1.01	2.45	2.13	6.94	13.09	10.99
AK138412	0.08	0.18	0.1	0.22	0.1	0.17
Slc35b3	0.61	0.4	0.84	1.3	2.87	2.79
AK144055	0.03	0	0.15	0.3	0.2	0.32
Senp7	0.98	1.95	2.53	4.31	9.67	7.4
Hibadh	4.12	4.21	4.15	8.9	11.57	11.13
Prpf40a	2.65	3.63	4.55	7.59	10	7.03
Wdpcp	0.43	0.49	0.54	0.46	1.54	1.06
Lipt2	0.33	0.25	0.22	0.22	0.69	0.34
AK184073	0	0	0	0	0	0
AK181759	0	0	5.18	0	0	0
Etfa	2.96	4.23	2.78	6.91	6.67	5.74
Pirb	2.36	3.52	3.28	24.5	25.11	22.55
4930502E18Rik	0	0.06	0	0	0	0
Tpm1	17.04	22.66	24.49	39.03	61.03	46.01
Ndufab1	3.22	3.21	3.57	5.53	6.57	6.01
Tmed8	0.83	1.14	0.75	2.14	3.61	2.75
Ctsd	32.3	29.16	28.16	139.11	138.47	125.85
AU021092	0.76	0.51	0.98	1.05	3.38	2.85
Morf4l2	6.54	8.77	8.8	14.15	27.7	19.25
Mtx1	1.35	0.79	1.3	2.95	4.85	3.86
Ptprj	1.89	1.89	2.14	11.87	14.1	13.55
Msantd3	0.36	1.35	1.74	1.59	2.77	2.07
Fam163b	0.09	0.09	0.37	0.12	0.18	0.36
Tapt1	0.89	1.21	1.34	3.42	8.75	7.6
Lrrc38	0.13	0.03	0.23	0.15	0.03	0.17
D430036J16Rik	0.2	0.29	0.4	0.33	0.13	0.48
Prkcz	0.76	0.97	0.81	1.57	2.77	3.23
Mdfi	0.77	0.48	0.73	1.33	1.44	1.55
Tmem91	0.19	0.56	0.38	0.26	0.38	0.25
Zfp772	0.08	0.22	0.55	0.34	0.42	0.66
Ngb	0.18	0.06	0.05	0.13	0.2	0.59
Srsf11	3.22	3.79	6.79	15.03	42.73	36.78
2310068J16Rik	0.15	0.5	0.28	0.44	0.38	0.45
DQ545332	0	0	0	0	0	0
Mir676	0	0	0	0	0	0
Nr1d1	2	0.74	1.07	11.63	15.46	21.02
DQ549320	0	0	0	0	0	0
4930549G23Rik	0	0.15	0	0	0	0
Gm3002	1.02	2.49	2.51	1.78	2.18	2.29
DQ566101	0	0	0	0	0	0
Ces1h	0.18	0.06	0.07	0	0	0.07
Pan2	0.67	0.91	1.31	2.51	6.12	4.92
1700012B07Rik	0	0	0.03	0.11	0.29	0.19
DQ690017	0	0	0	0	0	0
Mir7043	0	0	0	0	0	0
AB347871	0	0	0	0	0	0
Tigd4	0.02	0.07	0.13	0.13	0.07	0.06
Pgr15l	0.02	0.03	0	0.07	0.01	0.08
Gm13872	0	0.07	0.03	0.04	0.12	0.06
AK052773	0	0.42	0	0	0.98	0.63
Cnn2	16.89	19.65	20.4	44.51	49.59	38.81
DQ724569	0	0	0	0	0	0
Uvssa	0.47	0.5	0.53	1.21	3.51	2.56
Fzd2	0.22	0.56	0.88	0.47	1.23	0.93
Mrgpra6	207.14	549.93	563.24	728.37	955.1	1043.39
Pcdhb8	0.01	0.11	0.16	0.17	0.53	0.26
4930597G03Rik	0	0	0	0.05	0	0
Lzts2	1.39	2.23	2.39	3.92	8.77	8.33
Vip	0	0	0	0	0	0
Pax3	0.05	0.08	0.15	0.11	0.07	0.09
Ctbp2	2.09	3.48	2.88	4.72	7.49	7.45
C920009B18Rik	70.68	152.68	156.07	270.92	573.79	602.27
DQ553502	0	0	0	0	0	0
Ldlr	1.28	1.71	2.44	7.37	16.32	11.87
Ptpdc1	0.19	0.37	0.39	0.5	1	0.91
Gpc2	0.01	0.06	0.18	0.18	0.35	0.19
Clp1	0.51	1.22	0.69	2.91	3.6	2.03
Rflna	0.63	0.3	0.9	0.54	1.66	1.3
F630040K05Rik	0	0	0.22	0	0	0
Accn1/Mpped2	0	0	0.27	0	0	0
Nipsnap2	2.9	3.87	2.9	6.8	6.78	5.32
Map6	1.94	1.82	1.51	2.27	5.05	3.99
Gm7102	1.02	3.16	1.94	2.66	7.08	4.77
Gm3646	0	0	0	0	0	0
Grrp1	0.98	0.64	1.27	2.89	5.16	3.32
4931431B13Rik	0	0	0	0	0	0.24
Mir9-1	0	0	0	0	0	0
Napb	0.03	0.1	0.09	0.52	1.32	0.6
Mrpl14	5.18	7.86	8.82	10.77	10.33	7.15
Trnt1	0.57	1.22	1.25	2	5.52	4.45
Rnaseh2c	2.44	1.9	2.63	1.6	3.58	3.64
Psme2	21.84	27.01	28.05	86.74	80.04	72.22
Zfp980	0.12	0.11	0.23	0.13	0.05	0.05
DQ547239	0	0	0	0	0	0
DQ723894	0	0	0	0	0	0
Dlg3	0.69	0.64	0.63	0.88	2.12	1.42
DQ725030	0	0	0	0	0	0
Grk6	3.08	3	3.14	8.69	13.18	10.02
Polr2k	1.87	1.82	1.32	5.08	4.4	3.62
Ctsj	0	0	0	0	0	0
Adcyap1r1	0.09	0.12	0.2	0.23	0.36	0.36
Vwa3b	0	0.31	0.18	0.04	0.61	0.66
H2-Ob	0.37	0.21	0.36	2.15	2.94	2.21
Cntnap1	0.1	0.12	0.15	0.04	0.4	0.4
Wdsub1	0.89	5.74	3.3	5.61	11.36	9.92
Pttg1	1.76	3.33	1.53	7.01	7.86	7.05
8430431K14Rik	0.01	0.08	0.06	0.16	2.5	0.88
Cdhr5	0.17	0.23	0.31	0.21	0.18	0.18
Vmn2r74	0.01	0.02	0.01	0.04	0	0.03
Spats2	0.89	1.8	2.1	2.22	2.96	2.55
Pgr	0.11	0.2	0.18	0.26	0.4	0.24
DQ543356	0	0	0	0	0	0
Taar8c	0	0.11	0.08	0	0	0
DQ721078	0	0	0	0	0	0
Iqck	0.15	0.52	0.37	0.61	0.96	1.33
Gm5294	0	0	0.14	0	0.31	0.15
Mir1224	0	0	0	0	0	0
1700024I08Rik	0.09	0	0.11	0	0	0
DQ552665	0	0	0	0	0	0
DQ714635	0	0	0	0	0	0
Apbb1ip	4.91	5.43	4.84	25.68	21.41	23.18
DQ548404	0	0	0	0	0	0
Ppp1r2-ps9	0	0.29	0	0.13	0	0
Colec10	0.18	0.05	0.02	0.04	0.08	0.02
Fblim1	2.74	3.23	3.54	4.86	10.58	7.33
Fbxw21	0.01	0.03	0.09	0.02	0.17	0
DQ688102	0	0	0	0	0	0
AK142750	301.81	317.82	426.87	592.93	1139.99	795.29
Uimc1	1.09	1.31	1.79	4.27	9.72	8.35
BC065403	0	0	0	0.09	0	0
Rcan1	3.59	4.47	4.93	7.32	11.46	9.01
AK045290	0.29	0.66	0.26	0.36	1.33	0.86
Dera	1.76	1.78	1.19	4.38	3.68	4.06
Usp1	2.2	2.52	2.69	5.27	7.01	6.54
DQ559898	0	0	0	0	0	0
Cacnb2	0.45	0.51	0.9	0.57	2.38	1.54
Fkbp1b	0.45	0.55	0.45	2.03	2.89	2.92
Gsr	2.92	4.4	2.41	10.73	11.06	9.19
DQ719824	0	0	0	0	0	0
DQ715767	0	0	0	0	0	0
Npff	0	0	0	0.29	3.58	2.57
Rere	3.91	3.51	4.98	13.82	20.79	21.01
Klf11	1.87	2.29	3.17	6.07	8.78	7.67
AK079512	0.11	0.18	0.09	0.13	0.32	0.08
Pld5	0	0.03	0.08	0.07	0.07	0.22
Btbd10	0.67	0.63	0.87	1.11	1.65	1.44
Cspg5	0.14	0.39	0.36	0.32	0.22	0.14
Rnf43	0.37	0.82	0.44	1.06	3	2.88
Gm6377	0.2	0.18	0.71	4.63	3.58	2.46
DQ718296	0	0	0	0	0	0
Olfr1033	0.02	0	0.06	0.01	0.1	0
Gadd45a	2.4	1.87	1.55	4.94	6.2	5.7
DQ696806	0	0	0	0	0	0
Rabl3	0.54	1.19	1.15	1.86	2.4	2.07
Rnh1	6.33	9.44	6.4	18.45	24.49	20.78
1700006A11Rik	0	0	0.02	0	0	0
Rptor	1.87	1.57	2.15	4.42	12.39	10.76
Skint4	0	0	0	0	0.04	0.06
DQ562510	0	0	0	0	0	0
Larp4	1.39	1.55	1.72	4.39	8.72	8.84
Gpatch1	1.22	1.25	1.46	2.92	4.39	5.07
Ankrd54	1.02	1.1	1.21	2.37	3.8	4.09
Trip10	1.67	3.04	3.03	5.88	8.18	7.96
AB345261	0	0	0	0	0	0
AK046895	0.01	0.07	0.01	0.41	0.96	0.62
Trpm6	0.59	0.42	0.49	1.15	6.21	4.87
Cdk11b	4.26	4.31	5.04	9.53	15.42	14.85
Galnt6	0.26	0.23	0.32	1.35	2	1.57
Ferd3l	0.42	0.5	0.23	0.26	0.31	0.2
Sel1l3	0.13	0.12	0.41	0.23	0.42	0.23
Smim24	0.64	0.55	0.59	0.71	0.55	1.61
Uvrag	2.8	2.4	2.85	7.32	14.83	11.39
Rpl31-ps12	0.62	0.65	0.82	1.51	1.16	0.4
Usp2	0.26	0.27	0.37	1.19	1.34	1.74
DQ721765	0	0	0	0	0	0
Mir384	0	0	0	0	0	0
Ccdc172	0	0	0	0	0	0
4930554G24Rik	0	0	0.02	0	0	0
Gopc	0.8	1.44	1.14	2.01	3.16	3.04
Cdc42ep2	2.02	2.88	3.41	7.05	8.51	6.05
Gm5795	0	0.15	0.25	0.13	0	0.09
Ndufb11	5.97	9.25	8.77	15.06	18.25	15.46
DQ565595	0	0	0	0	0	0
AK020216	0.06	0.05	0	0.46	1.54	0.46
AK043149	0.04	0.09	0.39	0.09	0.43	0.24
9530077C05Rik	0.48	0.11	0.16	0.61	0.68	0.64
Snord67	0	0	0	0	0	0
Kng2	0.04	0.04	0	0.17	0.54	0.53
4930414N06Rik	0.21	0	0	0.32	0	0
Sp8	0.09	0.27	0.33	0.3	0.11	0.11
Cables2	1.16	0.79	1.67	3.11	5.8	4.46
Tssk2	0.01	0.07	0.21	0.04	0.06	0.06
Saxo2	0.11	0.24	0.27	0.33	0.81	0.96
AK145113	0.03	0.02	0.07	0.06	0.46	0.42
DQ687460	0	0	0	0	0	0
Ccm2l	1.74	2.72	3.32	4.12	10.86	8.96
Agpat5	0.48	0.49	0.78	1.14	2.42	1.13
Tfam	0.36	0.76	0.65	0.74	1.57	1.22
2610028E06Rik	0.01	0.03	0.04	0.11	0.04	0.02
Gen1	0.17	0.07	0.14	0.49	0.6	0.5
Arpc1a	6.86	9.22	5.62	12.14	14.25	13.34
Serpina3m	0.05	0.14	0.07	0.21	0.2	0.57
DQ710144	0	0	0	0	0	0
DQ703064	0	0	0	0	0	0
Pip5k1a	1.23	0.92	1.57	3.71	6.02	4.37
Plscr4	1.15	0.99	1.64	2.01	2.76	2.59
Mir23b	0	0	0	0	0	0
Gucy2f	0.06	0.04	0.04	0.02	0	0.02
AK015717	0	0.19	0	0	0	0.24
Tnip1	3.3	4.01	4.89	13.94	15.78	13.82
Rilpl1	1.5	1.63	1.84	2.51	3.96	3.19
DQ543634	0	0	0	0	0	0
Slc25a15	0.27	0.31	0.28	0.68	0.83	0.45
DQ541958	0	0	0	0	0	0
Frat2	0.13	0.33	0.21	0.73	0.36	0.93
Ckmt2	0.03	0.02	0.15	0.07	0.28	0.27
Gse1	1.16	1.36	1.92	5.44	8.42	7.82
Nbl1	5.4	8.1	6.06	8.48	16.63	11.87
AK140543	0.03	0.24	0.12	0.52	1.74	1.16
5430421F17Rik	0.06	0.08	0.26	0.13	0	0.17
AK080351	0	0.24	0	0	0	0.23
Fbln1	1.68	2.38	3.14	2.83	5.51	4.94
Gm15850	0	0	0	0	0	0
Cd3e	3.23	2.59	2.25	13.64	13.52	12.69
Olfr796	0	0.04	0.09	0.31	0	0.38
DQ704091	0	0	0	0	0	0
Nae1	1.01	1.88	1.61	1.94	3.18	2.7
DQ718451	0	0	0	0	0	0
Ephx2	0.04	0.09	0.14	0.15	0.33	0.26
DQ549323	0	0	0	0	0	0
Tbpl2	0.07	0	0	0	0	0.09
Ago3	0.73	0.54	0.65	1.99	6.97	3.69
DQ555840	0	0	0	0	0	0
Phospho2	1.06	1.47	1.17	2.73	2.82	2.32
Higd1a	1.81	2.13	1.76	2.75	2.38	2.93
Dusp15	0.07	0.22	0	0.05	0.02	0.24
Taf8	1.12	0.97	1.21	2.87	6.56	4.87
AK085972	0	0.06	0.06	0.27	2.22	2.32
Vmn2r123	0	0	0	0	0	0
Olfr1461	0	0.04	0	0.06	0	0.19
Z12381	0	0	0	0	0	0
Serpina1f	0.03	0	0.07	0.12	0.11	0.05
Dcp2	2.15	2	0.9	4.97	6.67	7.21
X56722	0.14	0	0	0.35	0	0
2010001A14Rik	0.63	0.77	0.28	0.64	1.27	0.36
Clip4	0.76	0.87	0.8	3.57	8.38	6.29
Chtf8	3.38	4.17	4.35	12.15	11.85	9.89
DQ709099	0	0	0	0	0	0
DQ542029	0	0	0	0	0	0
Rdm1	0.88	1.25	1.63	1.37	2.43	2.24
AK047857	0.06	0.01	0.09	0.07	0.03	0.03
Stx11	1.6	2.8	2.57	8.09	12.58	10.81
Man2a2	1.75	2.02	3.06	4.83	11.42	9.53
Qrich1	5.91	4.3	6.61	11.56	15.05	13.79
Gimap5	2.79	2.24	2.8	5.84	11.6	10.22
AU018091	0.01	0.03	0.07	0.04	0.09	0.22
Nudt12os	0	0.04	0	0	0	0
Ugp2	4.42	4.75	4.71	9.49	11.91	9.13
Zyx	15.48	18.63	23.46	71.16	64.27	61.4
DQ540358	0	0	0	0	0	0
Mcrip1	6.76	9.19	10.57	22.74	34.27	30.97
Gm13103	0.02	0.05	0	0.03	0	0.04
Nudt13	0.66	0.66	1.16	2.52	5.89	3.86
Ccnb2	0.91	1.19	1.36	1.26	1.64	1.51
Bcl10	1.91	3.41	2.36	6.46	8.87	8.02
Itm2c	2.9	4.28	3.75	11.53	20.85	14.76
Fbxw5	1.01	1.91	1.48	3.9	6.63	4.78
Psd2	0.03	0.12	0.16	0.05	0.16	0.29
Lmna	5.2	7.08	6.01	10.85	14.89	11.84
DQ723578	0	0	0	0	0	0
Glrx	8.42	8.62	7.59	55.03	36.66	38.18
AK202488	0	0	0	0	0	0
BC018245	0.25	0.56	0.64	0.89	2.33	2.77
Abcb10	0.17	0.17	0.38	0.56	1.2	1.13
Kdm8	0.2	0.14	0.56	0.37	0.76	0.72
Btnl10	0.12	0.07	0.08	0.06	0.08	0.05
Cnnm1	0.01	0.08	0.07	0.05	0.03	0.03
Mir6917	0	0	0	0	0	0
Kcnj14	0.1	0.28	0.29	0.26	0.35	0.35
Gm6880	0	0	0	0	0	0
Tbc1d8	1.13	1.18	1.47	4.52	8.36	7.13
Napg	0.98	1.34	1.86	2.56	3.93	3.03
4930596I21Rik	0	0	0	0	0.26	0
Sec1	0.02	0.1	0.42	0.19	0.54	0.85
Mri1	0.6	0.31	0.91	0.57	1.91	1.1
Otud6b	3.63	2.44	1.84	3.49	6.89	4.66
Olfr747	0	0.04	0	0.06	0	0.09
Ap3d1	4.05	4.87	5.73	13.53	19.91	18.13
Tubgcp5	0.98	1.05	0.85	2.87	5.28	3.76
Layn	0.33	0.23	0.73	0.61	1.52	1.1
DQ721241	0	0	0	0	0	0
KY468084	0	0.44	0.03	0.16	0.3	0
Cfap20	2.26	2.54	1.95	3.35	4.07	3.8
Gm5591	0.27	0.49	0.68	0.56	0.29	0.5
Unc5a	0.01	0.15	0.16	0.22	0.35	0.39
Trim30e-ps1	0	0	0	0	0	0
B330016D10Rik	0.34	0.23	0.28	0.38	0.11	0.36
Tas2r114	0	0	0	0.06	0	0
Rd3	0.07	0.32	0.11	0.55	0.46	0.28
AK138505	0	0.04	0.12	0.03	0.05	0
4932415M13Rik	0.05	0.07	0.01	0.05	0.02	0.02
AK196015	0	0	0.78	0.94	3.44	3.96
AK020365	0	0	0	0	0	0.01
Olfr1164	0	0	0.21	0	0	0.15
AA545190	0	0	0.27	0	0	0
Traf5	1.33	1.77	1.99	5.96	9.31	7.93
Olfr710	0	0	0	0	0	0
D930028M14Rik	0.1	0	0	0.45	0	0
Mirlet7f-2	0	0	0	0	0	0
AK034076	0.04	0.15	0.34	0.31	0.35	0.22
Ift74	0.22	0.72	0.74	0.89	0.91	0.83
Abca5	0.22	0.27	0.27	0.26	1.88	1.77
DQ569544	0	0	0	0	0	0
1700052I22Rik	0	0	0	0	0	0
Hadhb	2.5	4.46	2.22	7.5	8.98	5.83
DQ551724	0	0	0	0	0	0
AK037072	0.02	0.12	0.17	0.08	0.23	0.38
Abra	0.03	0.18	0.2	0.15	0.14	0.04
Gm20597	0.08	0.3	0.39	0.46	0.85	0.92
Stxbp2	3.96	3.39	4.16	14.44	18.38	19.72
Rapgef2	2.57	3.52	3.18	10.39	18.2	15.1
AK077832	0.01	0.09	0	0.08	0.94	0.56
AK143659	0.14	0.15	0.16	0.2	0.37	0.51
DQ724550	0	0	0	0	0	0
C1ql1	0.02	0	0.06	0.04	0	0
Mycbpap	0.19	0.19	0.23	0.24	1.48	1.2
DQ715596	0	0	0	0	0	0
AK039609	0.02	0.08	0.09	0.17	0.42	0.5
Hfe2	0.01	0.06	0.16	0.1	0.31	0.23
Vmn1r46	0	0.32	0.09	0	0	0.09
Cnpy3	2.35	2.23	2.67	9.34	15.42	12.1
Gon7	0.43	1.17	0.5	1.05	0.83	1.51
Sirt3	0.27	0.38	0.37	1.19	1.46	1.25
Scgb2b1	0	0.09	0	0	0	0
Gm10024	0	0.16	0.09	0.61	0	0
DQ562591	0	0	0	0	0	0
Mettl21a	0.25	0.16	0.54	0.67	0.96	0.51
4930562F07Rik	0	0	0	0.09	0.58	0.14
AK033525	0.09	0.57	0.52	0.24	0.81	1.74
5830473C10Rik	0	0.03	0.02	0.14	0	0
Pla2g12b	0	0.13	0	0	0	0.16
DQ703666	0	0	0	0	0	0
Trim45	0.09	0.23	0.2	0.26	0.28	0.25
4930559C10Rik	0	0	0	0	0	0
AK045371	0.04	0.02	0.17	0.15	0.61	0.29
Aip	2.61	3.19	2.29	6.54	5.58	4.65
Glcci1	1.3	1.69	1.61	3.94	6.32	5.45
Pcyt1a	2.89	3.53	3.7	7.44	9.66	8.63
AK018940	1.01	0	0	0.29	0	0
Panx1	0.57	0.78	0.58	2.33	3.18	2.02
Gm7030	0	0	0	0	0	0.35
Dmxl2	0.91	0.62	1.27	3.32	6.02	3.99
4833438C02Rik	0.33	1.08	0.61	1.82	2.95	2.15
Gm2447	0.1	0	0.28	0.06	0	0
Skint2	0.07	0.13	0.18	0.13	0	0.33
Atp6v1g3	0.06	0.03	0.04	0.11	0.04	0
Zfp970	1.14	2.13	1.83	2.06	4.83	3.79
Itgb1	7.14	7.76	9.5	21.59	54.11	34.79
DQ718961	0	0	0	0	0	0
Gucy1a1	5.2	6.04	6.66	3.89	20.34	11.95
Kcnab2	1.91	1.39	1.62	7.47	6.35	5.97
Kcnc1	0.14	0.15	0.22	0.31	0.17	0.15
Camk4	0.24	0.25	0.43	1.04	0.97	1.09
DQ714940	0	0	0	0	0	0
Me3	0.2	0.36	0.37	0.57	0.63	0.65
Zfp27	0.24	0.25	0.46	0.44	1.37	1.08
Hmox1	7.15	8.39	7.36	32.93	24.58	26.3
Rel	1.67	1.38	1.13	6.91	6.99	6.89
4933417E11Rik	0.17	0	0.32	0.1	0.08	0
Psph	0.28	1.43	0.43	1.85	2.76	1.72
Ddx46	2.61	1.84	3.92	3.88	7.6	5.27
Klhl32	0.16	0.21	0.18	0.33	0.43	0.23
Tmem208	1.29	1.26	1.82	3.83	10.21	9.04
DQ540096	0	0	0	0	0	0
AB336927	0	0	0	0	0	0
Fga	0.16	0.23	0.24	0.3	0.29	0.29
Sprr2a1	2.11	4.99	0.9	2.46	0.46	0.84
Gm16497	0.11	0.01	0	0.03	0	0.13
Uhrf1bp1l	1.31	1.52	1.47	4.93	8.39	6.06
Vcpkmt	3.22	3.27	1.84	6.55	8.1	7.76
Vps13a	0.92	0.99	0.62	2.51	7.56	5.08
Dbi	17.86	20.83	24.21	28.72	36.43	24.64
Chrdl1	0.59	0.37	0.73	0.45	1.29	1.21
Krt26	0	0.14	0.04	0.1	0.06	0.06
Mir16-1	0	0	0	0	0	0
Dync2li1	1.06	1.57	0.48	0.48	1.43	0.8
Gm45929	0	0	0	0	0	0
KY467801	0	0	0	0	0	0
Mef2c	2	1.99	2.84	4.12	6.61	5.98
5730507C01Rik	0.91	1.02	0.56	1.75	2.6	1.98
M1ap	0.09	0.09	0.16	0.4	0.58	0.23
Pigw	0.24	0.36	0.46	0.32	0.59	0.24
Phb	3	4.11	3.08	6.74	8.35	7.95
Ascc1	1.14	1.27	2.61	2.16	3.91	2.87
Slc36a3	0.04	0.04	0.14	0.12	0.27	0.31
Alkal2	0.01	0	0.17	0	0	0
Wfdc9	0	0	0	0.26	0	0
Slc37a3	0.54	0.73	1.17	2.39	4.8	4.26
Pik3cd	3	3.6	2.85	15.21	18.62	17.77
A230077H06Rik	0.01	0.01	0.09	0.03	0.03	0.08
Sbno2	4.59	3.53	5.24	23.94	48.81	38.58
AB337363	0	0	0	0	0	0
Sult6b2	0	0	0.08	0	0.06	0
Vmn2r24	0.06	0.05	0.01	0.02	0	0.06
DQ723643	0	0	0	0	0	0
Olfr1106	0	0	0.09	0	0	0
Zfp958	0.11	0.33	0.13	1.13	1.15	1.04
Psmb8	12.25	17.49	12.85	39.55	42.27	40.75
Parp3	1.58	2.85	2.14	4.93	14.63	10.71
Dppa1	0.02	0	0.05	0.02	0.03	0.07
Opn1mw	0	0	0	0.09	0	0
Pum3	0.81	0.98	1.08	1.61	2.3	2.57
Olfr26	0	0	0.13	0.06	0	0
Tanc1	2.86	3.27	4.34	5.48	13.35	9.86
DQ562150	0	0	0	0	0	0
DQ551586	0	0	0	0	0	0
Ptms	45.69	56.15	72.54	112.73	129.64	133.31
AK169790	0.01	0.03	0.11	0	0	0.29
Trmt10c	0.77	1.42	0.82	1.39	2.84	1.13
Ccpg1os	1.27	0.69	1.43	2.11	1.78	2.54
Frrs1l	0.01	0.14	0.05	0.08	0.08	0.04
Ipp	0.82	0.91	0.8	1.99	2.24	2.82
DQ542957	0	0	0	0	0	0
Cradd	0.69	0.29	1.03	2.04	3.68	2.11
DQ711916	0	0	0	0	0	0
Proca1	0.32	0.15	0.58	0.24	0.7	0.85
DQ548928	0	0	0	0	0	0
Grik5	0.47	0.48	0.56	0.9	3.61	2.83
4931408C20Rik	0.02	0.07	0.09	0.07	0	0.07
Rmdn3	0.36	0.85	0.7	3.25	5.79	3.83
Dusp4	0.76	0.66	1.28	1.88	2.68	1.77
Plcl1	0.46	0.72	0.34	0.68	1.95	1.4
E330033B04Rik	0.1	0.15	0.39	0.78	1.77	1.77
4930556N13Rik	0	0	0.04	0.33	0.25	0.25
Kcnh4	0.05	0.16	0.22	0.06	0.3	0.18
Ccl28	0.08	0.3	0.39	0.26	0.38	0.38
AK028094	0	0	0	0	0	0
Tctn1	0.19	0.66	0.26	1.75	3.59	3.08
Rell2	0	0	0.21	0.17	0	0.27
Mars	0.64	0.85	0.92	2.49	3.82	3.45
DQ567918	0	0	0	0	0	0
DQ556400	0	0	0	0	0	0
DQ554213	0	0	0	0	0	0
2210404E10Rik	0	0	0	0	0	0.17
Mir1904	0	0	0	0	0	0
DQ704134	0	0	0	0	0	0
Gtpbp1	2.83	2.75	3.38	9.53	11.64	10.07
Plagl2	1.42	1.05	1.21	6.15	7.29	6.11
Rad18	0.28	0.83	0.83	1.38	1.72	1.55
DQ690478	0	0	0	0	0	0
Adgrb2	0.08	0.16	0.03	0.17	0.2	0.19
Mir1900	0	0	0	0	0	0
Mir3093	0	0	0	0	0	0
DQ713546	0	0	0	0	0	0
Lyz1	21.04	23.03	17.65	62.72	115.76	97.37
Phex	0.08	0.13	0.2	0.15	0.76	0.32
Paupar	0.01	0.02	0.13	0.1	0.09	0.06
Lrriq1	0.2	0.25	0.05	0.23	0.55	0.71
Med7	1.04	2.16	2.17	6.68	6.76	8.16
DQ719889	0	0	0	0	0	0
KY468155	0	0.05	0	1.23	1.92	1.64
Osbpl11	1.27	1.08	1.02	3.32	5.4	3.71
Mcm7	2.26	2.33	2.24	3.6	4.7	3.94
AK191809	0	0	0	0	0	0
Mir298	0	0	0	0	0	0
Tceal8	2.58	3.69	3.03	4.09	4.87	4.71
IkappaB-zeta	0	0	0	0	0	0
Lsm14b	1.88	1.58	2.27	3.88	3.59	3.8
Gm19402	0.11	0.19	0.42	0.37	0	0.46
C130060C02Rik	0	0	0	0.05	0.07	0.07
Alox12b	0.02	0.07	0.01	0.11	0	0
Mrpl21	2.2	5.27	1.46	6.17	4.89	4.19
Cenpq	0.12	0.53	0.72	1.14	1.71	1.24
DQ700388	0	0	0	0	0	0
Dnajc21	0.39	2.44	1.41	3.22	4.72	3.29
Rnase11	0	0.06	0.25	0.09	0.41	0.13
Prl3b1	0	0	0	0	0	0
Midn	5.16	5.72	7.46	22.95	33.29	26.03
Mfsd10	7	1.05	1.94	3.65	8.74	10.13
