Gene	GSM4559630_Control1_1	GSM4559631_Control2_1	GSM4559632_Control3_1	GSM4559633_Ad5-hACE2-transduced1_1	GSM4559634_Ad5-hACE2-transduced2_1	GSM4559635_Ad5-hACE2-transduced3_1
Spg20	241	152	147	149	161	181
DQ565036	0	0	0	0	0	0
Ahdc1	205	186	172	291	371	330
Drd3	0	0	1	2	2	0
DQ690554	0	0	0	0	0	0
Mir7651	0	0	0	0	0	0
Mir6940	0	0	0	0	0	0
LOC100043315	0	6	0	2	0	1
Fcer1a	0	0	4	3	2	1
Ccdc13	10	2	10	7	8	12
1700017D01Rik	0	2	1	2	0	0
Uggt2	57	72	55	19	120	65
Gbp9	2087	1216	1374	3124	4724	3604
Gm15056	22	5	11	98	45	66
Plppr3	33	27	30	43	133	98
Polb	113	79	58	166	149	149
Fam217a	2	0	0	2	1	6
Cyp2d34	0	0	2	1	1	0
JX277310	0	0	0	0	0	0
DQ718635	0	0	0	0	0	0
Mir212	0	0	0	0	0	0
Kcnk2	41	50	61	15	46	46
Bag5	144	96	93	56	70	57
DQ701841	0	0	0	0	0	0
AK135323	1	4	9	6	26	18
Mir343	0	0	0	0	0	0
Tmem173	258	127	139	628	489	389
AK171899	14	20	37	132	305	245
AK197180	0	0	0	0	0	2
1700066J03Rik	0	1	2	0	1	1
AK013453	0	0	1	0	0	0
Adi1	202	133	112	170	103	114
Apob	134	101	107	46	48	55
Tbcb	277	194	163	223	176	142
Lrig1	60	39	53	64	127	81
Tsr3	22	18	23	39	42	37
Bak1	756	489	391	1300	740	709
Fam131b	8	11	13	8	7	2
DQ565149	0	0	0	0	0	0
Map3k11	579	453	494	652	676	582
Ifi204	707	448	365	2600	1666	1556
Vstm2b	3	6	2	0	1	1
Olfr133	0	0	2	0	1	1
Sval3	0	0	0	0	0	0
Ccr3	6	12	17	76	21	17
DQ696813	0	0	0	0	0	0
AK042210	9	4	6	4	10	8
Spag7	160	109	114	109	92	55
Hspa9	684	559	498	638	513	427
Kdf1	35	43	32	38	40	34
Mrpl51	195	96	70	106	75	61
Ncln	322	140	201	413	530	489
9330188P03Rik	6	3	0	3	6	8
4930433N12Rik	0	10	12	15	18	17
Ddx5	3936	2811	2423	3704	4907	3940
March7	360	220	173	350	523	370
Ly6f	0	0	0	3	0	0
1700007P06Rik	11	2	9	4	2	3
Dixdc1	86	33	57	35	59	55
Aoc1	24	22	25	22	15	16
Cops7a	437	299	255	471	417	390
AK032899	101	126	133	179	117	159
Olfr63	0	3	8	2	5	2
Tdrd9	0	5	1	4	1	4
AK076605	5	1	11	8	43	54
DQ543863	0	0	0	0	0	0
Fbxo32	185	208	131	123	99	117
Lysmd2	337	251	248	304	316	264
Fam122c	0	0	0	0	0	0
AK032287	24	2	10	9	0	2
DQ560276	0	0	0	0	0	0
B630019K06Rik	54	30	24	7	12	21
AB349106	0	0	0	0	0	0
Bcap29	119	83	48	106	96	55
AK048202	0	2	0	3	0	0
Mir6546	0	0	0	0	0	0
Skp2	38	22	24	51	59	54
Tmem107	35	28	11	14	20	5
1300017J02Rik	5	3	9	7	11	3
Slc6a4	24	26	41	33	17	18
Siae	79	38	35	135	126	87
Klf16	60	59	62	99	73	83
Tatdn2	340	240	229	381	352	327
4933401H06Rik	0	5	0	4	6	3
DQ697332	0	0	0	0	0	0
DQ552568	0	0	0	0	0	0
Lipe	367	313	267	543	502	440
DQ716317	0	0	0	0	0	0
9630014M24Rik	14	5	1	1	6	4
Pkd1l3	9	22	18	19	17	31
Hist1h3b	931	594	526	506	340	240
DQ713517	0	0	0	0	0	0
Dnaic2	36	34	23	14	23	16
Wnt7a	42	14	13	7	28	17
Slc17a4	4	0	10	3	4	0
Sap30l	140	83	129	118	112	85
Unc45b	164	140	115	103	112	97
DQ718428	0	0	0	0	0	0
Gm4858	5	19	9	0	0	2
Cpeb4	1104	682	689	1040	1656	1347
Emp1	691	533	495	1150	1351	942
DQ709334	0	0	0	0	0	0
Clec14a	714	462	540	670	1272	906
Olfr730	0	0	0	0	0	0
Tbrg1	456	417	444	772	488	425
Art5	4	3	8	8	2	4
Atp2c2	4	15	7	12	10	13
Gm20337	77	84	123	219	75	103
AK040948	0	0	0	8	14	11
Zfp263	204	162	128	235	312	279
DQ726248	0	0	0	0	0	0
Hoxd13	0	1	7	5	4	0
AB344119	0	0	0	0	0	0
AK163824	3	8	1	4	19	12
Prl3d2	0	0	0	2	0	0
Bmt2	244	155	149	222	218	171
KY467628	16	26	2	17	5	6
3632454L22Rik	40	21	26	8	12	12
Gpr12	3	0	1	4	0	2
Kcns3	32	26	40	19	14	13
Agap2	118	83	84	210	130	139
Rnf114	868	655	560	1552	1271	1099
DQ548229	0	0	0	0	0	0
Mir665	0	0	0	0	0	0
AK006581	0	0	0	0	0	1
Tapbp	2280	1358	1413	5003	6261	4970
Ifi44	1337	1383	945	5415	4174	4294
Rogdi	165	70	117	169	131	148
Lhfpl5	5	23	7	0	1	1
Adat3	11	10	8	7	16	10
DQ691112	0	0	0	0	0	0
Nbr1	843	543	569	678	842	794
Bcl2l11	435	253	234	563	465	408
DQ691717	0	0	0	0	0	0
Cmc1	54	38	38	56	32	26
Hoxb4	109	61	61	96	148	134
Dynlrb1	632	485	496	830	396	389
Mmp3	74	79	44	71	53	35
Tacstd2	90	30	40	76	253	219
AK008767	0	0	0	0	0	1
Cdc27	559	458	329	530	501	406
Svs3a	5	3	4	2	2	0
Rgs12	551	424	452	475	715	555
AK036949	1	0	1	1	0	1
Xlr4c	2	13	6	6	11	4
Rfx3	107	105	54	149	217	192
AK090226	22	3	7	4	17	3
DQ699224	0	0	0	0	0	0
Psg16	534	568	586	497	663	574
AK006455	0	0	0	0	0	0
AK079692	1	13	16	21	69	60
Jak2	1157	889	622	1539	1440	1224
Sfxn2	45	28	26	44	43	46
Emilin3	10	26	6	10	4	7
Gabrg1	7	0	4	5	0	1
Ccdc28b	35	64	69	83	52	55
Adad2	3	1	2	2	0	0
DQ544186	0	0	0	0	0	0
Zfand3	884	553	538	1068	791	794
Olfr1329	0	13	0	3	1	1
Ccbe1	70	79	96	194	199	168
DQ689997	0	0	0	0	0	0
Flot1	412	358	253	387	316	221
AK015188	0	0	0	0	0	2
9230105E05Rik	1	2	6	1	0	1
DQ711484	0	0	0	0	0	0
AB344345	0	0	0	0	0	0
Osbp	444	362	308	459	478	357
FJ541115	0	0	0	0	0	0
Dusp7	549	473	415	633	554	496
Mir301b	0	0	0	0	0	0
Ski	1910	1379	1247	1653	1743	1557
DQ715611	0	0	0	0	0	0
Hoxa13	0	9	4	9	1	0
DQ566529	0	0	0	0	0	0
Utp11	54	47	65	79	56	62
Defb20	5	0	0	0	0	1
Neil3	249	255	298	278	364	386
Gm19299	0	0	2	2	2	0
Cnn1	160	123	81	44	69	48
Fndc1	174	138	158	134	207	114
Olfr1372-ps1	5	12	10	7	32	20
Zmpste24	204	179	163	275	379	305
DQ552243	0	0	0	0	0	0
Thra	914	616	602	553	652	640
Rcbtb1	330	210	171	266	323	266
Agap1	1179	696	862	684	1080	812
Ctgf	210	169	165	305	822	649
Cep164	254	184	190	262	367	304
1600027J07Rik	0	0	0	1	0	2
Zbtb8a	75	46	81	70	68	64
Pimreg	17	14	20	8	9	8
Kidins220	476	374	379	499	794	645
Pbp2	0	3	3	0	1	0
6430628N08Rik	16	7	13	5	1	2
Sema4b	151	75	84	276	264	238
KY468019	203	265	448	540	298	416
Zfp976	113	54	64	75	123	59
Gm26705	1	4	17	18	14	15
KY467964	0	0	1	1	1	0
Olfr914	0	0	1	0	0	0
KY468040	0	6	11	5	2	2
DQ556649	0	0	0	0	0	0
Vmn1r21	0	0	0	0	1	1
DQ725198	0	0	0	0	0	0
Mfap5	108	75	121	76	63	78
Srgap2	701	466	467	1185	1287	1175
DQ548344	0	0	0	0	0	0
Zbbx	3	9	0	4	10	17
Pias1	647	437	337	706	618	504
Mis18bp1	28	20	30	64	31	22
KY467520	3	24	9	7	1	7
DQ724664	0	0	0	0	0	0
Krtap1-3	1	0	1	2	0	3
Nkx2-2os	7	12	6	6	1	3
AK077696	0	1	3	5	9	3
Hotair	0	13	3	5	1	0
Olfr715	0	0	0	0	0	0
Pdgfra	1537	1057	1021	953	3024	1635
Ewsr1	1104	718	807	1580	1669	1350
Lenep	0	0	4	1	9	3
AK048846	0	1	0	8	34	12
AK019722	2	0	0	0	0	0
Kyat1	10	18	17	29	24	13
Spaca5	0	0	0	0	0	0
Gm16576	34	24	25	27	31	28
Gm41289	0	0	0	0	0	0
Brpf3	302	137	224	356	526	443
Mrps34	53	54	42	45	56	38
Pcdha1	10	10	26	2	5	1
Il18	41	54	53	227	121	106
Slco2b1	202	121	166	127	60	65
5430427M07Rik	0	0	1	0	1	1
DQ694964	0	0	0	0	0	0
Mir3968	0	0	0	0	0	0
5730455P16Rik	111	95	99	93	133	97
Mlph	465	355	360	391	239	309
Serpinb9d	1	0	4	0	4	2
Mir687	0	0	0	0	0	0
AK083777	1	1	0	4	4	5
Grpr	12	1	1	3	0	0
Cyp2f2	562	365	577	662	1325	1378
Icos	49	39	18	77	71	55
Mcc	1690	1423	1365	1353	1435	1117
DQ692889	0	0	0	0	0	0
DQ690190	0	0	0	0	0	0
Usp30	55	68	77	91	94	83
Wasl	676	604	480	570	840	753
DQ702452	0	0	0	0	0	0
Mir7215	0	0	0	0	0	0
4930595M18Rik	0	1	2	1	0	2
AK054476	13	0	19	21	28	24
Stx17	394	282	251	268	337	248
DQ555931	0	0	0	0	0	0
Tas2r124	0	1	0	0	0	0
Gm14596	0	0	0	0	0	0
AK006963	14	7	18	14	15	27
AB351301	0	0	0	0	0	0
BC002288	28	23	26	139	468	308
Gemin2	37	6	34	13	14	15
AK006131	0	0	0	0	0	0
AB337837	0	0	0	0	0	0
DQ706094	0	0	0	0	0	0
Olfr814	2	0	1	2	0	0
Hephl1	0	2	11	8	1	2
Polr2h	15	36	42	24	16	16
AB346759	0	0	0	0	0	0
Mir432	0	0	0	0	0	0
Flrt1	19	44	42	12	15	18
Smim3	173	85	98	204	219	155
Ccnl1	416	177	200	699	1139	1003
AB345250	0	0	0	0	0	0
Zdhhc5	763	404	398	1208	1048	952
Etaa1os	0	0	0	0	2	0
Trim14	289	274	243	899	651	628
Elp6	53	72	78	46	27	53
DQ540812	0	0	0	0	0	0
Esp16	0	0	0	1	0	0
Atp5j2	135	104	90	104	55	38
Lctl	0	0	1	0	0	1
Gm10635	9	11	3	5	3	4
DQ311577	20	11	13	3	0	3
Olfr453	0	15	0	1	0	0
Pdzd3	16	8	7	0	3	3
Ube2j1	716	479	449	627	594	515
DQ565203	0	0	0	0	0	0
DQ696487	0	0	0	0	0	0
Macrod1	17	50	16	11	12	15
Usf2	513	402	288	450	286	290
NR_033574	333	151	153	165	103	120
Fundc1	248	252	205	208	204	201
Igfbp1	3	2	0	3	3	0
Oca2	4	0	0	2	0	0
Arfrp1	154	133	78	170	158	120
Atcay	0	0	9	3	7	4
Ccdc61	40	18	14	39	32	43
AK044033	0	0	0	0	0	2
Sync	16	24	13	2	7	7
Olfr1354	8	0	0	3	0	0
AK193034	0	0	0	6	0	0
DQ697934	0	0	0	0	0	0
Mir707	0	0	0	0	0	0
Gm21119	20	64	29	24	14	24
Tipin	72	58	51	62	49	40
Ces1b	2	2	4	3	2	2
Yme1l1	641	341	414	570	601	475
Spc25	59	20	23	32	34	25
DQ540131	0	0	0	0	0	0
Olfr616	0	4	0	2	0	1
DQ687636	0	0	0	0	0	0
Dtd1	35	61	22	24	35	15
4933403O08Rik	1	0	4	0	1	1
Slc35g2	2	1	7	11	31	16
DQ724898	0	0	0	0	0	0
Mdm1	29	24	25	58	64	57
Sh3gl2	2	3	1	1	4	5
DQ542183	0	0	0	0	0	0
AK033756	6	27	8	27	17	17
Mir204	0	0	0	0	0	0
Fitm2	32	23	17	22	51	33
Zfp69	38	56	61	48	61	41
AK131776	0	0	0	0	0	1
Rprl2	6464	4330	4267	11362	17821	19699
Bnip1	69	31	50	68	87	47
Olfr1474	6	10	7	1	2	0
Pla2g2a	0	2	0	1	0	0
Krtap19-3	0	2	0	1	0	0
Dnm1	153	128	111	92	175	90
AK148827	14	20	25	17	31	40
DQ701881	0	0	0	0	0	0
Gm5862	0	0	4	0	0	0
Rhox6	0	2	0	0	0	4
Muc20	10	21	29	40	62	60
Dpp10	0	0	4	3	1	0
AK006029	0	0	0	1	0	1
Epm2a	15	37	43	17	25	13
AK052571	6	4	0	0	2	0
Cyp2d12	0	1	1	1	0	0
Brip1os	256	149	200	386	442	339
Pon2	175	184	126	182	200	148
Slco1b2	0	2	0	0	0	0
Olfr32	1	0	3	0	0	1
BC010246	35	25	67	54	51	51
Nop2	78	78	155	155	140	117
AK042781	2	9	8	3	9	3
Csnk1e	462	353	409	502	585	494
Zfp24	193	145	122	112	154	150
Olfr763	2	1	8	3	2	1
Hck	589	449	391	1601	948	959
Dnph1	8	14	14	6	1	4
Olfr1046	0	3	3	1	0	0
Hspa12b	317	358	304	239	353	292
Phyhd1	148	46	87	73	106	73
Gm14005	40	36	40	91	147	109
AK086315	62	11	0	75	344	257
Rmnd1	33	14	19	62	64	57
2610528A11Rik	0	1	3	2	1	2
Tmem119	135	156	132	100	188	118
Olfr331	0	1	0	3	2	2
Bpifb5	13	0	2	4	2	6
AK197669	0	0	0	0	0	0
Msra	78	77	95	78	56	47
4732471J01Rik	5	16	7	7	25	19
Rfc5	69	39	33	60	79	52
Mir107	0	0	0	0	0	0
AK019623	0	0	0	0	1	1
AK149205	5	7	7	7	4	0
Ces2a	6	7	17	2	1	3
Zfp445	332	269	185	388	689	498
Mpv17l	66	58	59	63	39	34
Oip5	0	12	8	8	7	4
Nodal	3	6	6	5	2	6
Fam160a1	52	71	39	65	127	111
Entpd8	0	16	1	1	1	3
9330182O14Rik	5	3	6	2	2	3
DQ560122	0	0	0	0	0	0
Poll	49	27	39	63	46	34
Sertad2	828	518	508	699	666	659
KY467744	1	3	9	8	19	8
Rasl10a	25	1	19	6	2	3
DQ714309	0	0	0	0	0	0
BC100523	1	2	4	3	0	0
2810429I04Rik	42	55	75	49	68	66
4930555K05Rik	0	0	0	1	0	0
Wnt16	11	2	5	2	5	5
Grm4	21	3	28	9	8	13
Itgb5	672	459	388	496	579	463
Epn3	232	158	118	178	275	279
Polr3h	27	13	28	25	48	26
TRNA_Ile	0	0	0	0	0	1
Chst13	0	6	0	4	1	4
Mirlet7f-1	0	0	0	0	0	0
2310015A10Rik	54	42	43	84	116	71
1700013D24Rik	0	0	1	0	0	0
Olfr311	5	5	1	0	1	0
Vps35	854	618	567	794	602	510
Mrpl36	173	147	100	146	81	67
Gpc5	6	0	16	0	3	0
Mir713	0	0	0	0	0	0
Mog	5	2	3	2	2	4
Dclk2	68	42	36	56	113	64
Gnat2	0	11	21	2	3	6
Olfr1260	0	9	3	0	0	1
Tmpo	805	588	442	951	1098	973
Kcnh8	0	9	3	3	2	1
Anapc10	36	57	43	85	114	83
4930544D05Rik	0	2	0	0	2	0
Chrna7	32	4	25	13	55	34
DQ724707	0	0	0	0	0	0
LOC101055864	0	4	6	0	0	0
AB339176	0	0	0	0	0	0
Mir465c-1	0	0	0	0	0	0
Syn1	14	34	6	44	25	16
Arl8a	454	352	307	753	476	496
Mrps16	38	33	10	29	26	17
AK033986	4	0	11	7	30	15
Scai	102	72	60	98	241	193
Zfp189	41	59	26	38	52	31
Plekhg2	284	210	287	439	622	479
DQ705542	0	0	0	0	0	0
B3gnt3	34	15	8	42	55	30
Selenot	874	690	558	807	915	716
Cdkn2aip	85	76	62	65	75	72
Mir467a-1	0	0	0	0	0	0
Kif19a	28	22	5	36	45	46
Fyb2	13	7	2	0	2	11
Rnf112	0	8	3	6	4	2
Tmem106b	651	434	404	365	594	451
Irf6	125	120	127	62	99	91
Ldb2	467	296	259	345	412	320
Slc6a17	11	24	32	11	7	7
Themis	76	49	25	140	122	90
Supt5	1060	639	758	909	760	642
Nek7	1629	1209	893	721	740	549
Vmn2r84	0	6	8	6	8	4
Trpv1	6	3	1	3	3	0
Gng2	872	500	554	517	471	372
Mir7036b	0	0	0	0	0	0
DQ690311	0	0	0	0	0	0
Gm41341	6	2	3	1	0	1
Cyp26c1	0	1	7	4	1	6
4631405J19Rik	10	0	3	3	9	4
Mug-ps1	32	38	61	26	24	26
Fam120b	177	124	143	197	299	225
AK010638	0	13	1	1	5	0
Gm10046	0	1	0	1	2	3
Scaf11	1072	773	726	960	1057	944
6330410L21Rik	1	5	17	10	2	4
Ncaph	62	59	78	76	74	49
A930033H14Rik	17	8	24	7	14	8
AK020345	0	4	0	0	0	0
DQ697775	0	0	0	0	0	0
Bloc1s2	26	22	44	46	27	13
Lamb3	79	37	47	49	177	111
Col6a6	29	21	17	10	7	4
Tpte	2	3	0	1	0	1
Tab1	56	50	43	69	123	64
Zfp266	434	259	308	332	563	401
Gm1553	0	0	0	0	0	0
Mir7036	0	0	0	0	0	0
DQ704526	0	0	0	0	0	0
Gjd3	0	2	0	10	6	5
DQ547994	0	0	0	0	0	0
Clk3	275	172	235	421	455	419
Olfr571	0	2	0	1	0	1
Ptprh	6	14	19	5	5	6
Klk1b26	0	0	0	0	0	0
Gm13889	469	430	371	180	305	268
Agxt	5	1	2	0	2	0
DQ719512	0	0	0	0	0	0
Thrb	62	100	62	35	73	64
Olfr378	0	11	1	2	0	1
Gm5416	0	0	0	2	2	0
Olfr270	0	1	0	0	0	0
Gm438	0	0	0	0	0	0
Olfr129	0	0	6	0	1	0
Pbx1	1371	1323	1115	1065	1636	1438
Ppp1r2-ps7	0	0	0	3	3	0
Ptcd3	94	120	81	95	154	90
Mcm3ap	308	184	202	389	429	350
Olfr354	0	1	0	0	0	1
Dnase2a	93	22	68	149	115	100
4930522O17Rik	0	0	0	0	0	0
AB340994	0	0	0	0	0	0
Gm33104	10	46	29	26	16	18
Stx3	184	116	107	193	194	243
Pax2	1	5	14	11	3	3
DQ704061	0	0	0	0	0	0
Nemf	294	182	167	287	333	237
Kcnq5	126	76	83	46	123	71
DQ555467	0	0	0	0	0	0
Elf5	110	61	79	58	104	59
Sult2a7	0	1	6	0	0	0
Rtl5	97	77	69	122	139	113
C630028M04Rik	4	0	0	4	0	0
Rbpj	1080	715	695	1192	1064	921
4930486I03Rik	0	0	2	1	0	0
Hagh	117	29	45	49	34	28
Fbxw18	0	0	0	0	0	0
Rbm15	329	221	160	439	672	572
DQ719830	0	0	0	0	0	0
Arap1	1050	659	596	1211	1389	1174
Vmn2r78	2	4	3	0	1	2
AK046531	0	0	2	8	51	49
AK131586	16043	8896	11450	15102	17148	9207
Klra6	0	0	0	0	0	0
Vtcn1	0	14	8	13	7	8
DQ700819	0	0	0	0	0	0
Rasa1	332	328	284	309	298	248
Hdac8	48	34	27	52	96	60
AK013883	109	79	68	101	191	147
DQ563914	0	0	0	0	0	0
Lbr	317	179	232	497	545	425
Snord37	0	0	0	0	0	0
AB341951	0	0	0	0	0	0
Nfe2	44	33	33	121	87	47
Isca1	282	239	265	454	286	318
Adgrv1	51	80	86	129	62	109
Tmem243	611	403	434	921	603	521
Mir31	0	0	0	0	0	0
1700047A11Rik	0	0	0	0	0	0
Cbarp	36	24	22	22	49	49
DQ687321	0	0	0	0	0	0
Npcd	64	35	0	0	6	0
DQ698476	0	0	0	0	0	0
Fbxo31	104	99	110	69	105	104
Egfem1	0	6	5	5	7	4
DQ544769	0	0	0	0	0	0
Zhx2	387	354	252	389	328	276
Setbp1	403	236	287	372	659	501
Pank3	1364	1038	815	710	953	780
AK029768	0	0	0	0	0	0
Gm15114	0	0	0	0	0	0
Ten1	64	48	26	52	50	38
AK138941	9	17	8	6	4	10
BC082591	2	8	3	2	0	1
Mynn	204	116	119	171	210	216
Ppp1r2	1795	1278	1094	973	1210	1108
Rph3al	78	45	51	55	77	69
Pp2d1	2	21	5	7	23	16
6820408C15Rik	4	16	9	15	12	19
Gm2109	0	1	7	0	2	0
Scrt2	57	34	18	9	2	5
AK139864	0	12	3	0	0	3
Tnfsf18	0	1	6	10	3	11
Lipi	2	0	0	1	0	0
DQ545797	0	0	0	0	0	0
Pfn2	69	68	45	43	73	63
Ctss	2786	1829	1340	8516	4315	4356
Zfp429	53	18	46	109	101	73
Hars2	98	51	46	73	96	78
AK035080	74	72	108	203	107	134
Ttll5	118	93	111	110	169	96
Armc4	10	2	12	1	2	9
DQ714693	0	0	0	0	0	0
Fbxo16	5	0	5	5	7	6
Mir6540	0	0	0	0	0	0
DQ557675	0	0	0	0	0	0
Nanos1	37	28	22	17	17	15
Pldi	2	0	11	0	0	2
Rapgef6	626	411	489	961	888	815
Suds3	434	235	257	264	234	185
Mir496a	0	0	0	0	0	0
Serpina12	11	9	9	3	1	2
Khdc3	0	5	2	4	0	2
Gfpt2	135	159	139	79	103	93
Gdpd1	34	29	20	36	51	54
Gm29683	111	123	207	204	101	136
Atp8b1	173	119	100	244	432	309
AI429214	21	20	20	36	39	40
AK202663	0	0	0	0	0	2
Gpr151	0	2	0	9	5	1
Gm15679	5	1	2	2	0	0
Cmbl	29	30	33	16	20	8
DQ701698	0	0	0	0	0	0
Iqcc	48	17	24	28	23	23
Mir1955	0	0	0	0	0	0
DQ556509	0	0	0	0	0	0
Lrrc40	85	113	81	123	107	74
Znfx1	1883	1778	1553	6680	6098	5226
Klrb1b	49	52	44	57	35	45
Lhx4	2	0	2	1	1	2
Setd7	1032	629	606	540	675	587
Pglyrp4	0	1	2	1	0	0
2510003B16Rik	0	0	0	0	0	0
Mrpl45	175	121	104	128	95	100
Ube2dnl1	3	0	0	0	0	0
DQ713580	0	0	0	0	0	0
Cyp2c67	0	3	5	0	0	1
Eml4	383	266	321	386	465	348
Actl10	13	2	0	5	5	1
Zc2hc1b	3	5	0	1	0	0
Mir3971	0	0	0	0	0	0
Olfr531	0	15	1	0	0	1
Gm20172	2	2	0	2	2	1
Defb34	0	0	0	0	0	0
DQ695427	0	0	0	0	0	0
Sike1	269	184	189	227	223	213
Atp2b2	35	25	22	11	23	47
Rnf103	124	69	93	142	173	143
AK134546	22	11	12	3	12	5
Lama3	341	134	242	183	782	485
Pabpc4	374	300	195	160	174	169
4930571K23Rik	3	18	4	6	1	1
Pin1rt1	0	0	7	1	0	4
JX520885	0	0	0	0	0	0
Smim8	15	21	20	27	9	19
Taf3	258	135	178	275	212	244
Cela3b	0	0	3	0	0	0
AK015544	129	76	53	130	167	137
Ccdc142	21	41	35	54	54	44
AK007249	0	1	8	3	11	6
Cast	1131	737	729	1001	845	788
DQ569759	0	0	0	0	0	0
Clec3b	123	78	98	46	45	24
Olfr1132	0	0	0	1	0	3
B430010I23Rik	21	13	15	35	98	83
Ctnna3	16	3	14	7	14	10
DQ698039	0	0	0	0	0	0
Cbln3	41	45	81	90	30	69
AK177800	0	9	0	0	0	0
KY467519	0	0	0	1	3	1
Trim33	470	353	301	480	473	434
Abca3	1255	653	824	1386	3000	2532
Igsf6	241	101	96	419	269	265
Olfr1440	1	0	2	0	0	2
Abtb1	157	91	108	133	127	118
Arf1	2087	1490	1409	1954	1358	1213
Cyp20a1	270	396	501	913	438	816
Klre1	11	10	0	15	7	12
DQ568980	0	0	0	0	0	0
AK045896	0	0	2	0	0	0
Aunip	11	12	3	2	1	3
Slc25a4	351	337	201	183	145	118
AK031274	18	11	6	3	9	15
AK166824	111	203	183	142	72	58
Gm20757	0	0	1	0	0	0
Upf2	459	228	263	320	421	347
Tpmt	26	8	16	14	5	9
Myh8	148	133	185	348	200	265
DQ719568	0	0	0	0	0	0
Zbed5	14	10	6	13	11	6
Armt1	50	74	47	74	77	47
Zfp957	20	2	20	12	3	9
Atp12a	2	0	4	6	0	0
Dcaf6	287	182	156	215	276	232
Golga1	88	102	112	120	218	229
Ptchd4	1	18	6	11	5	0
Med14	598	463	421	580	699	597
DQ687009	0	0	0	0	0	0
Aplnr	204	113	208	271	648	365
BC147260	24	18	33	123	336	264
Paqr8	76	89	61	66	186	123
AB346734	0	0	0	0	0	0
Gm4791	29	12	32	40	50	58
AK034494	8	38	18	132	320	305
AK052073	0	1	3	9	13	17
Gm8013	0	0	0	1	0	0
Mir218-2	0	0	0	0	0	0
Ptprcap	107	28	53	168	116	91
Tmem106a	277	185	155	884	651	605
Dut	126	64	48	32	50	21
Gm5934	0	0	0	0	0	0
Rsad1	2	7	10	9	15	25
Rrad	62	41	25	71	42	42
AK210432	0	0	0	0	0	0
Fa2h	5	6	3	7	1	3
Uxs1	45	17	55	103	94	69
Ier3ip1	193	133	66	198	126	110
Fignl2	66	31	43	61	133	120
Npr1	234	213	162	216	598	445
A930018M24Rik	17	17	10	4	8	7
Gm10280	3	3	0	1	0	1
DQ717333	0	0	0	0	0	0
DQ696289	0	0	0	0	0	0
Olfr1182	18	5	0	0	1	0
DQ694309	0	0	0	0	0	0
Synrg	758	524	606	595	585	559
AB340013	0	0	0	0	0	0
Wnt11	24	8	33	15	12	18
Slc6a15	0	8	5	0	2	2
Ankib1	713	474	466	633	737	592
Klk12	0	0	4	2	2	0
AK021342	20	3	14	2	3	4
Rab36	12	19	51	24	49	37
DQ555886	0	0	0	0	0	0
DQ707080	0	0	0	0	0	0
Gja8	13	37	24	10	4	2
Igf2r	373	159	213	504	854	574
4931419H13Rik	0	0	0	0	0	0
Cd59b	3	15	13	12	9	6
Crhbp	0	0	0	0	2	0
Mir6986	0	0	0	0	0	0
Gm45914	7	14	32	4	3	2
1700009N14Rik	0	0	3	0	0	0
Pramef6	0	18	0	0	1	1
Tmem134	406	263	207	379	230	205
Gm13629	0	3	0	2	0	1
Gm14151	8	22	2	10	6	5
DQ700709	0	0	0	0	0	0
Fthl17c	0	0	8	0	1	0
Gm829	0	0	2	1	0	0
DQ725872	0	0	0	0	0	0
DQ567966	0	0	0	0	0	0
Mir5133	0	0	0	0	0	0
AK045269	2	0	0	2	1	0
Vmn1r221	1	6	4	0	1	1
DQ716894	0	0	0	0	0	0
4921507P07Rik	7	1	7	11	7	9
Elane	2	4	0	4	2	0
Zfa-ps	1	0	1	2	5	0
Prkag3	11	21	19	27	35	34
Svep1	223	262	354	369	1107	615
Tufm	251	177	150	214	140	105
DQ698221	0	0	0	0	0	0
Lrrc31	8	30	71	67	26	63
Trim43a	8	5	0	9	6	14
Olfr1513	8	3	0	1	0	1
DQ568244	0	0	0	0	0	0
Gpr87	0	0	0	2	0	6
Catsper3	0	2	2	0	4	0
Klf5	109	45	89	75	91	84
Fbxw9	107	76	29	23	41	46
DQ710372	0	0	0	0	0	0
Fxyd2	1	10	1	0	1	0
Nynrin	182	117	246	185	307	245
Ash2l	304	213	216	275	228	178
DQ719620	0	0	0	0	0	0
Vmn1r28	0	3	0	3	0	0
Samd15	3	14	27	5	3	6
Olig3	1	3	30	11	1	3
AK140708	11	15	18	11	16	16
Jpx	60	40	27	44	93	68
DQ697019	0	0	0	0	0	0
Tatdn3	21	15	12	18	27	9
Mir669f	0	0	0	0	0	0
Slc1a6	2	21	7	2	0	0
DQ706580	0	0	0	0	0	0
Krt39	0	0	4	1	0	0
DQ558014	0	0	0	0	0	0
AK144771	0	18	5	5	1	1
AK198376	16	1	0	6	25	20
4933430N04Rik	0	0	0	0	0	0
Adgrg7	7	2	5	8	5	1
Brd3	492	309	337	434	423	389
Klk1b1	3	0	0	0	2	0
9530052C20Rik	0	12	16	5	8	4
Pgd	788	481	384	720	580	493
AK021004	0	0	0	0	2	1
Olfr98	4	4	1	2	5	2
Zfp442	112	55	66	67	95	53
Vmn1r6	0	0	0	0	0	0
Mir1961	0	0	0	0	0	0
AK198904	1	0	0	1	2	0
Actr2	2663	1661	1467	2695	2059	1749
B230110C06Rik	0	0	0	4	0	2
Rtp3	124	78	104	167	134	130
Tk1	44	26	16	27	35	36
