Gene	GSM4658803_SRR12164495_Control3_read1	GSM4658804_SRR12164496_Control1_read1	GSM4658805_SRR12164497_Control2_read1	GSM4658807_SRR12164499_Sample1_read1	GSM4658808_SRR12164500_Sample2_read1
C18orf63	0	0	4	2	2
ENSCSAG00000019455	237	301	301	17	19
HTRA1	1572	1642	1845	114	126
ENSCSAG00000019599	0	0	0	0	0
QPCTL	294	311	362	34	39
BCL7A	461	473	533	57	54
ENSCSAG00000022031	0	0	0	0	0
ENSCSAG00000023389	0	0	0	0	0
BIRC6	9464	11760	11080	1290	1341
GSDMD	4032	4303	5046	398	396
ENSCSAG00000023327	0	0	0	0	0
HECTD3	1192	1278	1385	109	136
ENSCSAG00000022283	0	0	0	0	0
KBTBD13	2	0	0	0	0
KRT26	0	0	0	0	0
VPS35	7483	7621	8327	460	548
GPSM2	1309	1355	1470	93	122
KCNA5	0	0	0	0	0
ENSCSAG00000024767	0	0	0	0	0
WRAP73	649	620	791	54	75
GSR	1210	1354	1438	109	142
DYNC1I1	64	74	72	11	16
NIPA1	521	545	598	55	69
ENSCSAG00000019666	0	0	0	0	0
SLCO2A1	2048	2125	2193	168	156
RTL9	62	63	80	5	3
ENSCSAG00000021083	0	0	0	0	0
ENSCSAG00000018969	19	24	23	2	4
ENSCSAG00000024602	0	0	0	0	0
TRUB1	2897	2921	3261	237	337
PLXDC2	2195	2540	2469	159	191
OR2S2	0	0	0	0	1
AGER	70	69	79	5	7
NAT14	1352	1399	1703	107	121
ENSCSAG00000019010	0	0	1	1	0
ENSCSAG00000011340	0	0	0	0	0
ENSCSAG00000019703	163	168	165	17	12
PRDM8	47	45	57	5	3
NCSTN	2389	2368	2631	141	164
PLIN4	1090	1191	1274	160	137
SCN9A	1143	1172	1129	68	51
EPN3	31	29	36	0	2
ENSCSAG00000025916	0	0	0	0	0
MIR3187	0	0	0	0	0
ENSCSAG00000018928	986	1057	1259	79	108
CAMKK1	751	872	961	209	226
ZUP1	812	992	980	83	105
CBLIF	1	2	0	0	0
ENSCSAG00000020279	0	0	0	0	0
KRT6A	0	0	0	0	0
ENSCSAG00000017348	154	162	163	6	12
ENSCSAG00000021997	0	0	0	0	0
ENSCSAG00000026294	0	0	0	0	0
ENSCSAG00000015105	7	10	3	0	2
C22orf31	0	1	0	1	0
CENPH	169	185	187	9	8
HPD	1	0	1	0	0
VXN	7	3	3	1	2
XAGE2	0	0	0	0	0
ENSCSAG00000024498	0	0	0	0	0
ZNF281	1544	1705	1857	176	182
PMVK	897	912	1049	80	67
KLHL11	1104	1094	1248	107	120
TMPRSS11B	0	0	0	0	0
PSORS1C2	4	4	2	0	0
SIGLEC6	0	0	0	0	0
ENSCSAG00000020082	0	0	0	0	0
SSRP1	8538	9181	10378	907	993
LBP	0	0	1	0	0
STAT4	2182	2344	2526	239	322
LRRIQ1	189	223	208	24	17
GIGYF2	3141	3500	3533	440	517
ENSCSAG00000003471	1933	2042	2323	187	239
MIR324	0	0	0	0	0
SETD1A	2910	3222	3385	397	398
KIRREL3	5	5	3	2	2
ENSCSAG00000017935	0	0	1	0	0
RFTN1	404	457	502	49	48
ENSCSAG00000021531	0	0	0	0	0
C1orf159	24	26	30	2	4
ZNF615	10	10	10	2	2
DOK2	21	25	26	2	2
SLC1A2	0	1	0	0	0
SOWAHB	3	2	1	0	0
MIR96	0	0	0	0	0
PLEKHG4B	7	7	10	5	0
NDUFA6	813	911	1070	47	75
SMIM15	71	52	55	9	12
ENSCSAG00000018560	16	18	21	9	2
ENSCSAG00000016498	0	0	0	0	0
VSIG10	1978	2167	2396	193	214
ENSCSAG00000024981	0	0	0	0	0
IGLV3-27	0	0	0	0	0
PWWP2B	365	429	513	72	68
SLC1A6	0	0	0	0	0
TPD52L3	0	0	0	0	0
GIMAP6	23	29	23	0	2
CISD2	1800	1823	2056	126	138
LIN7B	171	205	228	25	23
ENTR1	1299	1412	1564	122	136
ENSCSAG00000018961	3	5	1	0	0
ENSCSAG00000014232	155	160	159	11	14
ENSCSAG00000010372	0	0	0	0	0
CXCR4	4	1	6	9	5
P4HA2	2115	2091	2456	193	220
SNORD12B	0	0	0	0	0
PRSS22	0	0	0	0	0
SPINK8	0	0	0	0	0
PLPP5	567	643	664	34	34
ENSCSAG00000001752	0	0	0	0	0
OR2A12	1	6	2	0	2
SLIT2	5420	6269	6311	462	515
ENSCSAG00000020302	0	0	0	0	0
TCOF1	3935	4281	4717	474	490
FAM81B	2	3	2	0	1
PNLIP	0	1	1	0	0
PYDC2	0	0	0	0	2
MIR208B	0	0	0	0	0
CSAD	180	206	187	14	11
MIR581	0	0	0	0	0
ARC	4	2	3	5	3
TAP1	2005	2076	2353	281	275
ZNF28	18	13	19	4	1
ENSCSAG00000024648	0	0	0	0	0
TXNDC9	636	683	732	75	54
KAT14	1376	1541	1636	179	204
RNASE6	0	0	0	0	0
ENSCSAG00000013868	0	0	0	0	0
ENSCSAG00000025924	0	0	0	0	0
GPR27	107	103	130	7	14
TXNDC16	282	273	279	13	23
PLA2G10	0	0	0	0	0
ENSCSAG00000009090	0	0	0	0	0
ENSCSAG00000021645	0	0	0	0	0
ENSCSAG00000010179	374	368	444	53	55
ENSCSAG00000027739	0	0	0	0	0
MCRS1	1990	2098	2238	164	198
ENSCSAG00000019350	0	0	0	0	0
GRIPAP1	1166	1303	1510	109	128
ENSCSAG00000016595	0	0	0	0	0
MIR129-2	0	0	0	0	0
DCDC2C	1	2	0	0	0
ENSCSAG00000027219	0	0	0	0	0
ENSCSAG00000024590	0	0	0	0	0
C2orf76	54	61	76	3	4
ENSCSAG00000006438	2284	2543	2684	246	294
TRMT2B	197	231	217	16	13
MAFG	318	414	414	110	88
ENSCSAG00000019780	0	0	0	0	0
ENSCSAG00000005722	193	154	222	9	21
ENSCSAG00000024869	0	0	0	0	0
TMCO6	490	518	542	48	52
ENSCSAG00000019904	0	0	0	0	0
CTTNBP2	895	967	1017	93	116
WBP1	4148	4204	4759	324	373
ENSCSAG00000015410	0	0	0	0	0
VPS9D1	1396	1484	1712	179	180
C4orf47	23	16	12	1	0
ZBTB39	399	428	436	71	61
ENSCSAG00000015194	0	0	0	0	0
ITGB5	4550	4732	5201	347	319
NOS1	0	0	0	0	0
AVPI1	77	64	66	11	19
MIR125B2	0	0	0	0	0
SH3D21	642	789	828	101	109
PEA15	438	438	511	47	58
SIGMAR1	2907	3023	3395	251	300
ABLIM2	50	54	62	4	7
IL7	109	100	125	9	6
CFAP410	987	1001	1168	83	93
CRHR2	2	0	1	0	1
EIF2AK1	913	917	1050	87	84
PRKD1	150	148	161	13	16
ENSCSAG00000027858	0	0	0	0	0
ENSCSAG00000003442	0	0	0	0	0
SLC26A7	1357	1182	1174	75	69
SLC41A3	2754	2886	3169	326	311
TBX19	143	172	133	31	21
ZDHHC19	4	4	4	0	1
CEL	40	36	37	8	9
SEPTIN2	18596	19168	21015	1095	1334
VGLL3	1097	1240	1420	122	165
PIGT	2959	2867	3379	195	262
KLHL20	579	633	677	45	62
EXOSC4	627	758	832	80	68
ENSCSAG00000010736	1	1	1	0	1
DSC1	0	0	0	0	0
PEAK3	2	0	0	0	0
PMEPA1	11779	12324	13896	1408	1671
ENSCSAG00000002398	0	0	0	0	0
ENSCSAG00000026510	0	0	0	0	0
AIMP1	2315	2414	2625	203	218
PTPRN	1140	1334	1490	146	160
TUSC3	1506	1485	1737	106	122
SGPP2	4	5	4	0	0
AGK	488	580	610	62	41
SH2D4B	0	0	3	0	1
OR51F1	0	0	0	0	0
PHF20L1	1326	1365	1411	162	186
ENSCSAG00000021028	0	0	0	0	0
TBP	970	942	1024	100	129
ENSCSAG00000012699	1455	1558	1654	140	182
ENSCSAG00000022854	0	0	0	0	0
PSMD12	5493	5784	6272	418	516
ENSCSAG00000018964	1	0	4	0	0
ACTC1	1	2	1	1	1
ENSCSAG00000022769	0	0	0	0	0
ENSCSAG00000021850	0	0	0	0	0
NR2F2	1768	1841	2013	163	152
SIAH1	234	270	263	25	38
CT62	0	0	0	0	0
NDST4	0	0	0	0	0
NUS1	4956	5268	5917	380	449
HMGB2	3187	3268	3637	219	251
MIR29B1	0	0	0	0	0
SLC13A2	9	4	1	0	0
RNASE8	0	0	0	0	0
KCNK6	17	20	20	1	1
GTSF1	0	0	0	0	0
ACO1	2601	2819	3114	186	229
ENSCSAG00000010310	0	0	0	0	0
ENSCSAG00000023374	0	0	0	0	0
C4orf45	0	0	0	0	0
RNF39	18	14	18	1	0
ADGRF4	104	139	115	10	10
HAGH	1104	1112	1269	133	134
ENSCSAG00000024399	0	0	0	0	0
NPFF	3	5	1	0	3
OR10G7	0	0	0	0	0
DMC1	1	1	0	0	0
ENSCSAG00000026617	0	0	0	0	0
ST14	1	4	4	2	4
STRN4	4493	4724	5296	637	696
ZSWIM9	417	504	525	61	41
INTS12	366	341	385	31	52
CASS4	953	976	1036	147	182
MIR145	0	0	0	0	0
CCDC3	1	1	2	0	0
ZNF511	907	896	1081	96	88
KRT80	2095	2384	2671	410	438
EPN1	8945	9432	10707	1406	1611
ENSCSAG00000022754	0	0	0	0	0
TCN1	0	0	0	0	0
APOH	4	1	2	1	0
ENSCSAG00000023696	0	0	0	0	0
ENSCSAG00000005026	6663	6539	7843	447	466
ZWILCH	1407	1414	1502	103	139
PAN2	1260	1319	1430	102	104
RIN3	1107	1225	1245	131	140
ENSCSAG00000020226	0	0	0	0	0
ENSCSAG00000008829	0	0	0	0	0
MIR651	0	0	0	0	0
CCDC68	0	1	0	0	1
ATMIN	1552	1592	1764	160	182
ZNF512	1660	1691	1848	117	130
ENSCSAG00000012899	0	1	0	0	0
OR8J3	0	0	0	0	0
FBXO31	754	775	963	116	102
RTL8C	2058	2148	2482	153	168
ENSCSAG00000021056	0	0	0	0	0
ENSCSAG00000020941	0	0	0	0	0
ENSCSAG00000010592	3	2	3	0	0
RMI2	377	391	399	22	27
ENSCSAG00000024389	0	0	0	0	0
TGFBR3	328	330	333	40	38
TEAD4	804	950	1075	122	143
GSPT1	5241	5707	6288	528	622
RHBDD3	1032	1136	1220	94	98
FXYD7	0	0	0	0	0
DCTN2	3561	3672	4097	343	400
APOE	39062	39340	46731	2979	3087
UBXN2B	397	387	494	38	52
CD63	14382	14851	17149	834	999
MRPL18	330	420	448	33	38
ELL2	907	1013	1230	172	243
ENSCSAG00000025814	0	0	0	0	0
CBX6	13253	14153	15871	1387	1436
TUBA1A	10532	11178	12958	1057	1125
CD163	173	199	208	15	15
SORBS1	481	468	488	45	53
GID4	238	246	244	27	32
ZNF446	486	564	632	86	85
MAPK1IP1L	1144	1215	1256	116	141
DSP	3389	3599	3479	232	227
ALKBH2	672	670	722	74	98
SNORD65B	0	0	0	0	0
ENSCSAG00000016971	0	1	1	1	0
ENSCSAG00000009787	0	0	0	0	0
ENSCSAG00000014011	48	59	52	1	2
PPP1R1A	26	22	26	0	3
THAP7	571	625	690	57	88
MAGEC2	0	0	0	0	0
EBF4	157	161	163	25	26
NFATC2IP	1023	1012	1170	95	89
ENSCSAG00000022252	0	0	0	0	0
ARHGEF26	132	140	171	15	10
MIR196A2	0	0	0	0	0
ENSCSAG00000020148	0	0	0	0	0
ENSCSAG00000018715	0	0	0	0	0
CNNM4	805	944	1004	97	101
ENSCSAG00000002334	725	826	928	111	120
NHP2	1259	1311	1471	107	129
SPART	3452	3592	3943	267	288
TERF2IP	937	940	1069	101	88
MAGEB2	0	0	0	0	0
RTL1	4290	5390	5528	392	398
BEGAIN	68	69	89	16	11
ZNF30	26	30	32	2	3
C2orf50	3	1	1	0	1
ENSCSAG00000013607	1456	1511	1803	143	150
SOX18	22	20	37	5	5
ENSCSAG00000018365	2	0	3	1	0
ENSCSAG00000027853	0	0	0	0	0
PTPN18	951	961	1160	108	80
ENSCSAG00000005272	0	1	3	0	0
ENSCSAG00000010700	462	442	541	30	49
ENSCSAG00000007812	0	0	0	0	0
BIRC7	7	2	3	1	0
NOD1	789	833	861	97	111
STIM1	6814	7187	8237	690	793
ENSCSAG00000026799	0	0	0	0	0
ICE2	1295	1322	1358	107	112
MAJIN	134	133	165	7	14
CEP95	601	604	733	59	101
ENSCSAG00000010852	1381	1354	1564	100	114
POU2AF1	17	13	6	1	5
MCOLN1	450	483	581	47	46
MAGEC1	0	0	0	0	0
ENSCSAG00000022331	0	0	0	0	0
TRIB3	490	562	690	121	124
ENSCSAG00000025596	0	0	0	0	0
ENSCSAG00000000470	1	4	0	0	0
DNPH1	0	0	0	0	0
ENSCSAG00000023101	0	0	0	0	0
GRIK1	0	0	0	0	0
TRBV29-1	0	0	0	0	0
MIR6125	0	0	0	0	0
ENSCSAG00000019493	687	654	857	69	76
ENSCSAG00000024089	0	0	0	0	0
CHST9	0	0	0	0	0
GLRB	208	182	250	15	12
CHCHD1	345	393	472	31	38
ENSCSAG00000020261	0	0	0	0	0
C4orf51	0	0	0	0	0
AP1B1	6590	6863	7891	613	682
ENSCSAG00000018619	3	5	0	1	0
SLC4A4	14170	16540	17737	1214	1424
ATP6V1B1	0	0	0	1	0
AK8	827	842	915	76	92
ENSCSAG00000018404	0	0	0	0	0
PRSS54	3	2	3	0	0
HBM	0	0	1	0	0
GABARAPL2	2628	2660	3188	215	222
AIRE	0	4	2	1	0
ENSCSAG00000019856	0	0	0	0	0
ENSCSAG00000001379	593	699	752	45	56
ENSCSAG00000026490	0	0	0	0	0
POLR3D	526	609	673	64	66
ENSCSAG00000026597	0	0	0	0	0
ACER3	372	381	424	25	24
ZC3H4	6510	6926	7700	759	908
UCN2	12	7	12	1	0
RYR3	0	0	0	0	0
YY1	2919	3051	3715	372	402
TRIM39	866	850	1011	111	128
OR8B4	0	0	0	0	0
ENSCSAG00000009250	0	0	0	0	0
PEBP4	0	1	1	0	0
TPGS2	1486	1609	1683	107	126
IL17D	37	46	51	1	13
SYT6	0	1	1	0	0
ENSCSAG00000003926	764	741	884	23	36
HLF	694	759	782	80	107
TRAV40	0	0	0	0	0
CCDC110	152	160	167	8	13
CDKN2B	0	0	0	0	0
DGKQ	986	1051	1210	118	112
CHRNB3	0	0	0	0	0
ENSCSAG00000024575	0	0	0	0	0
ENSCSAG00000025361	0	0	0	0	0
PHRF1	4339	4893	5465	606	694
PLXNC1	1	0	5	1	1
WDR48	2553	2552	2783	162	200
MPIG6B	0	0	0	0	0
NENF	1475	1451	1711	125	112
MIR181B1	0	0	0	0	0
ENTPD5	438	479	487	31	41
JAKMIP3	18	20	23	1	0
ENSCSAG00000018562	0	0	0	0	0
PMS1	672	681	765	63	70
PPEF2	0	2	0	0	0
VSIR	3125	3279	3557	274	290
MOB3C	23	31	34	3	3
CEP70	492	497	499	32	28
ME3	1	1	1	0	0
MT4	0	0	0	0	0
MKRN1	4109	4231	4842	291	324
TRAV17	0	0	0	0	0
BUD13	302	273	304	35	56
RNPEP	4028	3992	4662	277	327
ADCY9	1156	1273	1344	127	151
ENSCSAG00000014077	1	3	0	0	0
SPTLC1	4107	4137	4483	331	410
TEX44	0	0	0	0	0
MIR653	0	0	0	0	0
NXN	1115	1164	1358	253	319
ENSCSAG00000016989	0	0	0	0	0
ENSCSAG00000005487	5280	5518	6169	492	587
ENSCSAG00000026015	0	0	0	0	0
PRPS2	3647	3565	3980	196	258
UBXN8	435	482	587	33	55
SPTBN1	78416	93286	93484	9469	9953
ENSCSAG00000000442	2891	4494	3309	566	595
GGA2	1515	1573	1639	127	162
ENSCSAG00000000111	0	0	0	0	0
MIR125A	0	0	0	0	0
ENSCSAG00000020898	0	0	0	0	0
FUS	13130	13693	15863	1168	1328
ENSCSAG00000026704	0	0	0	0	0
CAPN6	3	1	2	0	0
ANKRD33	0	0	0	0	0
NLRP14	0	1	1	0	0
RPL27	21949	22750	26008	3676	3957
ENSCSAG00000026908	0	0	0	0	0
KRR1	688	709	755	65	75
ENSCSAG00000024680	0	0	0	0	0
ADGRA2	89	96	83	9	6
CCDC97	625	679	792	79	79
PPP6C	1750	1871	2066	211	226
ENSCSAG00000020696	0	0	0	0	0
OR10W1	0	1	1	0	0
ENSCSAG00000017938	1	0	1	0	0
OR6C2	0	0	0	0	0
KMT2B	3073	3524	3584	545	610
RPH3A	1	1	0	0	0
PRSS12	1589	1705	1881	148	150
UBTF	3692	3883	4303	430	463
ITIH6	1	4	0	0	0
ENSCSAG00000007355	4270	4589	4923	336	422
CDCA4	480	509	579	57	68
C16orf89	0	0	0	0	0
ADAM23	506	533	589	39	50
KLF3	2792	3007	3098	401	468
OPTC	0	0	0	0	0
ZBTB37	272	338	320	39	49
B3GALT6	426	457	576	111	80
C1orf21	25	21	29	0	2
ENSCSAG00000027862	0	0	0	0	0
PCBD2	346	354	405	19	23
RADIL	279	259	347	26	30
MCTP2	235	245	265	29	29
ENSCSAG00000009563	0	0	0	0	0
PTK2	4801	4925	5306	500	586
ENSCSAG00000016426	975	991	1135	119	123
RHBDD1	831	792	896	60	70
EXOSC8	591	637	704	50	57
ITIH2	0	0	0	0	0
GNB3	1	0	1	0	0
ENSCSAG00000024229	0	0	0	0	0
GRK1	0	0	0	0	0
ENSCSAG00000006467	0	0	0	0	0
SRP72	2203	2282	2573	185	240
SLC38A1	2057	2167	2340	177	235
VSTM2B	0	0	0	1	0
TMEM68	411	414	434	32	29
MTERF3	652	683	718	53	88
SAAL1	474	558	567	46	74
STARD9	767	1013	899	126	114
LY9	0	0	0	0	0
ENSCSAG00000019289	0	0	0	0	0
KIAA1109	3987	4694	4475	426	463
PDLIM1	575	655	694	87	63
HEG1	1505	1754	1850	205	245
EFNA2	99	89	117	16	11
RIPK1	1376	1389	1456	176	176
ENSCSAG00000020224	0	0	0	0	0
ENSCSAG00000021544	0	0	0	0	0
ZNF227	22	27	19	6	2
GRXCR1	0	0	0	0	0
ENSCSAG00000018303	0	0	0	0	0
SMIM12	239	242	295	29	38
BDKRB1	4	14	7	7	4
ENSCSAG00000015942	0	0	0	0	0
ZC3HAV1	2419	2792	2810	2404	2529
HRG	1	0	0	0	0
PRPH2	1	1	1	0	0
ENSCSAG00000025895	0	0	0	0	0
EEF1A2	14042	14877	17259	1234	1330
CNNM2	639	663	745	90	97
METTL5	984	967	1069	86	76
ENSCSAG00000016317	0	0	0	0	0
E2F2	199	227	208	19	17
FMNL3	898	1008	1076	131	149
NWD1	23	23	19	2	4
ADAMTSL2	4	7	0	1	0
ADCY8	0	0	0	0	0
ZNF682	13	28	22	3	5
SNORD50B	0	0	0	0	0
GFY	0	0	0	1	0
CASC4	9146	9063	9749	515	527
ARGLU1	1314	1321	1465	132	163
SHFL	830	874	994	79	113
TANK	675	713	787	73	100
RNaseP_bact_b	0	0	0	0	0
ENSCSAG00000000121	148	143	166	9	5
JPH2	2	1	0	2	1
PRMT6	720	843	911	96	95
RAB7A	8114	8586	9583	560	649
ENSCSAG00000017384	1	7	8	1	2
GLMN	465	527	559	29	33
ENSCSAG00000004562	55	38	55	10	6
DDX50	1539	1626	1702	141	160
TNFAIP3	630	744	784	3951	4701
ENSCSAG00000024348	0	0	0	0	0
GOLPH3L	2048	2053	2342	130	137
BPIFB6	0	0	0	0	0
ENSCSAG00000023554	0	0	0	0	0
SUN3	0	0	0	0	0
BTRC	666	744	827	48	60
ENSCSAG00000010013	1	0	0	0	0
ENSCSAG00000024123	0	0	0	0	0
ENSCSAG00000007303	0	0	0	0	0
KAT7	1534	1682	1787	135	156
DIS3	1927	1997	2108	140	188
NKAIN4	0	0	0	0	0
ENSCSAG00000021790	0	0	0	0	0
ENSCSAG00000009232	0	0	0	0	0
ENSCSAG00000027882	0	0	0	0	0
MIR1204	0	0	0	0	0
ENSCSAG00000004831	0	0	0	0	0
ZCCHC2	974	1116	1274	210	248
HEY1	6	9	7	3	3
ENSCSAG00000000645	0	0	0	0	0
ENSCSAG00000022083	0	0	0	0	0
ENSCSAG00000024591	0	0	0	0	0
ENSCSAG00000021293	0	0	0	0	0
TMC5	244	229	274	24	21
USP54	915	977	1049	87	111
ENSCSAG00000022058	0	0	0	0	0
BLVRB	3269	3358	3813	258	283
IL4R	2107	2248	2607	305	365
KCTD20	6902	7239	7892	632	714
CLU	6664	6473	7081	362	434
CNTFR	26	16	38	33	42
PYGB	6276	6713	7495	605	597
CTBS	3	0	2	1	0
OR5BS1P	0	0	0	0	0
MAP3K2	1429	1505	1600	171	239
FERMT2	1278	1428	1605	169	219
ENSCSAG00000018320	0	0	0	0	0
PPFIBP2	89	116	120	13	15
UTS2R	0	0	0	0	0
UBXN4	3755	3858	4501	315	382
ENSCSAG00000027930	0	0	0	0	0
ENSCSAG00000003408	135	120	150	36	27
TMEM236	0	1	0	6	9
ENSCSAG00000013908	93	105	83	19	28
ENSCSAG00000021426	0	0	0	0	0
SPCS1	2089	2028	2401	108	158
KIAA1210	1	0	1	0	0
IGSF1	0	0	0	1	0
ENSCSAG00000024034	0	0	0	0	0
ENSCSAG00000019464	27	18	22	0	0
ENSCSAG00000023304	0	0	0	0	0
LRG1	34	39	33	8	3
IFI27L1	12	20	17	0	3
ENSCSAG00000021265	0	0	0	0	0
DNAJB4	723	742	721	107	112
TRPC1	1082	1038	1214	114	113
UBALD2	443	465	548	43	62
IGF2BP1	32	34	39	9	6
THOC2	3695	3996	4058	256	333
GABRR3	0	0	0	0	0
ENSCSAG00000023417	0	0	0	0	0
ENSCSAG00000000369	15502	15902	18024	3349	3565
ENSCSAG00000000501	1725	1837	2061	110	150
MYB	31	25	33	0	0
ADH6	4	6	2	0	0
PHYH	972	1063	1167	63	59
SUSD3	0	0	0	0	0
SERTAD4	88	88	84	7	11
ANKRD29	72	63	83	6	4
ENSCSAG00000019030	0	0	0	0	0
ING4	296	317	325	19	17
YWHAQ	24978	25842	28028	1532	1890
ENSCSAG00000026528	0	0	0	0	0
EFCAB11	236	248	232	13	16
DNAJB5	659	694	743	154	162
ENSCSAG00000001916	0	0	0	0	0
JPH3	5086	5364	6079	611	676
CHRNB2	46	56	46	6	7
ENSCSAG00000023743	0	0	0	0	0
EPHA8	6	2	3	0	0
ENSCSAG00000001272	0	0	0	0	0
PFKP	9908	10529	11970	1043	1204
GPC4	66922	71966	79078	4627	5040
UBLCP1	1064	1059	1155	76	100
TMEM232	94	95	113	6	6
ENSCSAG00000000179	0	1	0	0	1
ENSCSAG00000020878	0	0	0	0	0
ENSCSAG00000025909	0	0	0	0	0
RNU6ATAC8P	0	0	0	0	0
ENSCSAG00000021065	0	0	0	0	0
DUXB	0	0	1	0	0
NADK2	1715	1723	1801	112	129
REC114	0	0	0	0	0
ENSCSAG00000014497	0	0	0	0	0
GALR3	2	4	4	1	0
COL8A2	7	4	10	2	0
INPP5E	1000	1084	1105	140	154
ENSCSAG00000015403	463	456	480	25	49
TRIM35	535	618	674	81	109
FANCA	1944	2098	2284	191	232
ENSCSAG00000013967	0	0	0	0	0
ENSCSAG00000025326	0	0	0	0	0
TEX30	480	435	516	35	49
SRF	2126	2205	2531	290	368
FGF5	6309	6522	7035	637	696
TTC21B	1884	1955	2117	155	149
FASTK	2544	2686	3144	220	219
KCNA10	0	0	0	0	0
SNORD77B	0	0	0	0	0
XRRA1	30	44	27	4	9
ERGIC2	1152	1196	1299	67	93
RAB35	2694	2856	3289	274	356
LGALS16	0	2	0	1	0
ENSCSAG00000027769	0	0	0	0	0
MIR152	0	0	0	0	0
TMEM242	114	114	154	8	13
FAM180A	0	0	0	1	0
HAGHL	95	138	183	19	6
TRMT10B	267	267	285	27	44
SLC31A1	1418	1454	1729	123	127
GALK1	1637	1741	1902	152	129
CHST7	146	131	173	11	13
MYRF	5144	5521	5793	394	411
NT5C1A	2	6	2	0	0
ENSCSAG00000005080	27	29	21	2	6
TMEM255B	3	6	2	0	1
ENSCSAG00000021208	0	0	0	0	0
TMEM40	259	268	290	30	39
ZSWIM1	348	394	385	25	34
ENSCSAG00000021368	0	0	0	0	0
ENSCSAG00000022033	0	0	0	0	0
ZNRF1	76	91	77	4	12
SLC2A8	374	387	440	39	55
ENSCSAG00000022565	0	0	0	0	0
WASHC3	1109	1191	1273	72	89
ERMN	0	0	0	0	0
ENSCSAG00000015461	0	0	0	0	0
RBM45	484	520	555	44	39
AGPAT1	1615	1579	1782	125	119
ITCH	2345	2558	2645	265	274
ENSCSAG00000025907	0	0	0	0	0
ENSCSAG00000012924	0	0	0	0	0
ENSCSAG00000022900	0	0	0	0	0
ENSCSAG00000011867	89	146	125	6	8
KRTAP11-1	0	0	0	0	0
ENSCSAG00000025710	0	0	0	0	0
GRAMD1B	496	495	579	125	143
ACTL6B	27	15	16	1	3
ENSCSAG00000009521	206	244	211	15	19
GRM6	2	2	3	0	0
C12orf10	635	685	753	83	113
CREB5	119	134	153	61	84
LRRC63	0	2	4	0	0
KLHL31	3	7	8	1	1
ENSCSAG00000023131	0	0	0	0	0
STAC	131	160	154	20	25
ENSCSAG00000013604	269	306	354	34	32
BSDC1	3117	3152	3753	268	344
SNORD114-1	0	0	0	0	0
SEH1L	882	915	1036	69	86
MIR187	0	0	0	0	0
TBC1D8B	1968	1904	2105	99	99
HBEGF	482	620	639	169	216
ENSCSAG00000016735	0	0	0	0	0
CCDC59	516	548	630	38	58
FAXC	93	100	95	8	9
C6orf89	640	605	729	53	65
SETD4	360	344	366	48	65
ENSCSAG00000020023	0	0	0	0	0
SMIM21	0	0	0	0	0
FAM3A	2082	2087	2603	253	242
ENSCSAG00000024547	0	0	0	0	0
HES6	90	84	112	9	3
ACBD5	2863	2933	3243	188	204
SEC14L5	5	11	5	2	3
LITAF	2512	2606	2783	180	213
INTS6	1033	1188	1183	188	228
ENSCSAG00000023660	0	0	0	0	0
SLC6A14	0	0	0	0	0
CCDC61	447	435	592	38	42
ENSCSAG00000025317	0	0	0	0	0
ENSCSAG00000024789	0	0	0	0	0
PRRT1	6	5	11	2	2
GNE	3270	3485	3988	288	308
TMEM132C	0	0	0	0	0
ENSCSAG00000012025	0	0	0	0	0
ELAC2	1670	1843	1963	160	220
NIT1	405	444	489	51	37
ENSCSAG00000014682	0	1	0	0	0
ENSCSAG00000013758	0	0	0	0	0
GPAT2	0	0	0	0	0
ARVCF	898	929	1077	138	173
KLHDC10	527	552	631	58	71
SGIP1	0	0	1	0	0
IRF3	3871	4037	4692	342	321
PACSIN1	178	190	196	15	13
CCNT1	1193	1265	1344	236	232
PSPH	153	170	171	12	9
VEGFB	1878	1898	2067	237	275
C10orf90	0	0	0	0	0
GCSAML	0	0	0	0	0
CASP5	0	0	0	0	0
ARHGAP17	2173	2281	2476	355	401
NKX2-1	0	0	0	0	0
DNAI2	0	0	0	0	0
NCL	22402	23938	26869	1848	2229
GPN3	1041	1089	1113	68	85
SNORA36B	0	0	0	0	0
FLCN	2216	2279	2502	347	405
CDYL2	244	296	362	74	83
RPS6KA3	2938	3187	3353	232	292
ENSCSAG00000014530	6	12	7	1	2
USP25	1272	1298	1397	174	161
STOM	2661	2534	2772	120	127
UFSP1	0	0	0	0	0
ENSCSAG00000021902	0	0	0	0	0
MYO1H	0	1	0	0	0
GTF3C4	1527	1684	1747	263	324
ENSCSAG00000023109	0	0	0	0	0
ENSCSAG00000019126	3	4	4	0	2
ENSCSAG00000017529	1161	1217	1295	79	83
LPXN	64	46	68	9	8
GTF3C3	1978	1986	2192	197	246
DPEP1	35	26	29	1	2
SNORD113-7	0	0	0	0	0
ENSCSAG00000016172	1	0	0	0	0
PCK1	34	26	36	3	3
ENSCSAG00000005900	0	0	0	0	0
SLC38A4	1	1	2	0	0
IL6	0	2	0	4	8
ENSCSAG00000013785	3	1	2	0	0
AGPS	2697	2866	2931	187	228
FAM171A2	2079	2178	2527	167	180
ENSCSAG00000023440	0	0	0	0	0
TMOD4	14	18	18	10	9
H2AJ	2562	2531	3005	333	332
ANAPC13	72	72	74	9	3
MYO9B	7459	8229	8873	771	785
