Gene	HumanOrtho	GSM4658803_SRR12164495_Control3_read1	GSM4658804_SRR12164496_Control1_read1	GSM4658805_SRR12164497_Control2_read1	GSM4658807_SRR12164499_Sample1_read1	GSM4658808_SRR12164500_Sample2_read1
ENSCSAG00000023752	NA	0	0	0	0	0
HSPE1-MOB4	HSPE1-MOB4	5.11	4.77	4.37	1.05	1.11
SLC45A3	SLC45A3	1.52	1.51	1.41	0.45	0.57
ENSCSAG00000021262	NA	0	0	0	0	0
CHRM1	CHRM1	0.02	0.02	0.03	0.27	0.36
ENSCSAG00000020293	NA	0	0	0	0	0
SNORD38B	SNORD38B	0	0	0	0	0
SNORD24	NA	0	0	0	0	0
HABP4	HABP4	9.08	9.81	8.91	2.97	3.12
TUT4	TUT4	4.65	4.69	3.96	1.12	1.03
GABPB2	GABPB2	0.71	0.68	0.58	0.31	0.13
DUS1L	DUS1L	13.66	13.54	12.86	5.31	5.58
DNASE2	DNASE2	0	0.02	0.01	0.02	0
FARP1	FARP1	22.6	22.53	19.48	5.57	5.69
ENSCSAG00000026858	NA	0	0	0	0	0
ENSCSAG00000027006	NA	0	0	0	0	0
ENSCSAG00000021298	NA	0	0	0	0	0
PALM3	PALM3	0.11	0.06	0.08	0.02	0.11
ENSCSAG00000024579	MIR377	0	0	0	0	0
STOX2	STOX2	1.09	1.18	0.86	0.36	0.4
VSIG4	VSIG4	0	0	0	0	0
OTOR	OTOR	0	0	0	0	0
ATF3	ATF3	12.36	11.44	10.75	31.96	39.52
ENSCSAG00000018100	ZMYM5	3.32	3.08	2.59	0.44	1.04
PHF7	PHF7	2.55	2.15	1.9	0.64	0.65
ENSCSAG00000000098	NDUFS5	130.55	122.07	118.13	23.87	28.46
ENSCSAG00000027336	NA	0	0	0	0	0
FOXD4L1	FOXD4L1	0.02	0.05	0.05	0.03	0.03
ENSCSAG00000010771	MAP2K2	73.44	75.05	69.46	26.27	25.54
PKD1	PKD1	4.61	4.97	4.15	1.23	1.23
ENSCSAG00000000342	NA	0	0	0	0	0
SRSF3	SRSF3	94.98	93.28	89.93	24.38	29.73
DPT	DPT	0	0	0	0	0
MIPOL1	MIPOL1	0.85	0.88	0.7	0.14	0.2
MTHFS	MTHFS	0.89	0.91	0.76	0.21	0.2
OR4C11	OR4C11	0	0	0	0	0.05
FERMT1	FERMT1	1.85	2.04	1.62	0.37	0.4
SOGA1	SOGA1	9.04	10.34	8.59	3.15	3.37
KLF17	KLF17	0	0.01	0	0	0
ENSCSAG00000018335	NA	0	0	0	0	0
ENSCSAG00000021701	NA	0	0	0	0	0
PPP1R15A	PPP1R15A	16.73	16.63	15.52	39.81	39.46
ENSCSAG00000022294	NA	0	0	0	0	0
DEFB123	DEFB123	0	0	0.06	0	0
ENSCSAG00000022681	NA	0	0	0	0	0
PRELP	PRELP	0.01	0.01	0.01	0	0
MIR9-2	MIR9-2	0	0	0	0	0
S100G	S100G	0	0	0	0	0
ENSCSAG00000013782	NA	0	0	0	0	0
RABEP1	RABEP1	11.9	11.8	10.42	3.97	4.26
CASP14	CASP14	0	0	0	0	0
WIZ	WIZ	8.36	8.21	7.67	2.84	2.96
MED21	MED21	5.18	4.78	4.54	0.86	1.07
PNKP	PNKP	10.2	9.77	9.51	2.96	2.27
SETBP1	SETBP1	0.2	0.2	0.18	0.05	0.1
ENSCSAG00000009309	IGHG3	0.13	0.31	0.19	0	0
ENSCSAG00000001298	NA	0.05	0.02	0.01	0	0.04
GJB1	GJB1	0.06	0.1	0.03	0	0
KITLG	KITLG	0.6	0.55	0.38	0.05	0.07
ENSCSAG00000021276	NA	0	0	0	0	0
ENSCSAG00000021092	NA	0	0	0	0	0
BCAP31	BCAP31	77.96	76.88	73.17	14.98	15.12
HYKK	HYKK	0.9	1.09	0.9	0.22	0.13
TRIM40	TRIM40	0	0.03	0	0	0
IQCC	IQCC	2.48	2.1	1.86	1.08	0.99
C8orf37	C8orf37	4.13	3.91	3.61	0.79	0.98
CDC37L1	CDC37L1	2.79	2.51	2.26	1.06	0.95
IL20	IL20	0	0	0	0	0
ENSCSAG00000022014	NA	0	0	0	0	0
C18orf54	C18orf54	0.99	1.16	0.89	0.18	0.16
FBXL16	FBXL16	4.22	4.23	3.98	0.81	0.83
METTL22	METTL22	1.28	1.43	1.28	0.97	0.79
LXN	LXN	0.52	0.47	0.39	0.13	0.1
ENSCSAG00000018603	NA	425.35	417.14	392.11	276	263.92
ENSCSAG00000006519	TOMM22	43.3	44.56	43.02	8.94	10.41
IQCF6	IQCF6	0	0	0	0	0
CLEC9A	CLEC9A	0	0	0	0	0
LAMC1	LAMC1	19.54	21.19	17.37	5.33	5.32
ZNF721	ZNF721	1.3	1.27	0.97	0.33	0.39
KCNJ6	KCNJ6	0	0	0	0	0
TRAF1	TRAF1	0.17	0.05	0.18	6.28	5.85
ENSCSAG00000027946	NA	0	0	0	0	0
ENSCSAG00000019475	NA	372.78	346.41	330.68	83.56	87.87
GINM1	GINM1	26.75	25.21	22.37	4.36	5.27
ENSCSAG00000012215	NA	0	0	0.02	0	0
CFAP69	CFAP69	0.76	0.73	0.62	0.22	0.11
ENSCSAG00000025843	NA	0	0	0	0	0
ENSCSAG00000013933	IGLV2-14	0	0	0	0	0
ENSCSAG00000012811	NA	0	0	0	0	0
N4BP2	N4BP2	3.35	3.48	2.82	0.74	0.64
ETV5	ETV5	3.81	3.58	3.06	1.02	1.16
DAAM2	DAAM2	2.12	2.31	2.02	0.43	0.4
OR52A5	OR52A5	0	0	0	0	0
CTNND2	CTNND2	0	0	0	0	0.02
GPR78	GPR78	0.57	0.73	0.65	0.04	0.34
ENSCSAG00000007937	MGAM2	0	0	0	0	0
PHF10	PHF10	18.59	18.22	16.6	4.46	4.4
SLC25A16	SLC25A16	2.87	3	2.45	0.5	0.5
HSD17B3	HSD17B3	0	0	0	0	0
CMBL	CMBL	0.06	0.1	0.07	0.04	0.04
TDRKH	TDRKH	1.82	1.75	1.55	0.34	0.29
PPP1R12A	PPP1R12A	10.36	10.76	9.45	4.19	4.44
ZNF641	ZNF641	1.72	1.96	1.56	0.38	1.05
PRRG2	PRRG2	0.54	0.53	0.37	0	0.16
ZNF597	ZNF597	0.29	0.25	0.25	0.09	0.14
ANKRD17	ANKRD17	8.77	9.41	7.7	3.21	3.25
ENSCSAG00000026456	NA	0	0	0	0	0
NUP210L	NUP210L	0	0	0	0	0.01
GAL3ST2	GAL3ST2	0	0	0	0	0
SIRT6	SIRT6	5.68	5.78	5.4	1.48	1.61
ZNF335	ZNF335	3.16	3.31	2.88	1.51	1.35
ALDH3A1	ALDH3A1	0.02	0.01	0.02	0	0.04
MBTD1	MBTD1	3.67	3.44	2.99	0.77	0.93
HPRT1	HPRT1	14.27	13.06	12.76	3.53	3.09
SEC13	SEC13	28.29	27.78	25.31	7.26	7.48
NFE2	NFE2	0	0	0	0	0
ENSCSAG00000007678	E2F3	5.35	5.23	4.53	2.77	2.9
MLXIPL	MLXIPL	0.01	0	0	0	0
ENSCSAG00000023034	NA	0	0	0	0	0
YTHDF1	YTHDF1	7.16	7.2	6.26	3.12	3.27
CHTOP	CHTOP	6.44	6.43	5.62	1.78	1.78
STK32A	STK32A	3.97	3.96	3.36	0.47	0.47
SETD5	SETD5	8.62	8.95	7.36	4.73	4.71
NPR1	NPR1	0.02	0.03	0.02	0	0.01
TMEM50A	TMEM50A	5.31	4.83	4.69	0.91	0.87
CRELD1	CRELD1	19.33	18.57	17.8	4.22	3.49
KRAS	KRAS	9.37	9.29	6.62	2.04	2.34
FSD1	FSD1	11.9	11.33	10.52	3.19	2.82
ENSCSAG00000022640	AL391314.1	0	0	0	0	0
CTNNA1	CTNNA1	43.41	43.34	38.83	7.98	8.26
CYB561	CYB561	12.15	11.89	11.12	3.03	2.74
ENSCSAG00000025502	NA	0	0	0	0	0
OR4S1	OR4S1	0	0	0	0	0
TRIM47	TRIM47	9.91	10.32	9.76	4.85	4.69
FZD2	FZD2	33.23	34.01	30.9	6.7	6.41
ENSCSAG00000021867	NA	0	0	0	0	0
ENSCSAG00000012596	NA	0	0	0	0	0
ENSCSAG00000021025	NA	0	0	0	0	0
FNDC1	FNDC1	0	0	0	0	0
PPP3R1	PPP3R1	23.3	22.96	20.98	7.08	7.91
ENSCSAG00000005804	AAMP	4.86	5.05	4.78	1.16	1.14
SUV39H1	SUV39H1	2.9	2.9	2.56	0.63	0.71
ENSCSAG00000002537	NA	89.44	86.88	78.16	49.88	47.67
ENSCSAG00000009229	SCO1	5.42	5.65	5.07	1.62	1.24
ENSCSAG00000020177	NA	0	0	0	0	0
PGR	PGR	2.3	2.39	1.93	0.42	0.51
TRDMT1	TRDMT1	3.37	3.62	2.93	0.68	0.83
ENSCSAG00000016981	NA	0	0	0	0	0
ENSCSAG00000023578	NA	0	0	0	0	0
C20orf27	C20orf27	2.45	2.49	2.14	0.83	0.76
PARP14	PARP14	1.01	0.95	0.81	0.36	0.36
SGMS1	SGMS1	4.87	4.74	3.87	1.59	1.61
EIF2B3	EIF2B3	4.79	4.64	3.89	1.37	1.47
C5orf34	C5orf34	2.59	2.68	2.1	0.54	0.78
TNMD	TNMD	0	0	0	0	0
ZNF573	ZNF573	0.9	0.89	0.82	0.19	0.38
ENSCSAG00000027918	NA	0	0	0	0	0
ENSCSAG00000026966	NA	0	0	0	0	0
ENSCSAG00000010707	NA	0.29	0.42	0.33	0	0
OR9I1	OR9I1	0	0	0	0	0
ENSCSAG00000025147	NA	0	0	0	0	0
PIGG	PIGG	5.95	6.06	5.18	1.23	1.2
GZMA	GZMA	0	0	0	0	0
PLCB2	PLCB2	0.02	0.02	0	0	0
CITED2	CITED2	94.45	100.92	98.13	47.15	47.73
AMN	AMN	1.66	1.49	1.39	0.36	0.28
GREM2	GREM2	0	0	0	0	0
ZNF618	ZNF618	7.94	7.87	7.17	2.65	2.38
ENSCSAG00000023976	AC009951.1	0	0	0	0	0
SDC4	SDC4	67.6	65.43	61.43	29.16	28.77
SPG7	SPG7	23.29	22.96	21.34	6.82	5.95
GAREM1	GAREM1	3.37	3.38	2.78	1.13	1.05
ZBTB6	ZBTB6	4.78	4.43	4.03	1.54	1.48
CIART	CIART	0.74	0.92	0.78	0.85	0.96
SLC30A3	SLC30A3	0.29	0.31	0.3	0.1	0.04
ABCA3	ABCA3	33.48	34.03	30.54	8.15	8.57
KDM4C	KDM4C	3.04	2.99	2.59	1.59	1.33
ENSCSAG00000027985	NA	0.06	0.04	0.02	0	0
ENSCSAG00000001124	AL139260.3	4.92	4.78	4.01	0.9	0.92
G6PC	G6PC	0.02	0.01	0	0	0.04
ENSCSAG00000012407	NA	121.85	116.18	105.24	30.89	28.64
CALHM1	CALHM1	0	0	0	0	0
ENSCSAG00000026225	NA	0	0	0	0	0
ENSCSAG00000024871	NA	0	0	0	0	0
ENSCSAG00000025454	NA	0	0	0	0	0
CAPZA2	CAPZA2	18.26	17.59	15.78	3.51	3.96
DNTTIP2	DNTTIP2	11.75	11.7	11.01	3.43	3.93
PA2G4	PA2G4	28.28	29.19	25.52	7.18	7.79
VSTM4	VSTM4	0	0	0	0	0
CTSO	CTSO	2.17	1.91	1.79	0.27	0.3
HSPA4L	HSPA4L	4.55	4.31	4.3	1.05	0.77
MTHFR	MTHFR	8.77	8.63	7.57	1.79	1.92
TIMP3	TIMP3	2.64	2.22	2.27	0.91	0.71
AVIL	AVIL	0.68	0.72	0.65	0.18	0.25
ENSCSAG00000015471	NA	0	0	0	0	0
ARHGAP12	ARHGAP12	4.14	4.18	3.6	1.43	1.55
MXI1	MXI1	2.71	2.59	2.76	2.49	1.89
WWOX	WWOX	3.6	3.97	3.14	0.85	0.88
LRR1	LRR1	0.89	1.02	0.75	0.36	0.36
MIR302B	MIR302B	0	0	0	0	0
ENSCSAG00000016979	NA	0	0	0.01	0.03	0
DIPK2A	DIPK2A	2.04	1.82	1.67	0.51	0.48
AMBP	AMBP	0.56	0.6	0.52	0.08	0.09
PEX7	PEX7	2.53	2.32	2.01	0.33	0.61
SCG2	SCG2	0.01	0.02	0.01	0	0
NELFA	NELFA	8.45	8.3	7.83	3.56	4.13
RNF152	RNF152	0	0.03	0.05	0	0.08
FAM189A2	FAM189A2	0.2	0.12	0.16	0.03	0.08
PAX2	PAX2	1.81	1.92	1.82	0.7	0.45
ENSCSAG00000022082	NA	0	0	0	0	0
CLEC17A	CLEC17A	0	0	0	0	0
ENSCSAG00000005572	NA	95.6	90.21	86.55	17.4	17.39
ENSCSAG00000022530	NA	0	0	0	0	0
ENSCSAG00000024654	AC011399.1	0	0	0	0	0
KMT5A	KMT5A	7.3	6.77	6.62	2.44	2.74
ENSCSAG00000007993	NA	0.08	0.22	0.12	0	0
BCHE	BCHE	0	0	0	0	0
HAPLN3	HAPLN3	6.56	6.02	5.76	1.31	0.87
ENSCSAG00000025795	AC004830.1	0	0	0	0	0
ENSCSAG00000023518	NA	0	0	0	0	0
COL4A3	COL4A3	3.55	3.78	3.31	1.15	1.31
TSPAN4	TSPAN4	24.96	23.73	22.06	5.73	5.04
TSPO2	TSPO2	0.1	0.28	0	0	0
HLX	HLX	1.88	1.42	1.23	1.03	0.74
MIR939	MIR939	0	0	0	0	0
ENSCSAG00000026076	NA	13.81	21.22	9.09	15.64	17.47
PEF1	PEF1	14.19	13.33	12.28	3.5	3.81
C4orf46	C4orf46	2.81	2.78	2.53	0.51	0.66
DOP1A	DOP1A	2.26	2.34	1.89	0.56	0.57
RAB34	RAB34	29.06	28.22	26.43	6.88	7.25
C3orf67	C3orf67	1.12	1.37	1.15	0.3	0.29
HCLS1	HCLS1	0.06	0.06	0.05	0.09	0.04
ENSCSAG00000016517	IGKV2D-30	0	0	0	0	0
ZSCAN31	ZSCAN31	0.72	0.69	0.43	0.34	0.22
DONSON	DONSON	17.31	17.08	15.38	3.4	3.67
DEAF1	DEAF1	9.79	8.85	8.77	2.9	2.87
ENSCSAG00000019145	NA	0	1.32	0	0	0
ENSCSAG00000007680	OIP5	2.23	2.22	1.95	0.38	0.48
ENSCSAG00000026883	NA	0	0	0	0	0
CREBL2	CREBL2	9.11	7.85	7.73	1.37	1.54
MCF2L	MCF2L	1.43	1.28	1.22	0.37	0.38
ENSCSAG00000024884	NA	0	0	0	0	0
NFKBIZ	NFKBIZ	12.41	13.14	11.12	15.45	15.68
GPIHBP1	GPIHBP1	3.12	3.08	2.93	0.5	0.49
ENSCSAG00000026464	NA	0	0	0	0	0
MICALL1	MICALL1	25.26	27.55	25.26	6.98	6.93
EIF2B1	EIF2B1	12.74	13.38	11.23	2.18	2.56
MTMR12	MTMR12	4.13	4.13	3.5	1.32	1.41
ITFG2	ITFG2	5.12	5.5	4.81	1.57	1.56
ZYG11B	ZYG11B	6.18	6.09	5.46	1.59	1.86
MIR1296	MIR1296	0	0	0	0	0
ENSCSAG00000018683	SMIM11A	0	0	0	0	0
AMELX	AMELX	0.16	0	0.03	0	0.09
OCRL	OCRL	11.69	11.87	10.37	2.59	2.67
PLEK2	PLEK2	4.31	4.11	3.68	0.81	1.01
SS18L1	SS18L1	0.89	1.22	0.97	0.66	0.52
GPATCH8	GPATCH8	8.32	9.13	7.26	3.26	3.44
TTLL6	TTLL6	0.55	0.51	0.46	0.18	0.13
POLG2	POLG2	5.77	5.68	4.89	1.49	2.08
KANK1	KANK1	3.23	3.23	3.14	0.75	0.77
ENSCSAG00000011474	NA	0.23	0.16	0.2	0.05	0.05
ENSCSAG00000018381	CKMT1A	0.12	0.02	0.03	0.11	0
OLFML2A	OLFML2A	0.06	0.04	0.03	0.02	0
TEAD1	TEAD1	21.91	22.85	20.21	7.45	7.03
SLC26A10	SLC26A10	0.01	0.01	0.02	0.02	0
NOTCH1	NOTCH1	7.62	9.07	7.62	4.99	4.72
GCKR	GCKR	0.03	0.06	0.07	0.05	0
RASGRP2	RASGRP2	0.15	0.16	0.19	0.06	0.02
RAB1B	RAB1B	26.96	26.96	24.67	5.84	5.74
C17orf64	C17orf64	8.9	9.12	7.97	2.24	1.66
CEP170B	CEP170B	9.11	9.21	8.12	2.61	2.74
SNORD9	SNORD9	0	0	0	0	0
SMAGP	SMAGP	2.77	2.64	2.23	0.82	0.81
PIAS3	PIAS3	4.62	4.31	4.09	1.17	0.91
ENSCSAG00000005055	NA	0	0	0	0	0
IARS2	IARS2	14.86	14.79	12.7	2.83	2.84
ENSCSAG00000018310	RBMY1E	0	0	0	0	0
TAF2	TAF2	6.4	6.39	5.56	1.79	1.93
SPNS3	SPNS3	0.93	1.09	0.94	0.18	0.14
ENSCSAG00000012071	NA	0.13	0.04	0.05	0.04	0.14
C12orf43	C12orf43	2.94	2.83	2.07	1.17	1.04
CCDC172	CCDC172	0	0	0	0	0
ENSCSAG00000024388	NA	0	0	0	0	0
HPCAL1	HPCAL1	18.45	17.93	15.73	5.52	4.94
ENSCSAG00000004266	AC104389.6	0.06	0	0.02	0	0
ENSCSAG00000006028	NA	0	0	0.01	0	0
MARF1	MARF1	5.81	5.91	4.99	0.97	0.95
MRPL11	MRPL11	38.43	39.34	35.57	9.71	8.44
TRIR	TRIR	69.87	66.57	65.6	17.47	17.11
ENSCSAG00000001231	NA	3.32	3.33	2.87	0.81	0.81
ENSCSAG00000009691	NA	0	0	0	0	0
B4GALNT3	B4GALNT3	1.79	1.53	1.38	0.38	0.44
EVX1	EVX1	0	0	0	0	0
ENSCSAG00000027509	NA	0	0	0	0	0
MASTL	MASTL	3.19	3.05	2.65	0.8	0.88
ENSCSAG00000023974	NA	0	0	0	0	0
ENSCSAG00000020562	NA	0	0	0	0	0
ENSCSAG00000020437	NA	0	0	0	0	0
SERPINB13	SERPINB13	0	0	0	0	0
NXPH2	NXPH2	0	0	0	0	0
ZBTB44	ZBTB44	3.94	3.82	3.27	1.09	1
DNAJC16	DNAJC16	4.39	4.3	3.63	1.3	1.23
CPT1C	CPT1C	0.04	0.01	0.03	0	0
ENSCSAG00000017100	AC091167.2	0.58	0.55	0.49	0.16	0.16
ENSCSAG00000021422	NA	0	0	0	0	0
CMSS1	CMSS1	3.09	3.75	3.11	0.34	0.91
ENSCSAG00000021051	NA	0	0	0	0	0
MYOM1	MYOM1	0.06	0.05	0.03	0.03	0.01
SEZ6L2	SEZ6L2	6.78	7.02	5.89	2.38	1.82
EIF4A1	EIF4A1	185.57	183.08	166	49.95	50.17
ANKRD49	ANKRD49	2.57	2.68	2.34	0.72	0.66
SV2A	SV2A	0.03	0.05	0.04	0.05	0.02
RFC3	RFC3	3.32	3.32	2.93	0.73	0.67
ENSCSAG00000005264	UGT2B17	0	0	0	0	0
CYP2W1	CYP2W1	0	0.02	0	0	0
KLHL33	KLHL33	0	0	0.01	0	0.02
ATG9B	ATG9B	0.15	0.2	0.11	0.06	0.01
ENSCSAG00000026913	NA	0	0	0	0	0
ADTRP	ADTRP	3.76	3.69	3.48	0.76	0.84
EFNB2	EFNB2	4.55	4.59	4.42	1.33	1.14
RUBCNL	RUBCNL	0.04	0.03	0.03	0	0.01
SYCP1	SYCP1	0	0	0	0	0
ACOT6	ACOT6	0.87	1.33	0.53	0	0.08
RNF122	RNF122	1.41	1.43	1.18	0.43	0.39
PSMD3	PSMD3	60.97	61.94	56.96	16.9	16.91
ENSCSAG00000000619	SINHCAF	54.98	53.03	49.07	13.66	14.84
PIWIL2	PIWIL2	0.05	0.02	0.01	0.03	0.01
RIT1	RIT1	11.7	12.09	10.72	3.46	3.74
MIR181A2	MIR181A2	0	0	0	0	0
POU3F1	POU3F1	0.04	0.01	0.03	0	0.03
ENSCSAG00000012183	NA	0	0	0	0	0
NPFFR1	NPFFR1	0	0	0	0	0
KLHL18	KLHL18	3.51	3.22	3.07	1.14	1.41
CHAC1	CHAC1	0.57	0.65	0.45	1.52	1.61
ENSCSAG00000014526	AC005154.5	2.16	1.91	2.03	0.36	0.2
BCAS1	BCAS1	0.48	0.67	0.59	0.21	0.23
CAMTA2	CAMTA2	5.63	5.84	5.13	1.65	1.64
BMP3	BMP3	0	0	0	0	0.01
ENSCSAG00000020036	NA	0	0	0	0	0
H4-16	H4-16	309.96	312.5	308.5	218.7	215.17
ENSCSAG00000027812	NA	0	0	0	0	0
DMAC2	DMAC2	14.42	14.21	12.93	2.92	2.41
RABAC1	RABAC1	15.62	15.68	14.56	3.75	4.35
ENSCSAG00000026222	NA	0	0	0	0	0
GULP1	GULP1	4.85	4.54	4.19	0.89	0.9
CYC1	CYC1	37.4	36.45	35.21	8.39	8.68
ENSCSAG00000000654	NA	215.7	218.78	211.53	128.3	137.13
TRAV13-2	TRAV13-2	0	0	0	0	0
ENSCSAG00000026973	NA	0	0	0	0	0
SH3PXD2B	SH3PXD2B	8.55	8.62	7.32	2.07	2.28
ENSCSAG00000011210	CELF5	0.19	0.26	0.16	0	0
ENSCSAG00000006476	NA	1.03	1.21	0.79	0.08	0.3
ENSCSAG00000001986	UBB	2705.68	2571.95	2340.35	655.13	650.39
NUDT6	NUDT6	2.41	2.16	1.95	0.43	0.66
ENSCSAG00000026064	NA	0	0	0	0	0
ENSCSAG00000011060	XCL1	0	0	0	0	0
ENSCSAG00000021283	NA	0	0	0	0	0
FAM120AOS	FAM120AOS	1.23	1.09	1.22	0.35	0.57
ENSCSAG00000027768	NA	0	0	0	0	0
NR2E3	NR2E3	0	0	0	0	0
ATG4D	ATG4D	2.67	2.92	2.63	1.24	1.08
TUFM	TUFM	104.68	104.22	97.11	28.52	30.49
DUOXA2	DUOXA2	0	0	0	0	0
SDR42E1	SDR42E1	5.77	5.77	5.23	1.8	1.85
GORASP2	GORASP2	19.68	19.32	17.47	4.24	4.27
ENSCSAG00000026009	NA	0	0	0	0	0
FAM229B	FAM229B	11.41	10.72	9.02	1.02	1.47
GNG13	GNG13	0	0	0	0	0
SCNM1	SCNM1	6.12	5.72	5.42	1.48	1.65
ENSCSAG00000000816	PRAMEF10	0	0	0	0	0
ADGRL2	ADGRL2	23.29	23.81	20.53	7.27	7.69
DHTKD1	DHTKD1	1.77	1.69	1.43	0.74	0.75
RAP2A	RAP2A	4.53	4.35	4.09	0.91	1.15
ENSCSAG00000012610	DNAH12	0.18	0.17	0.16	0.04	0.07
ENSCSAG00000000761	NA	0	0	0	0	0
OSBPL7	OSBPL7	1.72	1.69	1.64	0.47	0.6
ZNF266	ZNF266	0.44	0.47	0.37	0.07	0.17
GRK6	GRK6	12.09	11.64	11.17	4.85	4.47
FREM1	FREM1	0	0.01	0	0	0.01
DYNC2H1	DYNC2H1	3.3	3.78	2.91	0.83	0.77
ENSCSAG00000025228	NA	0	0	0	0	0
ENSCSAG00000011427	NA	223.25	206.46	203.04	31.68	41.48
CHST12	CHST12	13.15	12.82	13.26	3.48	3.2
ENSCSAG00000024492	NA	0	0	0	0	0
PABPN1	PABPN1	75.34	71.37	69.95	16.44	17.08
ENSCSAG00000027410	NA	0	0	0	0	0
FHL2	FHL2	15.4	15.72	14.86	5.65	5.85
ENSCSAG00000027022	NA	0	0	0	0	0
EEPD1	EEPD1	1.85	1.61	1.5	0.56	0.56
ENSCSAG00000019166	ATP5MGL	0.16	0	0.13	0	0
TFAP2D	TFAP2D	0	0	0	0	0
CEP57	CEP57	3.31	2.99	2.68	1.05	1.08
ENSCSAG00000012418	DAPK2	0.05	0.03	0.01	0	0
VPS36	VPS36	15.1	14.42	13.13	3.23	3.62
ENSCSAG00000006426	NA	0.02	0.02	0	0.05	0
ENSCSAG00000014775	NA	65.56	64.67	61.65	13.79	11.99
ENSCSAG00000021690	AC004542.5	0	0	0	0	0
ILF3	ILF3	63.32	63.89	56.69	21.96	22.07
SLC51A	SLC51A	3.62	3.56	3.23	0.76	0.8
IL22RA2	IL22RA2	0	0	0	0	0
XK	XK	0.11	0.12	0.07	0.02	0.05
RCAN1	RCAN1	20.09	20.56	19.18	17.93	19.2
ENSCSAG00000000119	RPL7L1	0.2	0.04	0.08	0	0.22
FKBP10	FKBP10	42.47	41.62	38.91	9.51	9.16
ENSCSAG00000022222	NA	0	0	0	0	0
TCF12	TCF12	7.23	6.77	6.16	1.74	1.84
C1orf158	C1orf158	0	0	0	0	0
SAG	SAG	0	0	0.01	0	0
ENSCSAG00000009983	NA	0	0	0	0	0
ENSCSAG00000026351	NA	0	0	0	0	0
MKNK2	MKNK2	36.27	34.48	30.94	7.62	7.14
FAM210A	FAM210A	4.14	4.22	3.48	0.83	0.94
CYSRT1	CYSRT1	0.54	0.38	0.41	0.33	0
MB21D2	MB21D2	7.67	7.28	6.77	2.84	3.07
ZSCAN29	ZSCAN29	3.8	4	3.45	1.59	1.54
BTBD17	BTBD17	0	0	0	0	0
ENSCSAG00000009038	NA	0	0	0	0	0
ENSCSAG00000021693	NA	0	0	0	0	0
CYS1	CYS1	8.13	8.75	8.73	1.25	1.54
CD160	CD160	3.85	3.62	3.49	0.44	0.61
ENSCSAG00000026403	AL356867.2	0	0	0	0	0
LPIN2	LPIN2	14.58	14.06	11.86	2.86	2.72
CRYBA4	CRYBA4	0.04	0	0.03	0	0
OR10K1	OR10K1	0	0	0	0	0
ENSCSAG00000003842	NA	0	0	0	0	0
DCTN3	DCTN3	24.73	23.02	21.39	5.46	5.01
FNIP2	FNIP2	1.86	1.88	1.66	0.69	0.65
PCYOX1	PCYOX1	44.26	42.61	37.2	6.59	6.29
FOS	FOS	0.17	0.25	0.18	1.14	1.02
ACSL1	ACSL1	10.42	10.25	9.45	2.23	2.5
ENSCSAG00000008863	EPPK1	0	0.01	0.01	0	0
ENSCSAG00000006387	NA	0	0	0	0	0
ENSCSAG00000018926	CTAGE6	0.98	0.97	0.77	0.2	0.26
PLIN1	PLIN1	0.8	0.89	0.73	0.41	0.25
GRHPR	GRHPR	29.28	29.94	27.71	8.2	8.37
ARMH2	ARMH2	0	0	0.07	0.11	0
PPP1CB	PPP1CB	201.99	198.06	180.16	38.76	41.56
OR5K1	OR5K1	0.02	0.09	0.03	0.1	0
ZNF662	ZNF662	0.05	0.04	0.04	0.02	0.04
LOXL3	LOXL3	4.21	4.41	3.82	1.29	1.53
ZC3H12A	ZC3H12A	2.05	2.13	1.78	2.91	2.92
SSH2	SSH2	3.63	4.07	3.33	1.94	2.19
SNRK	SNRK	4.42	4.16	3.83	2.12	2.1
RPL5	RPL5	65.1	63.37	56.62	32.59	33.62
ENSCSAG00000021442	NA	0	0	0	0	0
TMEM240	TMEM240	0.02	0.05	0.02	0	0
SLC9C2	SLC9C2	0	0	0	0	0
ENSCSAG00000018526	RAP1B	0	0.07	0.07	0	0
APOA1	APOA1	0.01	0	0.01	0	0
ENSCSAG00000018546	NA	0	0	0	0	0
IPO5	IPO5	24.88	24.36	21.71	5.6	5.83
MMP19	MMP19	2.82	2.51	2.32	0.53	0.39
SPATA4	SPATA4	0.02	0	0.03	0	0
MAP9	MAP9	4.32	4.14	3.3	0.84	1
WNT16	WNT16	0	0	0	0	0
PITPNB	PITPNB	16.85	16.96	15.01	4.59	4.85
ENSCSAG00000022192	NA	0	0	0	0	0
RELN	RELN	44.01	51.5	38.11	9.87	9.23
ATOH1	ATOH1	0	0	0	0	0.04
PAGE4	PAGE4	0	0	0	0	0
MIR218-1	MIR218-1	0	0	0	0	0
AP1S2	AP1S2	5.29	5.71	5.12	0.92	1.35
PKN1	PKN1	34.11	33.55	32.36	12.51	11.56
EMX1	EMX1	1.63	1.79	1.32	0.16	0.35
TOP1MT	TOP1MT	9.72	10.74	9.31	2.95	2.94
AGO1	AGO1	15.14	15.02	13.23	3.4	3.65
ENSCSAG00000011114	NA	0	0.05	0.04	0	0.13
DIP2A	DIP2A	6.34	6.69	5.88	2.11	2.02
NEK9	NEK9	16.52	16.26	14.37	3.13	3.43
TBPL2	TBPL2	0	0	0	0	0
MS4A18	MS4A18	0	0	0	0	0
