Genes	SAMN14563423_Series7_Calu3_Mock_1	SAMN14563422_Series7_Calu3_Mock_2	SAMN14563421_Series7_Calu3_Mock_3	SAMN14563420_Series7_Calu3_SARS-CoV-2_1	SAMN14563419_Series7_Calu3_SARS-CoV-2_2	SAMN14563418_Series7_Calu3_SARS-CoV-2_3
SOBP	3	6	8	6	0	3
LOC283335	42	53	125	61	37	76
NDE1	206	394	962	490	263	538
HCG22	0	0	0	0	0	1
BX647356	19	46	111	68	28	47
ERBB2	45782	88847	209704	77797	42090	88744
GCNT4	19	16	65	92	50	78
RBM26	100	92	281	230	106	195
AK125686	4	6	8	2	5	3
LARS	1380	2151	5240	4210	2143	3584
OR5M11	0	0	0	0	0	0
USP6	16	28	82	28	18	25
5_8S_rRNA	0	0	0	0	0	0
KAT2B	94	128	394	210	111	179
TOR1B	254	471	1083	920	493	959
RIIAD1	0	1	0	1	0	2
APEX1	1080	2220	4826	1695	922	1688
TBC1D12	40	47	223	110	77	125
MARCKS	1152	1474	3962	1975	1507	2319
CWC25	568	987	2344	1672	1009	1885
TSEN2	75	123	253	118	60	120
BEST3	8	12	16	45	18	47
PVRL3	527	527	1879	619	317	508
VPS53	255	410	947	484	266	522
DQ594304	0	0	0	0	0	0
BC051708	0	0	0	0	3	1
C6orf147	9	18	26	16	3	15
SFI1	167	374	782	205	143	260
MIR549	0	0	0	0	0	0
GOLGA6B	0	0	4	4	0	2
DQ577612	0	0	0	0	0	0
KRTAP12-3	0	0	0	0	0	0
TMEM203	278	537	1121	328	190	465
ZC3H12A	487	1203	2881	4309	2200	4793
HMX2	1	1	7	0	3	0
DQ587000	0	0	0	0	0	0
HSCB	69	171	313	222	116	188
BC015784	0	0	0	0	0	0
JUND	457	1089	2053	644	477	1284
ZDHHC16	247	496	1017	403	235	454
ZNRF2P1	11	32	118	13	7	30
DQ599277	0	0	0	0	0	0
PCMTD2	214	231	643	427	250	361
TRA@	0	0	0	0	0	0
ARHGEF40	84	233	486	224	146	246
POLR2G	469	1007	1896	772	362	785
BC043620	142	403	802	373	213	443
YIF1B	605	1361	2569	1043	466	1080
SEPT10	516	647	1935	1263	698	1159
IRAK1	1835	3752	7955	2682	1410	2946
DQ601182	0	0	0	0	0	0
AK093124	0	0	0	0	0	0
HELZ2	463	995	2509	10000	4996	12418
DQ594582	0	0	0	0	0	0
BLVRA	265	646	1217	556	278	638
KANK2	211	310	787	267	131	250
UBASH3A	0	1	0	22	12	18
LINC00654	0	1	0	1	1	2
ZEB2	4	5	9	60	27	62
SLC7A5P1	0	0	0	0	0	0
MSMP	13	17	71	17	14	29
DKFZp451J181	48	87	164	123	108	113
HMOX2	873	1777	3571	1383	648	1497
OR9A2	0	0	0	0	0	0
SNORD114-28	0	0	0	0	0	0
WDR67	127	189	543	306	148	255
ABCC5	392	696	1817	667	312	635
DQ578085	0	0	0	0	0	0
PDZK1	43	58	149	41	29	33
REN	3	1	6	11	8	9
RNF138	145	115	475	293	242	264
DKFZp779K0112	0	0	0	0	12	0
TNFSF11	12	9	31	10	4	7
CLPX	257	315	930	635	326	583
DQ573285	0	0	0	0	0	0
AFTPH	404	518	1569	880	479	835
JA429848	0	0	0	0	0	0
MIR548AR	0	0	0	0	0	0
KCTD16	0	0	1	1	3	3
MIR548T	0	0	0	0	0	0
TBRG4	900	1883	4021	1457	712	1633
WDR17	21	15	123	47	18	45
ODF1	0	0	0	0	0	0
FTSJ1	386	757	1677	1136	497	1096
MKRN1	653	1135	2625	1497	886	1482
ANKRD30BP3	0	1	0	0	0	1
MIB1	250	239	1016	600	339	521
CA5BP1	31	87	171	65	42	79
KRTAP20-4	0	0	0	0	0	0
EML2	345	847	1721	1652	833	1733
TCEAL5	0	0	0	0	0	0
DQ582228	0	0	0	0	0	0
DQ597036	0	0	0	0	0	0
B3GALT2	0	0	0	8	0	0
ZNF821	75	134	243	186	90	196
OSMR	1092	1589	4662	4075	2143	3976
MAST4	36	53	191	357	193	412
ARL13B	71	76	202	150	99	138
T-18	0	0	0	0	0	0
S100Z	0	0	0	0	1	0
SMARCA1	225	301	789	403	248	337
ACTG1P4	0	0	1	0	0	0
PHPT1	185	492	1012	239	136	255
BC043261	0	0	0	0	0	0
AK126266	6	1	17	6	5	5
ALK	0	2	0	2	0	3
DQ590589	0	0	0	0	0	0
COX15	219	434	1072	421	261	429
JA783415	0	0	0	0	0	0
TRIML2	1	0	1	7	0	3
FGL1	0	4	9	0	1	0
PAGE2B	2	0	0	3	3	2
MIR1200	0	0	0	0	0	0
OR1Q1	0	0	0	0	0	0
CXCR3	0	0	0	0	0	0
AX746787	3	7	15	4	2	8
MIR3191	0	0	0	0	0	0
CCR7	1	0	5	1	1	2
SRD5A1P1	0	0	1	0	0	0
ANAPC2	146	354	792	220	97	232
IZUMO2	0	0	0	0	0	0
TOLLIP	328	743	1629	819	343	888
OR1J4	0	0	0	0	0	0
ASNSD1	399	573	1284	647	391	627
MFSD8	71	117	344	153	89	130
WBSCR27	80	214	362	233	114	290
AX795351	4	0	16	42	21	9
LOC550113	0	0	0	0	0	0
BC070228	1	10	26	16	5	17
MIR4685	0	0	0	0	0	0
CBY1	210	506	957	414	194	405
FERMT2	162	202	457	537	281	458
SORL1	65	77	287	85	68	107
GSTCD	193	228	791	233	143	224
MUC15	0	0	0	0	0	3
ATP5E	4388	9423	17787	6031	3344	6219
IRS2	43	71	201	398	256	544
STXBP6	53	93	207	45	29	39
C17orf85	156	239	646	324	151	321
DQ600374	0	0	0	0	0	0
GSDMD	651	1625	3008	1170	621	1313
DQ589802	0	0	0	0	0	0
GAS5-AS1	0	0	1	0	1	4
ZNF599	21	28	91	33	23	24
TCTN1	206	355	727	198	133	228
CLINT1	1884	2227	7124	3827	2215	3762
AK097493	0	0	0	1	0	0
MIR1272	0	0	0	0	0	0
SCN11A	5	8	23	9	8	12
FLJ46300	0	0	0	0	0	0
SGK110	3	4	2	9	2	13
AK025127	0	0	5	0	0	0
DD413619	0	0	0	0	0	0
NEURL4	128	217	504	258	112	206
DQ583348	0	0	0	0	0	0
NHP2	795	2060	4057	945	444	996
DQ601805	0	0	0	0	0	0
DQ587808	0	0	0	0	0	0
KIRREL3-AS2	0	0	0	0	0	0
DEF6	190	444	770	398	212	474
BX538221	0	1	0	2	2	1
SMAD7	124	188	433	501	284	593
WDR91	94	206	448	245	129	245
MDH1	1895	3006	6713	2042	1110	1952
ATRNL1	33	44	105	97	89	97
PTPN14	371	538	1870	1465	946	1518
UGT2A2	0	0	0	0	0	0
LINC00929	0	0	0	0	0	0
FAM151A	0	4	8	0	4	8
EFEMP1	654	1011	2565	1536	801	1462
OAS3	1098	1490	5358	18871	8322	18761
LOC100505659	2	2	2	1	2	2
BC073817	96	138	409	674	398	612
LOC100129027	0	0	0	0	0	0
DQ573199	0	0	0	0	0	0
DQ593323	0	0	0	0	0	0
SNRK-AS1	11	0	0	0	6	7
OTOP1	0	0	0	0	0	0
LINC00710	0	0	0	0	0	0
RSBN1	67	75	236	209	98	190
NUDT14	79	226	356	116	64	138
CELF6	0	1	6	11	9	6
BC048427	0	0	2	2	0	0
RRN3P3	28	47	116	59	15	50
DQ585850	0	0	0	0	0	0
MIR548F4	0	0	0	0	0	0
P704P	0	0	0	0	0	1
NOTCH2	787	971	3479	2252	1031	2201
DQ573743	0	0	0	0	0	0
PPIAL4B	0	0	4	0	0	0
PCDHA9	0	0	2	4	4	10
TCRGC2	0	0	0	0	0	0
AMY1A	0	0	0	0	0	0
NPRL2	146	270	576	227	103	200
MGC16275	10	8	32	15	8	16
PDXDC1	1452	2476	6287	2674	1427	2620
OR52N2	2	0	4	4	2	7
C1QTNF7	0	0	0	0	0	0
CEACAM21	3	2	1	0	1	5
MID1	488	642	1764	1028	552	949
OR5J2	0	0	0	0	0	0
PACRGL	73	107	216	75	48	67
LRRC18	0	0	0	0	0	0
HDAC5	232	445	1021	516	273	606
PPBP	5	2	7	1	2	5
SLC52A1	8	14	51	34	18	51
CCL23	0	0	0	0	0	1
RPS2P32	9	40	44	31	24	28
INS	0	0	0	0	0	0
C8A	0	0	0	0	0	0
USP21	145	240	637	357	169	375
SPZ1	0	0	0	0	0	0
FZR1	181	357	857	278	144	366
CEBPD	300	670	1147	600	556	1272
MIR548H4	0	0	0	0	0	0
CNTN6	0	0	0	0	0	0
TSGA13	9	4	24	27	15	32
NLRC3	9	12	25	21	12	13
USP16	196	263	615	392	216	306
MIR3146	0	0	0	0	0	0
SNORD115-37	0	0	0	0	0	0
MCAT	204	472	930	233	140	292
BC045757	13	17	51	23	19	32
POM121L9P	1	0	0	0	0	3
SMIM12	243	555	1119	670	337	600
MIR208B	0	0	0	0	0	0
NAA30	177	198	575	283	160	283
ACAD9	663	1340	2831	865	457	905
CPZ	0	2	5	0	0	8
ZNF764	73	139	336	238	145	266
OPALIN	0	0	0	0	0	0
CD3EAP	131	219	520	299	112	256
CLDN24	0	0	4	0	0	0
C1orf127	0	0	0	1	0	0
LHFPL2	421	679	1676	1141	690	1099
TTK	453	445	1319	592	347	536
TEX261	681	1244	3056	864	459	917
SULF2	1259	2133	5130	2248	1141	2529
LHFPL3	0	3	2	1	0	0
KDM4A	359	553	1428	1244	577	1224
MIR5000	0	0	0	0	0	0
USP12	251	332	926	742	501	676
GALNT3	957	1155	3521	2281	1284	2047
PIFO	3	6	17	7	2	8
LINC00672	18	24	103	48	33	45
KAZALD1	0	6	34	16	14	11
CGGBP1	441	462	1535	1017	635	1003
SRP9	2322	2566	7390	3165	2111	2943
SNORD48	0	0	0	0	0	0
TSC1	127	198	542	321	186	315
PKP2	503	589	2021	1435	762	1293
BC066991	1	0	6	3	1	3
KIR2DL1	0	0	0	0	0	0
AL832937	0	0	0	75	161	0
VPS29	775	1426	2757	1222	638	1093
FAM43A	17	39	45	61	43	81
TMEM33	501	672	1584	722	535	651
HERC3	121	134	528	261	158	217
LRRIQ4	0	0	4	0	0	1
CLNS1A	639	1130	2343	1400	695	1317
TPM2	1386	3051	5264	1881	906	1964
SNORD45C	0	0	0	0	0	0
DQ597024	0	0	0	0	0	0
TXLNA	696	1237	2921	1439	766	1473
IMPACT	194	270	724	412	229	388
FAM180B	0	0	2	0	0	0
AZI2	195	267	724	687	373	541
CHML	224	144	628	376	249	268
HES3	0	0	0	0	0	0
SCGB2A2	0	0	0	0	0	0
DQ570558	0	0	0	0	0	0
BRE-AS1	3	20	25	48	36	38
RBBP9	75	71	194	83	67	79
DTX1	36	70	122	44	28	67
DOLPP1	154	259	631	283	144	298
PTCD3	386	662	1522	822	451	752
FAM175A	36	32	124	129	81	121
PTPN5	0	0	0	0	0	1
DSP	771	1147	3386	2967	1512	2665
OR51A7	0	0	0	0	0	0
NFKBIB	558	1192	2320	1239	629	1450
LOC285000	0	1	1	2	0	3
HIST2H2BE	48	96	177	109	66	126
TAF1D	402	555	1203	1104	790	1134
DQ584372	0	0	0	0	0	0
TIMP1	1159	2626	4819	1722	822	1832
HIST1H2AL	0	7	9	3	0	9
DQ599242	23	23	66	38	11	56
SFXN3	304	598	1299	469	281	551
STARD10	366	844	1570	771	427	872
MIR3129	0	0	0	0	0	0
FXYD4	0	0	3	2	0	2
COASY	1083	2211	4668	2639	1246	2886
SATB2-AS1	0	0	0	0	0	0
PRKCB	0	0	0	0	0	0
MIR5047	0	2	0	0	0	1
UGT2B28	0	0	1	0	0	0
AK055458	0	1	1	3	5	5
ATG10	58	114	265	99	51	131
DQ589342	0	0	0	0	0	0
ARL4C	449	724	1777	692	382	725
EDEM1	579	840	2312	973	604	942
OCRL	518	699	1973	1259	672	1237
SNCG	95	189	264	133	56	140
C2CD4A	95	195	364	186	137	346
ATXN2L	803	1477	3491	3531	1690	3844
LOC286114	0	0	0	0	0	0
GRIK4	0	0	1	0	0	5
ATP5S	29	64	183	89	32	69
MIR337	0	0	0	0	0	0
PCP4	0	0	0	0	0	0
CNGA3	0	0	0	0	0	0
DQ581677	0	4	1	14	0	5
ZBED3-AS1	5	5	12	12	4	17
GPR98	7	8	37	15	9	19
SNORD46	0	0	2	0	0	2
MGC2889	1	0	8	10	1	6
GGPS1	323	368	1039	560	362	639
AK129567	0	0	0	0	0	0
ITGA8	0	0	0	0	0	0
MBLAC2	80	84	271	173	79	152
CPNE1	2031	4264	8900	2392	1325	2520
FAM160B1	47	44	209	184	109	167
SSR4	2296	5159	10167	3001	1574	3974
LSM10	249	580	1100	411	179	438
MUC13	264	422	1017	637	322	647
ANP32A-IT1	2	5	31	6	1	8
KLK4	0	0	0	0	0	0
CLN8	138	314	621	342	132	356
AK095132	0	0	0	0	0	0
OR2G2	0	0	0	0	0	0
MSLN	87	257	385	158	76	219
SCAI	62	108	248	118	70	123
CTSF	36	57	123	30	45	67
THRA1	19	70	82	78	5	45
BC036361	0	0	0	8	0	5
PANK3	443	501	1644	715	422	704
LINC00884	12	40	69	67	34	60
AX747752	0	3	4	1	0	4
CSN3	4837	7903	17817	11791	6882	12314
IGSF8	454	1175	2458	989	489	1172
PPT1	737	1210	2645	981	481	901
CELA3B	0	0	2	0	2	3
GGTLC1	0	0	1	0	0	2
AK024092	9	12	19	42	35	33
NR4A3	1	1	1	32	27	54
MAPKAPK5-AS1	136	264	479	217	131	228
KIAA1644	0	0	0	2	0	0
PHF12	274	496	1260	893	452	969
GIMAP8	0	2	1	0	3	1
PCDHA8	1	13	10	4	15	3
ZIC2	17	32	49	23	14	19
CHMP7	421	793	1709	816	396	867
PHF8	194	277	886	485	265	534
LINC00632	0	0	0	0	0	1
LOC284798	0	0	0	0	0	0
EBAG9	121	157	366	270	136	258
PET117	43	74	137	77	41	73
SNX25	159	232	567	305	202	305
TRNA_Leu	0	2	6	5	2	15
LOC100133050	0	0	0	0	0	0
LOC440028	8	11	23	26	7	21
CD2	0	0	0	0	0	0
DQ601137	0	0	0	0	0	0
PGK1	10705	18867	44262	11140	7208	12803
BC061919	0	0	0	1	0	0
IRF2	153	268	707	758	412	764
DQ578586	0	0	0	0	0	0
KLHL9	223	253	856	604	336	557
TSPAN14	1188	2340	5515	3724	1763	3972
FAM127A	416	1067	1851	560	327	668
AK308544	15	22	59	10	6	0
UNQ6975	0	1	4	0	0	0
DQ786325	42	151	214	32	38	71
GIPC2	26	28	62	28	9	20
TCRAV5.1a	0	0	0	0	0	0
JA783728	0	0	0	0	0	0
SLC7A11-AS1	0	1	5	2	2	2
MFI2-AS1	7	19	23	14	11	12
OXSM	77	146	345	164	106	178
TMEM186	153	319	681	322	158	312
CDH10	0	0	0	0	0	0
H3F3B	3826	6984	14908	9664	4953	9171
RSPO1	0	0	0	0	0	0
MIR3978	0	0	0	0	0	0
LINC00515	1	2	1	0	2	2
ZNF446	79	185	368	155	94	157
PXN-AS1	23	51	87	20	3	32
BC036311	0	1	0	4	0	0
SMG5	1007	1860	4390	2432	1168	2555
SP140L	209	383	775	1743	834	1520
LOC100128714	0	0	0	0	0	0
AK055957	0	0	0	0	0	0
OR4D11	0	0	0	0	0	0
SLC27A3	77	185	345	86	35	82
RNF113A	155	355	680	426	236	439
NCBP2	588	879	1941	1231	635	956
HV531022	0	0	0	0	0	0
NT5M	11	22	31	5	5	3
CLEC4GP1	1	3	7	2	2	5
HV531016	0	0	0	0	0	0
UBP1	546	754	2033	1064	602	965
LINC00471	7	16	18	15	5	12
LINC00689	0	0	0	1	0	0
MIR1538	0	0	0	0	0	0
ATG12	398	586	1329	992	543	899
TMEM82	0	0	1	0	0	0
TNFRSF25	15	20	48	68	29	64
PCDHB16	3	1	5	2	0	4
ZNF232	29	88	186	89	34	84
BC053679	2	2	7	2	3	4
DQ582208	0	0	0	0	0	0
SPATA20	328	601	1308	614	353	692
C10orf82	2	2	5	3	2	10
MIOS	225	346	939	629	341	520
MTA3	374	590	1267	798	405	752
BTG2	40	37	105	122	83	168
DQ577365	0	0	0	0	0	0
UBE2Q2P1	8	8	7	22	8	17
LOC100507564	5	20	38	27	15	23
CHP1	315	514	1076	556	307	602
MYF6	0	0	0	0	0	0
SLC38A10	1068	2328	4594	1396	803	1770
TMEM65	198	195	568	376	310	321
MDN1	281	413	1402	738	274	604
NKG7	0	0	0	0	0	0
PPAPDC3	0	0	0	0	0	0
TLR4	1	1	4	3	4	3
BC039455	36	53	146	266	143	220
MEIS3P1	77	102	284	208	126	187
FAM225B	0	0	13	18	0	0
DET1	19	50	104	73	33	70
GPC2	8	15	20	22	15	22
OR6C74	0	0	0	0	0	0
ZIM2	0	0	0	0	0	0
SHBG	0	0	2	4	0	1
CCDC91	147	101	292	242	216	201
DKFZp547A023	0	5	29	11	10	30
ZNF629	288	481	1187	863	430	851
CDH4	6	14	53	15	7	19
ASB15	0	0	0	0	0	0
DQ595618	0	0	0	0	0	0
CCL20	145	239	625	4885	2602	4736
TSPAN19	1	0	2	0	0	2
MEGF10	0	1	7	5	0	2
POLR3GL	131	213	464	396	252	396
LINC00838	0	0	0	0	0	0
CD58	183	230	573	333	201	277
GJB3	295	647	1317	1303	641	1352
SRCRB4D	2	2	14	6	5	2
SNX11	206	439	1096	507	250	513
CLIC4	450	430	1647	1970	890	1608
LEF1-AS1	0	1	0	0	0	0
DQ601330	0	0	0	0	0	0
AACS	332	759	1689	567	242	649
VPS28	448	1144	2284	856	499	1062
MRPL44	384	641	1538	807	449	749
GPR176	98	161	420	306	194	315
hCG_1980662	90	125	288	146	58	131
FLJ00313	17	16	27	21	7	36
PHLDA1	1671	2662	6143	6124	3499	5863
MTL5	21	41	110	74	44	89
DQ582071	0	0	0	0	0	0
NDRG2	48	109	206	81	35	88
POLR1E	82	155	335	119	50	116
HM358977	0	0	0	0	0	0
CCDC144B	24	19	126	100	54	70
DQ599717	0	0	0	0	0	0
KRT16	45	81	117	158	97	190
PLRG1	416	629	1609	1127	631	1118
PCDHGA5	0	0	1	0	1	0
AK055364	2	1	6	1	1	2
JB074994	0	0	0	0	0	0
AK098570	0	0	0	1	0	0
LINC00558	0	0	0	0	0	0
GFPT2	0	6	9	19	13	27
ACTL9	0	0	0	0	0	0
LOC100133286	0	1	4	0	0	0
TMEM174	0	0	0	0	0	0
SGMS2	450	427	1609	1154	616	1019
API5	926	1108	3222	1683	975	1460
DQ593719	0	0	0	0	0	0
TRPC3	0	0	2	3	0	0
NAMA_1	0	0	0	0	0	0
DKFZp434L192	0	0	0	0	0	0
CELF2	0	0	0	0	0	0
TEX30	73	109	243	114	70	98
BCL2L12	352	952	1834	361	171	453
AK125955	0	0	0	0	0	0
MIR3605	0	0	0	0	0	0
KDM5B-AS1	5	29	46	41	19	29
CHRFAM7A	0	0	20	4	4	0
AK124121	0	0	0	1	0	2
SNX24	184	252	723	702	370	606
BCAR4	0	0	0	0	0	1
BC039551	5	6	10	2	1	3
RDX	589	535	1795	924	552	912
KRTAP19-2	0	0	0	0	0	0
MROH2B	0	0	0	0	0	0
YRDC	137	276	611	467	235	501
TRIM3	65	111	257	89	44	103
HYLS1	19	28	70	33	16	30
CASP3	245	406	1104	618	320	535
TMED7-TICAM2	89	139	423	235	147	314
HMX3	0	0	0	0	0	0
PLA2G3	0	0	0	0	0	0
MIR33B	0	0	0	0	0	0
BC040701	6	18	46	45	29	49
PCNXL2	169	281	781	393	218	436
PABPN1L	0	0	0	0	0	0
OR8D4	0	0	0	0	0	0
ARL15	52	59	193	101	66	96
AX748230	5	5	13	2	0	6
DQ581304	0	0	0	0	0	0
LOC149086	0	0	0	0	0	1
C8orf34	2	3	0	0	2	0
BC043229	0	0	0	0	0	0
GPX4	1629	3902	6802	3396	1734	3521
PFN1	7439	17363	32624	5772	3342	7610
SERPINA7	0	0	0	0	0	0
ZFP2	1	1	5	6	2	3
AL831889	100	153	423	174	167	132
ZNF595	49	35	111	96	68	81
JA783548	0	0	0	0	0	0
BC039122	2	1	6	7	2	6
ALDH3B2	21	49	153	49	24	37
PKN3	40	109	223	92	41	112
SMA	5	6	16	18	12	6
PCBP1	1850	3944	8639	4342	2192	4647
FBXO45	150	246	551	407	236	324
BC031657	0	4	1	0	0	0
POC5	173	238	526	595	329	494
LINC00842	26	65	132	138	46	123
OR52R1	0	0	0	0	0	0
LOC101059948	1	1	1	6	5	9
EF565094	0	0	1	0	0	0
L3MBTL3	93	157	393	231	146	197
LOC157381	0	0	2	0	0	3
TRIM15	122	252	494	250	150	312
RHOH	0	0	1	1	1	0
BC049386	2	0	0	1	0	0
GABRR1	0	0	0	0	0	0
RNF220	374	766	1626	871	420	955
ARMC8	417	545	1505	926	477	853
MSX2P1	0	0	0	0	0	0
AK096023	0	0	0	0	0	0
C3orf52	104	189	434	434	200	341
SNORD94	0	0	0	0	0	2
RPS2	25413	53552	100328	34781	27061	52814
CYBRD1	81	97	265	77	64	96
SNORA31	0	0	0	0	0	2
LOC100134368	13	12	54	13	11	24
SERINC2	878	2076	3951	1857	863	2154
TXN	2200	3945	7825	3033	1544	2836
DQ600156	0	0	0	0	0	0
GTF2H2	71	110	316	213	86	190
PLA2G2A	0	0	0	0	0	0
NCBP1	374	550	1367	585	381	546
AZI1	185	515	884	238	125	330
UNQ514	22	54	69	18	19	23
SNORD124	0	0	0	1	0	0
VENTXP7	0	0	0	0	0	0
GLRX5	469	1002	2065	635	324	683
SLC9A8	315	538	1410	1136	584	1262
LOC643723	5	4	13	1	2	3
CYR61	1864	3777	7258	13448	7020	13591
DRD3	0	0	0	0	0	0
KRT33A	0	0	0	0	0	0
PCDHB10	5	14	26	18	15	24
DQ587746	0	0	0	0	0	0
RFK	134	138	431	285	192	260
DQ577036	0	0	0	0	0	0
BC150500	0	0	0	0	0	0
ZNF641	51	58	185	182	77	192
AK057604	2	2	6	7	5	1
ATP5L	1159	2654	4923	1669	821	1672
MITD1	140	202	436	346	215	335
ZBTB24	83	127	321	226	172	185
KRTAP3-2	2	0	0	2	2	0
CHCHD7	263	457	878	332	184	277
PLXDC1	3	1	31	17	2	20
MAPK10	4	5	11	5	0	2
AK097618	1	7	29	8	0	5
PCED1A	122	264	569	197	121	221
GLA	452	869	1873	598	347	643
LOC100505679	1	0	6	2	1	4
UBE2S	1882	4207	7820	2476	1569	3585
AJ011378	0	0	0	0	0	0
WDFY3-AS2	1	8	13	18	10	14
MIR301B	0	0	0	0	0	0
CNOT8	555	929	2258	1345	816	1314
MRPL53	415	922	1657	533	287	514
FCAMR	0	1	1	2	2	1
OR2A14	0	0	0	0	0	0
OR6K3	0	0	0	0	0	0
PSMD12	697	935	2414	1523	907	1401
DUSP5	370	712	1558	2647	1433	2721
SMAP2	164	274	716	316	204	313
ARHGAP19	42	92	246	68	52	90
TRIM65	103	216	476	259	113	266
TASP1	48	112	262	102	46	108
UGT1A5	0	0	0	0	2	4
SH3GLB1	594	892	2132	1669	1025	1595
MCHR2	0	0	0	0	0	0
LOC643837	38	65	219	86	44	90
CDKN2B	231	328	980	1012	625	1010
GOT1	334	653	1411	841	413	758
MRPL22	407	844	1605	785	397	734
EIF3G	717	1458	2795	965	502	1084
DQ571088	0	0	0	0	0	0
IFNGR2	592	907	2323	2349	1492	2587
MAGEA11	0	0	0	0	0	0
RNASE6	0	0	0	0	2	0
LOC146880	65	118	259	127	47	185
LPAR6	253	259	783	432	372	436
COPRS	259	735	1181	284	181	343
ASB8	84	141	350	184	156	215
AX748175	1	1	0	1	0	3
RORC	12	18	30	15	8	27
KLRC4	0	0	0	0	0	1
AL832384	14	0	105	35	23	0
RIC8A	522	1113	2753	1364	619	1501
DIEXF	275	464	1193	765	402	755
SARS2	174	406	833	194	83	242
CCND3	635	1440	2836	1401	689	1462
LRRK1	90	126	402	213	110	225
LINC00888	175	241	603	289	180	277
FAM90A2P	0	0	0	2	0	0
ZPBP2	2	0	1	0	0	1
ARHGAP26	581	839	2362	2116	1127	2188
DQ580846	0	0	0	0	0	0
AX747213	1	0	2	0	0	0
FBXO8	79	120	330	190	122	231
LCN15	0	0	0	0	0	0
LDLRAD2	17	35	51	37	14	32
SH2D1A	0	0	0	0	0	0
SUMO1	2244	3579	8088	4039	2425	3475
DQ591177	0	0	0	0	0	0
LINC00277	0	0	1	1	0	1
MIR1304	0	0	0	0	0	0
ANKRD13D	119	300	600	294	164	353
PALM2-AKAP2	7	5	27	6	1	5
LHFPL4	0	0	0	0	0	1
PGRMC2	569	777	1764	832	581	766
LINC00887	46	102	224	176	74	201
LRCH4	133	329	718	270	134	323
PSMG4	64	146	328	100	73	106
LOC339666	2	0	0	5	1	3
AK097816	0	0	0	0	0	0
SACS-AS1	0	0	0	0	0	0
ZNF506	43	44	160	168	88	142
SMCHD1	400	369	1403	1526	968	1246
FAM186A	0	3	3	1	0	4
TMEM50A	900	1484	3189	2178	1173	1818
SNORD15A	0	0	3	1	0	7
CYP2A13	0	4	2	2	0	1
DQ584254	0	0	0	0	0	0
CASP12	0	0	0	0	0	0
C19orf80	0	0	0	0	0	0
DQ577977	0	0	0	0	0	0
DQ570062	0	0	0	0	0	0
RADIL	5	16	24	20	10	16
ATXN7	122	138	473	547	273	497
TEX21P	0	2	1	3	0	0
TCEANC	14	20	41	43	17	39
BC215	0	1	0	0	0	0
GDF11	65	125	230	103	52	115
RTDR1	10	30	56	27	12	20
GANC	18	27	75	41	28	34
HIST1H2BA	0	0	0	0	0	0
CYP4F22	0	0	0	0	0	0
JA700161	0	0	0	0	0	0
DQ571464	0	0	0	0	0	0
ST8SIA6	0	2	3	4	1	0
FABP3	10	12	16	16	7	13
ACOT9	279	602	1253	872	509	862
TMEM217	10	13	37	30	15	31
SMA3	0	6	2	4	2	6
GALNT15	2	2	16	3	1	7
NIPAL2	11	21	86	32	16	24
MIR3909	0	0	0	0	0	0
STX16	537	844	2285	2067	1085	1930
SPEM1	0	0	0	2	0	1
C2orf68	245	478	973	462	297	533
DQ577706	0	0	0	0	0	0
TEKT1	0	0	0	0	0	0
RPS14P3	4	4	15	11	8	16
PRRG4	512	541	1538	938	671	1026
TRAPPC6B	163	159	496	387	205	300
LOC100131289	0	0	0	0	0	0
RCAN3AS	0	3	4	3	0	3
CBWD6	315	508	838	497	233	462
FOXH1	5	9	10	6	3	8
ATP11A	399	348	1857	899	343	975
KCNJ11	33	81	144	74	34	83
AGAP5	25	45	129	95	64	118
RASGRP1	80	113	268	577	356	568
TMEM106A	0	0	9	8	5	9
LOC100128946	0	0	0	0	0	0
SPTSSB	55	46	160	37	18	25
DQ580047	0	0	0	0	0	0
ZNF32-AS2	3	3	14	7	4	8
LCORL	66	61	177	129	88	127
ASCC1	441	757	1822	1160	713	1246
LINC00582	0	0	0	0	0	0
ZBTB42	72	147	386	249	169	317
ATRN	487	642	1904	897	503	916
KRTAP12-1	0	0	0	0	0	0
CDH12	5	4	10	4	1	6
DKFZp566F0947	0	0	0	0	0	0
MIR4302	0	0	0	0	0	0
LINC00486	0	0	0	0	0	0
MTX3	186	225	566	438	258	373
SLC16A8	0	8	24	9	7	2
MIR516B2	0	0	0	0	0	0
LOC654342	0	0	0	1	0	0
KMT2A	273	415	1411	922	405	894
DCAF12	263	397	1154	617	307	673
SERPINB1	891	1454	3356	4055	2366	3747
H2BFWT	0	0	2	0	0	0
LOC151009	63	200	351	184	49	158
RNU6-78P	0	0	0	0	0	0
NTSR1	0	4	11	11	0	6
NOV	147	234	611	173	123	244
MYBPHL	0	0	0	0	0	0
WDR96	8	20	36	19	5	14
FAM27B	1	40	79	14	0	40
BMS1P6	24	24	130	66	44	64
BC043280	0	0	0	0	0	0
KLK10	199	501	853	401	231	476
FAM129C	15	29	76	31	27	30
ATP5J2	777	1639	2818	898	439	831
LOC646743	0	0	0	0	0	0
MIR4516	0	0	1	0	0	0
DDX11-AS1	5	18	40	19	3	11
FAM189A1	0	0	0	0	0	0
ECSIT	106	207	412	197	130	252
LOC100132111	5	1	11	17	3	22
ANKMY1	58	101	243	79	57	72
