Gene	SAMN14563423_Series7_Calu3_Mock_1	SAMN14563422_Series7_Calu3_Mock_2	SAMN14563421_Series7_Calu3_Mock_3	SAMN14563420_Series7_Calu3_SARS-CoV-2_1	SAMN14563419_Series7_Calu3_SARS-CoV-2_2	SAMN14563418_Series7_Calu3_SARS-CoV-2_3
AP4B1	8.17	10.97	10.21	11.75	12.2	9.15
ZNF675	3.9	2.03	3.09	7.46	8.75	5.31
SLC6A10P	0.05	0.1	0.03	0.05	0.0	0.08
UBAP1L	0.22	0.61	0.31	0.0	0.0	0.27
CCT8L2	0.0	0.0	0.0	0.05	0.0	0.0
ZBED2	0.84	0.28	1.08	1.26	1.02	0.82
SNORD49A	0.0	0.0	0.0	0.0	0.0	0.0
SEC11C	217.11	223.74	206.67	173.27	171.97	130.74
KRT12	1.04	1.39	1.16	2.24	1.79	1.34
ORMDL1	41.13	28.38	30.68	37.69	42.18	24.83
CNTRL	4.74	4.17	4.11	7.78	5.86	4.27
TICRR	9.08	7.86	10.57	5.02	4.19	3.94
RFESD	0.77	0.87	0.97	1.11	0.69	1.37
DQ570173	0.0	0.0	0.0	0.0	0.0	0.0
LOC401320	6.9	6.1	6.46	8.67	10.4	5.24
JH8	1.14	0.78	0.0	0.43	0.3	0.0
BID	93.32	97.31	90.92	66.51	70.64	56.91
TMEM61	0.4	1.59	0.68	2.16	1.46	0.84
LRPAP1	18.44	21.01	19.14	10.58	9.37	9.32
LOC339166	0.0	0.06	0.0	0.0	0.0	0.0
B3GNT1	21.41	18.62	19.79	6.24	11.19	7.78
BOLA1	26.94	39.51	32.2	16.21	23.55	15.49
MIR548C	0.0	0.0	0.0	0.0	0.0	0.0
TOX3	12.33	5.26	10.14	15.6	16.36	12.57
ZSCAN23	0.48	0.18	0.5	0.33	0.94	0.6
BTBD8	0.59	0.47	1.25	1.44	1.44	0.78
SMAD9	1.05	0.38	0.48	0.28	0.51	0.32
PAFAH1B3	121.35	151.1	134.0	72.9	69.67	63.73
TXK	1.48	1.19	1.49	2.35	1.08	1.02
NLRP13	0.0	0.0	0.0	0.0	0.0	0.0
VGLL1	96.5	93.56	99.9	79.59	77.42	63.61
KIAA0754	10.03	3.02	13.19	18.19	13.58	14.1
ZNF223	3.27	2.53	3.24	4.55	6.27	5.09
ZNF44	2.3	0.91	1.64	3.8	3.63	2.53
DLL1	0.12	0.12	0.11	0.33	0.71	0.46
BC018065	0.0	0.0	0.0	0.0	0.0	0.0
HIST1H2AK	0.59	1.18	1.59	0.58	0.54	3.6
IKZF2	1.64	0.67	1.34	1.79	2.96	1.46
AK054990	0.0	0.0	0.0	0.0	0.0	0.0
LOC113230	3.97	3.62	3.7	2.11	2.25	1.95
UNQ2560	1.62	2.08	1.62	2.15	1.95	1.6
KRTAP9-3	0.0	0.0	0.0	0.0	0.0	0.0
BC038194	0.0	0.0	0.0	0.0	0.0	0.0
BMI1	5.28	4.15	6.27	5.84	3.83	4.47
TACC3	63.69	72.18	61.86	31.08	29.35	25.19
BX538254	1.91	0.86	1.47	6.02	2.67	3.16
CPNE7	6.63	6.72	7.9	4.25	3.34	3.21
S100G	0.0	0.0	0.0	0.0	0.0	0.0
AKAP4	0.0	0.0	0.0	0.0	0.0	0.0
LRRC42	50.07	43.51	42.52	68.04	64.35	51.4
IFRD1	19.86	14.05	18.96	24.86	25.75	19.22
PGM5P2	0.65	0.54	1.03	2.15	1.56	1.49
SIAH1	25.09	15.83	22.39	33.32	27.96	32.73
TMEM74B	0.68	1.1	0.46	0.42	1.08	0.45
WISP3	0.0	0.0	0.04	0.0	0.32	0.0
IVNS1ABP	75.36	61.41	69.67	42.55	45.93	30.97
BC043587	0.0	0.0	0.0	0.0	0.0	0.0
FGD3	3.03	3.38	2.69	2.74	1.98	1.37
RNASEK-C17orf49	129.56	167.11	145.15	143.78	133.12	112.84
ALOX12B	0.16	0.0	0.07	0.24	0.48	0.34
TM2D3	41.17	41.6	48.75	42.33	44.23	34.21
NDFIP2-AS1	0.0	0.0	0.0	0.0	0.0	0.0
FXR2	17.7	19.38	20.67	24.41	22.76	19.52
PEG10	21.31	12.15	19.61	17.08	14.47	11.29
CA10	0.0	0.0	0.0	0.0	0.0	0.0
DQ591995	6.64	3.09	7.19	5.8	3.01	4.45
GLG1	37.06	30.43	40.07	35.94	34.82	29.9
LINC00905	0.0	0.0	0.0	0.0	0.0	0.06
MBIP	13.25	8.95	12.06	15.0	15.81	11.04
SMIM20	39.22	37.74	40.57	43.05	53.38	32.06
RBP7	4.81	3.32	3.34	4.72	5.07	7.8
LINC00632	0.0	0.0	0.0	0.0	0.0	0.08
ODF3B	13.38	16.8	14.33	30.38	37.7	34.89
MIR5091	0.0	0.0	0.0	0.0	0.0	0.0
MAGEB1	0.0	0.0	0.0	0.0	0.0	0.0
FCGBP	0.15	0.18	0.32	0.29	0.26	0.24
WFDC10A	0.0	0.0	0.0	0.0	0.0	0.21
SH3YL1	48.08	35.91	46.39	52.49	54.44	41.66
BC033260	0.07	0.04	0.06	0.15	0.15	0.11
SLC25A12	11.03	7.71	9.74	10.5	13.27	8.09
RPGRIP1	0.09	0.0	0.03	0.0	0.0	0.07
MIR626	0.0	0.0	0.0	0.0	0.0	0.0
DQ586584	0.0	0.0	0.0	0.0	0.0	0.0
DQ598479	0.0	0.0	0.0	0.0	0.0	0.0
OR7G3	0.0	0.0	0.0	0.0	0.0	0.0
MIR543	0.0	0.0	0.0	0.0	0.0	0.0
CDHR3	0.1	0.14	0.22	0.16	0.12	0.26
FLJ35282	0.09	0.09	0.1	0.38	0.31	0.13
NSDHL	105.62	106.87	108.85	38.82	38.62	32.1
AF075112	0.0	0.0	0.0	0.0	0.0	0.0
GIN1	3.1	2.13	2.57	3.46	5.02	2.49
POLK	9.37	4.24	9.36	13.87	15.62	9.78
DGCR6	14.22	16.36	15.32	8.41	7.36	9.22
GRIA4	0.0	0.0	0.0	0.0	0.0	0.15
ALG1L	3.07	4.08	3.71	3.68	3.16	2.52
DQ600787	0.0	0.0	0.0	0.0	0.0	0.0
ZNFX1	25.47	19.02	25.25	166.91	151.56	136.02
PIK3R2	10.46	9.2	10.82	6.7	5.6	7.07
DQ578665	0.0	0.0	0.0	0.0	0.0	0.0
MIR4315-1	0.0	0.0	0.0	0.0	0.0	0.0
MAPT-IT1	0.0	0.0	0.0	0.0	0.0	0.0
MIRLET7A1	0.0	0.0	0.0	0.0	0.0	0.0
QRICH2	0.37	0.46	0.56	0.37	0.45	0.29
CCDC138	2.34	2.61	3.52	4.33	3.45	1.71
NOL12	25.59	27.21	24.59	11.6	13.44	11.03
DCAF13	39.1	29.07	33.31	34.43	32.11	24.13
KDM2B	9.96	7.24	8.48	7.08	8.29	5.84
ADAMTS18	0.0	0.0	0.02	0.05	0.0	0.03
RPS27A	1701.87	1768.81	1553.59	1866.56	1995.15	1483.94
MAGI3	3.4	1.33	2.38	2.51	2.58	1.57
CENPJ	7.0	5.26	4.44	6.68	5.46	3.55
ZNF559-ZNF177	0.33	0.16	0.07	0.0	0.0	0.0
KLRC4	0.0	0.0	0.0	0.0	0.0	0.13
CERS3	0.0	0.0	0.0	0.03	0.0	0.02
ZNF441	0.94	0.51	0.78	2.45	3.11	1.91
MIR4457	0.0	0.0	0.0	0.0	0.0	0.0
AK126266	2.06	0.05	0.83	0.5	0.95	0.16
RNU6-31P	0.0	0.0	0.0	0.0	0.0	0.0
DFFB	2.46	3.07	3.13	2.39	2.17	2.25
LIMK2	19.59	16.16	21.26	18.6	16.78	14.17
AX747756	9.57	5.36	8.66	28.43	32.04	18.28
DQ582785	0.0	0.0	0.0	0.0	0.0	0.0
RAPSN	0.0	0.14	0.26	0.26	0.0	0.16
KCNQ1OT1	0.55	0.29	0.48	0.67	0.72	0.49
GLT1D1	0.0	0.0	0.0	0.0	0.0	0.0
DDC	5.58	5.86	7.99	1.07	2.0	0.9
UCHL5	46.27	32.06	44.55	42.49	36.36	27.13
UNC119	18.14	21.99	22.88	18.28	23.81	21.62
GRP	0.0	0.0	0.0	0.0	0.0	0.0
AK055910	0.51	0.71	0.43	0.12	0.31	0.23
LOC440295	0.0	0.0	0.0	0.0	0.0	0.0
GDF10	0.0	0.0	0.0	0.0	0.0	0.0
MAFK	54.93	69.13	68.59	126.03	113.1	111.57
AZGP1P1	0.18	0.0	0.43	1.71	0.5	0.98
KRT19P2	0.0	0.0	0.0	0.0	0.0	0.0
TAS2R10	0.0	0.0	0.18	0.24	0.44	0.0
TREX1	8.27	9.48	12.07	29.88	29.17	30.33
ARMCX5	12.17	9.38	11.58	16.89	13.83	12.1
MIR3157	0.0	0.0	0.0	0.0	0.0	0.0
BC042616	6.39	3.24	6.2	11.72	10.21	6.42
ABHD6	4.69	2.74	3.48	4.26	2.68	3.44
MS4A4E	0.0	0.0	0.0	0.0	0.0	0.0
ABCD1	9.56	9.15	11.01	17.8	16.95	16.28
KCNC3	1.84	1.69	1.69	2.38	2.59	2.43
DNAJA2	42.07	32.43	35.48	66.05	67.38	49.37
DRG2	18.68	18.93	20.15	17.64	15.44	17.12
DQ575290	0.0	0.0	0.0	0.0	0.0	0.0
PACS1	13.13	12.99	15.4	15.83	16.56	14.84
FAM111B	34.59	20.24	25.67	14.79	14.55	9.79
DQ589697	0.0	0.0	0.0	0.0	0.0	0.0
HNRNPUL2	34.44	30.92	33.81	32.1	37.41	25.61
CLCN6	3.61	2.47	4.25	3.46	2.7	2.56
OR10S1	0.0	0.0	0.0	0.0	0.0	0.0
TCRVB	0.0	0.0	0.98	0.0	0.0	0.0
GOLGA3	19.04	16.12	19.75	26.01	24.29	20.14
TP53BP2	26.53	19.97	23.7	54.73	51.62	43.44
SNORD114-18	0.0	0.0	0.0	0.0	0.0	0.0
DBNL	112.32	123.92	129.66	73.02	62.18	64.09
IFT80	26.4	12.96	22.61	17.32	18.33	12.82
PRX	1.75	2.07	1.73	2.1	2.08	2.25
DKK4	0.28	0.0	0.0	0.0	0.0	0.0
PPAP2A	34.56	30.89	33.5	29.44	36.55	23.34
HEATR5A	7.11	7.08	8.91	13.81	6.13	9.14
GTPBP1	15.65	12.72	16.43	36.79	30.81	30.69
HSPB1	309.56	430.21	387.89	246.53	236.11	245.93
LOC643623	0.0	0.0	0.0	0.0	0.0	0.0
ZMAT4	0.0	0.0	0.0	0.0	0.0	0.0
SMEK2	25.66	15.96	20.67	26.89	35.01	19.67
CSAG4	0.0	0.0	0.0	0.0	0.0	0.0
FNDC5	0.0	0.06	0.16	0.0	0.23	0.16
AJ420489	1.05	0.71	0.36	0.16	0.0	0.0
ATP1A1	419.14	354.87	441.13	284.59	265.96	231.36
CC2D1A	14.21	18.96	20.35	15.08	14.3	13.44
JUN	64.98	64.88	63.88	301.98	414.43	344.0
JB175181	0.0	0.0	0.0	0.0	0.0	0.0
ABCG4	0.06	0.0	0.0	0.05	0.05	0.02
NUBP1	37.69	39.1	43.64	46.17	37.2	36.42
TGM7	0.0	0.0	0.0	0.0	0.0	0.0
VPS4B	34.42	19.08	35.33	37.28	37.49	27.69
AK123934	0.0	0.0	0.0	0.0	0.13	0.0
DQ575983	0.0	0.0	0.0	0.0	0.0	0.0
VRK3	36.62	32.25	37.9	36.95	37.26	33.93
BC042855	0.47	0.55	0.11	0.38	0.0	0.36
ECT2	92.59	42.3	78.31	62.37	73.6	43.76
KATNA1	11.7	10.27	10.84	11.95	13.55	7.65
AB231731	0.0	0.0	0.0	0.0	0.0	0.0
FGD4	3.86	2.3	4.26	9.37	6.69	5.54
NMBR	0.0	0.0	0.04	0.0	0.0	0.0
IGFBP6	44.5	46.5	47.77	19.19	22.13	21.28
ELMOD1	0.07	0.38	0.19	0.36	0.76	0.35
TNFRSF17	0.0	0.0	0.0	0.27	0.0	0.0
BC038578	0.14	0.21	0.24	0.35	0.64	0.25
SMARCD3	3.4	3.01	1.77	2.25	2.01	2.0
FBXO24	0.0	0.27	0.07	0.32	0.12	0.29
SPRYD4	10.92	10.12	13.09	8.94	7.8	6.97
DQ786190	0.0	0.0	0.0	0.12	0.09	0.01
MIR1266	0.0	0.0	0.0	0.0	0.0	0.0
CSK	31.15	34.57	36.58	32.65	30.15	27.25
GPC5	0.0	0.0	0.0	0.03	0.0	0.0
LOC100289561	1.8	2.2	2.52	0.89	0.0	2.08
SLC8A1	0.1	0.02	0.06	0.08	0.12	0.06
PROK2	0.0	0.0	0.0	0.0	0.25	0.0
TSEN34	104.86	114.14	123.86	72.73	77.44	63.5
MIR181C	0.0	0.0	0.0	0.0	0.0	0.0
DQ601906	0.0	0.0	0.0	0.0	0.0	0.0
LBR	59.05	30.27	49.19	32.91	35.85	23.01
RUSC1	49.04	46.69	49.89	31.98	26.6	27.67
DQ576593	0.0	0.0	0.0	0.0	0.0	0.0
CD276	85.49	90.92	94.14	77.77	80.05	69.5
SYF2	34.37	29.17	28.37	32.31	41.07	26.65
BMS1	17.74	14.06	14.37	16.78	16.02	12.15
MIR3131	0.0	0.0	0.0	0.0	0.0	0.0
AK098333	0.46	0.14	0.19	0.35	0.12	0.23
DUOX2	0.18	0.08	0.12	2.13	2.22	2.0
DENND1C	9.92	6.05	8.45	9.71	5.44	6.64
GUCY2EP	0.0	0.0	0.0	0.04	0.0	0.06
SNORD58C	0.0	0.0	0.0	0.0	0.0	0.0
KIR3DL3	0.0	0.0	0.0	0.0	0.0	0.0
ALK	0.0	0.09	0.0	0.1	0.0	0.11
NTSR2	0.0	0.0	0.0	0.0	0.0	0.0
IRAK1BP1	3.78	3.79	4.94	2.76	3.89	2.78
MIR1181	0.0	0.0	0.0	0.0	0.0	0.0
DKFZp686N1631	0.93	1.08	0.76	0.76	1.13	0.12
C2orf88	1.27	0.25	0.31	0.24	0.36	0.09
NRDE2	3.43	2.51	3.29	3.63	4.01	2.49
MIR934	0.0	0.0	0.0	0.0	0.0	0.0
TLN1	23.27	19.03	25.93	24.64	23.12	21.03
BRD8	32.71	29.2	34.5	28.5	29.0	21.7
ZNF143	10.01	5.86	8.51	9.16	9.19	7.64
TEX2	6.56	4.6	6.76	5.24	4.66	3.23
PHACTR1	0.04	0.06	0.09	0.19	0.12	0.17
PSMB6	228.51	242.12	239.87	155.87	154.26	132.18
LINC00693	0.0	0.0	0.0	0.0	0.0	0.05
HV531015	0.0	0.0	0.0	0.0	0.0	0.0
CLPB	7.02	5.45	7.88	5.17	5.02	4.81
IRF6	25.87	20.65	24.11	65.0	62.73	49.56
MIR548AD	0.0	0.0	0.0	0.0	0.0	0.0
DERL1	66.35	53.63	61.97	59.91	64.27	47.01
LUC7L3	108.22	73.41	74.51	66.48	80.75	44.64
ZNF425	0.56	0.44	0.85	0.37	0.79	0.67
RNF220	38.17	39.09	40.32	43.77	40.99	36.95
IL19	0.0	0.0	0.0	0.11	0.0	0.0
PNP	62.55	65.09	68.85	60.49	52.69	45.59
TULP1	0.11	0.11	0.03	0.1	0.0	0.12
CHMP4C	17.8	14.57	14.44	26.09	25.23	19.62
KRTCAP2	297.09	326.84	291.76	192.76	198.91	182.15
SNORA29	0.0	9.9	0.0	0.0	0.0	6.25
HNRNPA2B1	569.31	479.78	506.0	476.2	460.27	329.36
LILRP2	0.0	0.0	0.0	0.0	0.0	0.0
UBE2J2	22.08	24.24	22.89	17.4	20.7	15.75
OR4F17	0.12	0.13	0.0	0.0	0.0	0.0
KDELC2	12.24	7.65	10.57	7.88	8.04	5.53
AK027091	1.08	0.68	0.73	2.66	2.96	2.48
AX747064	0.16	0.63	0.34	0.85	0.71	0.36
AX747379	0.19	0.38	0.37	0.44	0.18	0.15
C4B	0.0	0.0	0.0	0.0	0.57	0.0
NUDT11	1.7	1.18	2.05	0.92	1.39	0.42
TPTE2P6	0.0	0.08	0.06	0.06	0.15	0.11
NANOS3	0.55	0.14	0.4	0.27	0.5	0.53
SNORD46	0.0	0.0	78.8	0.0	0.0	85.03
CXCR1	0.0	0.0	0.0	0.0	0.0	0.08
VPS53	7.2	4.3	5.77	5.42	5.69	6.03
Mir_340	138.42	0.0	0.0	0.0	0.0	0.0
GFOD2	13.41	13.98	15.85	13.43	12.87	9.7
DQ583009	0.0	0.0	0.0	0.0	0.0	0.0
UNQ514	1.83	2.18	1.35	0.75	1.39	0.72
GHRH	0.0	0.0	0.0	0.0	0.0	0.0
EDF1	489.67	542.33	469.79	542.5	527.93	454.27
KRTAP4-7	0.0	0.0	0.0	0.0	0.0	0.0
MSANTD4	5.76	4.19	6.23	10.54	8.76	5.92
SUPT4H1	35.26	39.14	37.28	36.23	37.38	30.88
REG1P	0.0	0.0	0.0	0.0	0.0	0.0
LRCH1	5.3	3.6	5.16	9.75	9.01	7.14
VASP	184.72	187.71	196.73	144.38	139.38	118.42
AK311005	0.35	0.09	0.35	0.26	0.0	0.14
INO80B	33.17	38.88	37.49	29.44	17.38	27.7
PTPRU	20.0	19.57	21.05	13.39	14.52	12.43
NCKAP5L	3.79	3.83	3.4	4.0	3.83	3.94
CYLC1	0.0	0.0	0.0	0.0	0.0	0.0
DPY19L1P1	1.54	1.25	0.66	1.55	1.38	0.48
BC024173	0.0	0.0	0.0	0.0	0.0	0.0
HAL	0.1	0.13	0.17	0.03	0.14	0.12
ANKMY1	5.02	4.32	4.78	2.86	5.54	2.15
JA783574	0.0	0.0	0.0	0.0	0.0	0.0
PLOD1	138.75	142.22	150.15	90.19	88.11	81.35
CSNK1E	37.59	32.01	37.87	57.38	55.22	47.02
GLS2	1.91	2.72	2.6	1.56	0.7	1.33
INIP	9.14	5.65	9.02	10.58	10.95	8.43
AK126717	0.0	0.0	0.06	0.23	0.0	0.09
DQ596663	0.0	0.0	0.0	0.0	0.0	0.0
ABCD3	32.09	20.79	30.39	25.68	29.1	17.41
PSME3	99.73	89.37	104.97	82.81	67.38	58.4
MRPS18C	25.16	22.57	23.65	21.62	19.25	14.93
PRKAG2	15.71	10.82	10.3	15.68	10.56	10.11
KCTD15	2.54	3.03	3.38	3.37	3.26	2.29
PER1	3.44	3.84	3.22	20.72	25.35	24.19
LOC100132062	1.54	3.15	2.84	2.42	3.24	3.46
DPY30	190.82	171.49	183.25	178.87	180.77	124.06
NR5A2	3.12	1.12	2.55	2.19	2.59	2.06
DQ599898	0.0	0.0	0.0	0.0	0.0	0.0
IL13RA1	38.43	31.01	37.49	56.78	62.44	40.19
RBMXL1	21.25	12.07	16.0	22.9	20.95	20.71
RHBDF1	23.65	23.94	24.85	24.18	24.95	25.0
RGS9BP	0.49	0.59	0.44	0.0	0.06	0.16
INO80B-WBP1	0.0	0.0	0.0	0.0	15.29	0.0
STAT2	17.3	15.72	17.73	88.86	87.33	75.14
TNFAIP8L1	4.36	4.91	4.52	2.47	2.75	2.57
WFDC1	0.31	0.15	0.34	0.46	0.14	0.3
MIR3126	0.0	0.0	0.0	0.0	0.0	0.0
PPP1R17	0.0	0.0	0.06	0.0	0.0	0.0
ZNF85	0.49	0.48	0.72	1.39	1.67	0.77
MED24	144.71	186.34	171.81	168.17	159.51	137.05
DHX16	32.94	34.38	34.92	35.88	32.34	29.22
HSD17B1	1.06	1.68	2.05	1.37	1.05	1.4
OR8I2	0.0	0.0	0.0	0.0	0.0	0.0
ANKRD50	3.96	2.12	3.49	6.26	6.66	4.57
PPWD1	13.87	13.71	14.15	20.37	17.73	14.08
HSD17B6	0.84	0.63	0.51	0.34	0.13	0.16
POU5F1	20.58	13.51	44.36	163.26	16.83	11.92
CIB1	197.52	242.39	214.91	139.81	143.81	126.55
DCAF5	9.6	5.8	8.0	12.28	13.5	8.9
MIR4695	0.0	0.0	0.0	0.0	0.0	0.0
DQ585694	0.0	0.0	0.0	0.0	0.0	0.0
MIR4478	0.0	0.0	0.0	0.0	0.0	0.0
RAP2C	10.39	5.8	7.82	14.87	16.7	9.1
TUBB3	100.15	124.59	115.34	89.14	98.06	73.42
DQ572208	0.0	0.0	0.0	0.0	0.0	0.0
TBX4	0.0	0.0	0.02	0.0	0.0	0.0
AP5B1	6.95	5.46	6.68	8.97	8.42	7.8
DKFZp686K1684	0.0	0.0	0.0	0.0	0.0	0.0
EIF4E2	94.26	97.18	95.36	103.8	111.63	88.16
WDYHV1	17.83	19.01	19.91	21.17	25.96	14.53
C3orf30	0.0	0.0	0.0	0.0	0.0	0.0
ST3GAL4-AS1	3.75	4.35	4.03	6.73	6.54	4.75
AL157440	0.06	0.2	0.29	1.43	1.28	0.98
MIR3689D1	0.0	0.0	0.0	0.0	0.0	0.0
RNF216P1	16.27	14.08	14.86	19.66	21.28	14.54
DQ589081	0.0	0.0	0.0	0.0	0.0	0.0
PLEKHG4B	0.15	0.12	0.18	0.13	0.08	0.06
GNS	42.75	33.87	42.18	35.25	36.2	26.17
PZP	0.0	0.0	0.0	0.0	0.0	0.0
DQ583633	0.0	0.0	0.0	0.0	0.0	0.0
ZNF3	10.16	8.34	9.08	15.51	14.54	12.42
AK127966	0.08	0.0	0.01	0.2	0.29	0.09
ATG5	25.84	19.69	22.86	26.15	27.77	18.82
TLR5	5.61	2.63	5.25	7.0	6.86	5.05
PCDHGB8P	0.1	0.1	0.08	0.46	0.1	0.16
TXLNB	0.0	0.0	0.0	0.0	0.0	0.0
PCDHA2	0.08	0.03	0.18	0.04	0.17	0.03
TRPM4	8.47	11.53	10.41	15.02	14.86	13.99
GK2	0.0	0.0	0.0	0.0	0.0	0.0
MIR5704	0.0	0.0	0.0	0.0	0.0	0.0
DQ575954	0.0	0.0	0.0	0.0	0.0	0.0
AK055267	0.0	0.0	0.0	0.0	0.0	0.0
DQ601137	0.0	0.0	0.0	0.0	0.0	0.0
BC040634	0.0	0.0	0.0	0.0	0.0	0.0
GML	0.0	0.0	0.0	0.0	0.0	0.0
XB	1.02	0.29	0.64	0.67	1.74	0.61
BC007940	0.0	0.0	0.0	0.0	0.0	0.0
AZU1	0.0	0.0	0.0	0.0	0.0	0.0
CASKIN2	5.27	6.17	7.23	5.41	4.91	5.15
SUOX	16.32	14.99	15.22	12.64	13.07	10.35
DQ594732	0.0	0.0	0.0	0.0	0.0	0.0
RAD17	10.63	6.77	6.48	12.5	16.37	9.52
ZIC2	1.15	1.08	0.81	0.76	0.86	0.49
SPAG5-AS1	0.0	0.16	0.08	0.23	0.0	0.0
EIF4G2	229.6	148.84	210.3	227.38	220.25	165.03
HSPA7	0.0	0.0	0.02	0.0	0.0	0.08
DQ572560	0.0	0.0	0.0	0.0	0.0	0.0
HTR6	0.0	0.05	0.0	0.0	0.0	0.0
CCDC96	1.53	1.52	1.3	0.14	0.69	0.29
CYP2B6	1.66	1.65	1.27	4.22	4.26	3.71
DQ588034	0.0	0.0	0.0	0.0	0.0	0.0
DQ570891	0.0	0.0	0.0	0.0	0.0	0.0
VMA21	23.93	18.73	20.5	21.02	24.33	14.3
MRPS30	32.09	27.87	31.96	35.23	36.71	26.23
BC045735	0.0	0.0	0.0	0.0	0.0	0.0
AK024936	0.0	0.0	0.0	0.0	0.0	0.0
RXFP4	0.57	0.0	0.19	0.28	0.0	0.07
QDPR	28.02	30.26	31.23	19.68	18.9	16.22
CCK	0.0	0.0	0.15	0.31	0.57	0.0
ARNTL	5.96	3.19	4.73	7.88	10.42	5.45
NAPA-AS1	2.59	2.21	2.79	1.63	2.02	1.27
TIMM17B	84.72	103.59	111.14	95.04	90.45	81.73
KRT2	0.0	0.0	0.0	0.0	0.0	0.0
DQ589173	0.0	0.0	0.0	0.0	0.0	0.0
SEC62	139.21	103.82	116.23	150.12	144.2	107.84
FXN	6.39	8.63	7.68	3.01	3.73	2.73
CNN1	0.13	0.13	0.1	0.13	0.0	0.2
BAHD1	6.01	5.9	6.8	5.1	5.48	4.21
SCARNA24	0.0	0.0	0.0	0.0	0.0	0.0
PNLIPRP1	0.0	0.0	0.0	0.1	0.0	0.0
MIR3609	0.0	0.0	0.0	0.0	0.0	0.0
BC015846	0.0	0.0	0.0	0.0	0.0	0.0
immunoglobulin heavy chain	0.0	0.0	0.0	0.0	0.0	0.0
ZFHX4-AS1	0.0	0.0	0.0	0.0	0.0	0.0
EPB42	0.0	0.0	0.0	0.0	0.0	0.0
JA783787	0.0	0.0	0.0	0.0	0.0	0.0
FOXJ3	12.37	10.13	12.97	21.01	19.31	14.29
SBK1	2.82	3.18	2.8	2.97	3.37	2.69
RPL7L1	118.15	92.93	121.82	144.2	120.78	107.32
LOC389247	0.0	1.78	1.45	0.44	0.0	0.68
SCUBE1	0.1	0.13	0.02	0.51	0.23	0.3
MGC21881	1.94	3.5	2.98	1.18	0.72	1.11
TMEM132A	54.77	62.65	63.71	55.46	58.49	54.18
ARPC4	140.99	148.96	152.29	117.77	108.89	93.48
BC038245	0.61	1.53	0.55	0.1	0.74	0.31
KCNV2	0.0	0.09	0.05	0.0	0.0	0.0
ZNF280A	0.0	0.0	0.0	0.0	0.0	0.0
RIC3	0.08	0.0	0.0	0.0	0.0	0.0
SMA3	0.0	2.18	0.52	1.68	1.58	1.73
DQ596057	0.0	0.0	0.0	0.0	0.0	0.0
AX747737	0.16	0.74	1.27	0.78	0.93	0.81
IL17RE	11.81	10.74	10.29	5.79	7.57	6.68
FAM174A	28.87	27.51	28.47	19.11	21.92	18.47
FGF4	0.0	0.0	0.0	0.0	0.0	0.0
AK125040	0.0	0.0	0.0	0.0	0.0	0.0
MIR4788	0.0	0.0	0.0	0.0	0.0	0.0
OIP5	10.5	9.58	9.62	3.0	5.72	2.73
DAP	91.85	86.23	90.52	62.69	62.48	52.21
ENTPD3-AS1	0.4	0.2	0.37	0.59	0.73	0.75
MIR4284	0.0	0.0	0.0	0.0	0.0	0.0
ZC3H7A	23.38	20.77	24.01	40.98	45.19	32.27
TNKS2	7.63	3.18	6.21	12.47	14.82	9.27
CCDC33	0.1	0.14	0.02	0.04	0.14	0.0
WWP2	18.06	14.91	15.98	15.64	14.27	12.77
AGK	12.92	10.57	13.84	11.8	10.51	9.79
MIR133A2	0.0	0.0	0.0	0.0	0.0	0.0
RRAGC	14.39	13.17	15.56	27.44	27.85	20.98
C9orf106	0.0	0.0	0.0	0.0	0.0	0.0
ZNF45	5.13	3.59	4.87	5.77	5.91	5.5
AK130294	0.76	0.37	0.59	0.84	0.51	0.77
COA4	108.31	105.92	105.67	75.54	59.48	55.25
NEU4	0.0	0.1	0.1	0.1	0.0	0.19
RPL4	1933.19	1867.51	1935.75	1851.88	1845.37	1528.96
BC030294	1.51	1.4	1.57	2.77	1.85	0.98
TDH	0.0	0.11	0.16	0.07	0.0	0.08
SPRR2B	0.0	0.0	0.0	0.0	0.0	0.0
GRK4	1.52	0.98	0.85	1.33	1.15	0.72
LOC100506136	0.27	0.07	0.06	0.0	0.73	0.05
PRRC2A	99.72	92.42	121.07	123.97	115.15	103.48
TMEM53	12.41	12.1	12.24	6.7	5.01	6.26
BC039455	5.89	4.31	5.81	21.31	21.23	13.71
NRM	55.65	52.71	50.89	29.26	28.42	24.22
BC036209	0.0	0.0	0.0	0.0	0.0	0.0
ZNF683	0.0	0.0	0.0	0.0	0.0	0.0
ANGEL1	6.01	4.77	7.9	6.14	5.92	4.67
BNIP1	18.3	14.56	16.04	26.74	26.08	18.87
DQ576685	0.0	0.0	0.0	0.0	0.0	0.0
HV592964	0.0	0.0	0.0	0.0	0.0	0.0
SLC12A2	104.34	51.97	92.51	59.58	66.39	43.04
ZNF84	6.26	3.53	4.76	7.77	7.96	4.89
FAM193B	9.98	14.0	12.19	12.16	13.82	11.35
CLEC3B	0.54	0.8	0.0	0.26	0.24	0.2
ZBED4	14.82	8.56	14.26	15.4	12.37	14.21
TK2	17.24	16.26	17.21	22.16	26.33	17.93
OIT3	0.0	0.0	0.08	0.1	0.0	0.03
LOC100129931	0.0	0.0	0.0	0.13	0.0	0.0
BC041484	0.0	0.18	0.28	0.12	0.0	0.08
MIR1236	0.0	0.0	0.0	0.0	0.0	0.0
