gene	p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	Cell_Identity
NDUFAB1	3.27e-14	-0.297653772	0.388	0.54	8.62e-10	MUC5B+	Epithelial
PRCP	6.56e-14	-0.298211129	0.057	0.252	1.7300000000000004e-09	MUC5B+	Epithelial
DNAJC8	5.42e-16	-0.298912856	0.121	0.368	1.43e-11	MUC5B+	Epithelial
LY86	4.63e-06	-0.299098542	0.004	0.229	0.122208131	MUC5B+	Epithelial
POLD4	3.1999999999999996e-14	-0.299581041	0.292	0.495	8.450000000000002e-10	MUC5B+	Epithelial
STX7	9.85e-16	-0.29990899	0.06	0.32299999999999995	2.6e-11	MUC5B+	Epithelial
RBM8A	5.49e-15	-0.299944964	0.292	0.518	1.4500000000000002e-10	MUC5B+	Epithelial
NDUFA12	1.01e-14	-0.300230536	0.285	0.4970000000000001	2.65e-10	MUC5B+	Epithelial
EFHC1	2.1100000000000004e-09	-0.30039525300000003	0.032	0.116	5.570000000000001e-05	MUC5B+	Epithelial
TBCB	8.300000000000001e-16	-0.3007513	0.171	0.402	2.19e-11	MUC5B+	Epithelial
RAD21	8.05e-15	-0.301303851	0.196	0.397	2.12e-10	MUC5B+	Epithelial
ITGA4	0.974095245	-0.302179667	0.0	0.175	1.0	MUC5B+	Epithelial
TUBA1C	4.88e-14	-0.302382437	0.181	0.397	1.29e-09	MUC5B+	Epithelial
PRKAR1A	4.03e-12	-0.302680514	0.37	0.506	1.06e-07	MUC5B+	Epithelial
PSMA1	1.5e-15	-0.302729636	0.249	0.486	3.9500000000000006e-11	MUC5B+	Epithelial
UBXN11	3.03e-13	-0.302796411	0.032	0.233	8e-09	MUC5B+	Epithelial
HEXA	2.3e-14	-0.302908645	0.196	0.405	6.07e-10	MUC5B+	Epithelial
MT-CYB	1.83e-14	-0.303065707	0.982	0.994	4.83e-10	MUC5B+	Epithelial
DECR1	1.32e-14	-0.303292602	0.242	0.434	3.4700000000000004e-10	MUC5B+	Epithelial
SIRPA	0.974088086	-0.30349868	0.0	0.239	1.0	MUC5B+	Epithelial
CLEC12A	0.974085411	-0.303992862	0.0	0.213	1.0	MUC5B+	Epithelial
LGALS3	9.48e-08	-0.304248348	0.982	0.931	0.00250127	MUC5B+	Epithelial
COMT	1.82e-14	-0.304390217	0.423	0.5720000000000001	4.79e-10	MUC5B+	Epithelial
UBE2D2	2.33e-15	-0.304516016	0.32	0.535	6.16e-11	MUC5B+	Epithelial
CTBS	3.89e-16	-0.304878665	0.085	0.334	1.03e-11	MUC5B+	Epithelial
DPYSL2	2.9e-13	-0.305064988	0.025	0.27	7.65e-09	MUC5B+	Epithelial
PCBP2	1.23e-16	-0.305192591	0.8540000000000001	0.916	3.2400000000000003e-12	MUC5B+	Epithelial
PPP1R2	1.58e-15	-0.305302257	0.139	0.365	4.18e-11	MUC5B+	Epithelial
N4BP2L2	1.6e-13	-0.305429217	0.338	0.524	4.21e-09	MUC5B+	Epithelial
RNASE6	3.92e-08	-0.305801032	0.006999999999999999	0.198	0.001032694	MUC5B+	Epithelial
WNK1	1.1199999999999999e-15	-0.305882067	0.117	0.363	2.95e-11	MUC5B+	Epithelial
ICAM1	1.32e-07	-0.306302279	0.142	0.265	0.003471306	MUC5B+	Epithelial
MDH1	2.07e-13	-0.306590544	0.35200000000000004	0.489	5.4600000000000006e-09	MUC5B+	Epithelial
CD59	4.65e-07	-0.306858075	0.758	0.621	0.012258905	MUC5B+	Epithelial
SEPW1	4e-11	-0.307430131	0.52	0.6659999999999999	1.05e-06	MUC5B+	Epithelial
PSME2	2.1100000000000003e-11	-0.307434331	0.491	0.5579999999999999	5.57e-07	MUC5B+	Epithelial
SELK	3.2299999999999994e-13	-0.307481567	0.35200000000000004	0.494	8.52e-09	MUC5B+	Epithelial
SAT2	2.09e-16	-0.307836926	0.189	0.4320000000000001	5.51e-12	MUC5B+	Epithelial
ENY2	1.31e-15	-0.308086544	0.324	0.528	3.46e-11	MUC5B+	Epithelial
ATRAID	2.94e-16	-0.308160115	0.295	0.513	7.76e-12	MUC5B+	Epithelial
ATPIF1	3.939999999999999e-09	-0.308227939	0.644	0.664	0.000104033	MUC5B+	Epithelial
STX11	0.974062433	-0.30826557	0.0	0.246	1.0	MUC5B+	Epithelial
POLR2E	9.1e-17	-0.308486559	0.199	0.438	2.4e-12	MUC5B+	Epithelial
PTMA	1.28e-21	-0.308595043	0.993	0.997	3.3799999999999996e-17	MUC5B+	Epithelial
RPL30	6.830000000000001e-16	-0.308855471	1.0	0.996	1.8e-11	MUC5B+	Epithelial
DEK	1.46e-14	-0.309023718	0.267	0.475	3.84e-10	MUC5B+	Epithelial
SHFM1	5.599999999999998e-16	-0.309287845	0.527	0.7120000000000001	1.48e-11	MUC5B+	Epithelial
RPL38	3.43e-18	-0.309329411	0.932	0.959	9.04e-14	MUC5B+	Epithelial
PSMD8	6.54e-16	-0.309548581	0.317	0.531	1.72e-11	MUC5B+	Epithelial
ACAA2	1.79e-15	-0.309898679	0.043	0.316	4.73e-11	MUC5B+	Epithelial
RPS27	9.98e-14	-0.309949727	0.996	0.996	2.63e-09	MUC5B+	Epithelial
ATP6V1E1	7.290000000000001e-17	-0.310069417	0.103	0.365	1.92e-12	MUC5B+	Epithelial
DUSP2	6.55e-05	-0.310684208	0.171	0.218	1.0	MUC5B+	Epithelial
LSM6	7.23e-17	-0.310890718	0.125	0.377	1.91e-12	MUC5B+	Epithelial
ISG15	3.68e-13	-0.311027002	0.05	0.218	9.71e-09	MUC5B+	Epithelial
CTNNB1	2.96e-14	-0.311468213	0.235	0.412	7.81e-10	MUC5B+	Epithelial
SDCCAG8	9.46e-17	-0.312053162	0.121	0.375	2.5000000000000003e-12	MUC5B+	Epithelial
EMP2	0.000481223	-0.312482524	0.5870000000000001	0.303	1.0	MUC5B+	Epithelial
MYDGF	4.88e-14	-0.312558819	0.445	0.563	1.29e-09	MUC5B+	Epithelial
SF3B5	1.47e-16	-0.312603407	0.28800000000000003	0.508	3.88e-12	MUC5B+	Epithelial
MYADM	2.23e-12	-0.313034191	0.153	0.315	5.87e-08	MUC5B+	Epithelial
SERTAD1	1.79e-14	-0.31312727	0.121	0.329	4.73e-10	MUC5B+	Epithelial
BTG2	6.06e-07	-0.313149911	0.42	0.442	0.015978738	MUC5B+	Epithelial
HNRNPA3	1.99e-14	-0.313820101	0.434	0.594	5.26e-10	MUC5B+	Epithelial
NAP1L1	4.58e-14	-0.313928095	0.3670000000000001	0.551	1.21e-09	MUC5B+	Epithelial
MYO1F	2.4700000000000003e-08	-0.314761582	0.006999999999999999	0.235	0.000652419	MUC5B+	Epithelial
ACTN1	2.49e-15	-0.3156505	0.053	0.287	6.57e-11	MUC5B+	Epithelial
LAMTOR2	8.100000000000001e-17	-0.315733291	0.181	0.428	2.14e-12	MUC5B+	Epithelial
LRRC23	9.28e-11	-0.316401605	0.053	0.147	2.45e-06	MUC5B+	Epithelial
PSMA4	1.31e-16	-0.316541217	0.196	0.434	3.46e-12	MUC5B+	Epithelial
SF1	9.01e-15	-0.316556234	0.278	0.485	2.38e-10	MUC5B+	Epithelial
TAF1D	9.58e-16	-0.316703699	0.228	0.431	2.53e-11	MUC5B+	Epithelial
SQRDL	3.9399999999999997e-17	-0.31702046100000003	0.117	0.371	1.04e-12	MUC5B+	Epithelial
ECH1	2.92e-16	-0.317136135	0.374	0.556	7.69e-12	MUC5B+	Epithelial
CCT8	5.639999999999999e-17	-0.317926294	0.203	0.451	1.49e-12	MUC5B+	Epithelial
CASP1	2.35e-14	-0.318256855	0.032	0.277	6.189999999999999e-10	MUC5B+	Epithelial
TMBIM1	2.2400000000000004e-16	-0.318661081	0.132	0.37	5.92e-12	MUC5B+	Epithelial
SPCS1	1.92e-17	-0.318966015	0.5589999999999999	0.726	5.07e-13	MUC5B+	Epithelial
CD58	5.599999999999998e-16	-0.319274929	0.068	0.305	1.48e-11	MUC5B+	Epithelial
TMA7	4.6e-18	-0.319374502	0.851	0.907	1.21e-13	MUC5B+	Epithelial
COX17	2.13e-15	-0.31975111300000003	0.35600000000000004	0.5489999999999999	5.610000000000001e-11	MUC5B+	Epithelial
MACF1	9.49e-14	-0.319756291	0.174	0.335	2.5e-09	MUC5B+	Epithelial
HNRNPC	7.66e-16	-0.31983897	0.42	0.606	2.02e-11	MUC5B+	Epithelial
C14orf2	7.88e-18	-0.320556329	0.616	0.79	2.08e-13	MUC5B+	Epithelial
ID2	2.52e-11	-0.321645303	0.238	0.366	6.65e-07	MUC5B+	Epithelial
OST4	3.13e-19	-0.322619301	0.7859999999999999	0.872	8.25e-15	MUC5B+	Epithelial
PHLDA1	3.64e-08	-0.323207248	0.006999999999999999	0.161	0.000959251	MUC5B+	Epithelial
GHITM	1.9699999999999998e-17	-0.323769585	0.327	0.537	5.2e-13	MUC5B+	Epithelial
ST13	1.33e-17	-0.323941303	0.544	0.69	3.52e-13	MUC5B+	Epithelial
NCL	5.22e-16	-0.323993668	0.505	0.6729999999999999	1.3800000000000003e-11	MUC5B+	Epithelial
EIF4EBP1	2.2400000000000004e-16	-0.324058219	0.117	0.345	5.9100000000000005e-12	MUC5B+	Epithelial
C10orf54	4.02e-12	-0.32410458600000003	0.171	0.289	1.06e-07	MUC5B+	Epithelial
SP100	3.0099999999999996e-16	-0.324144204	0.146	0.376	7.94e-12	MUC5B+	Epithelial
CAPZA1	4.19e-17	-0.324164558	0.135	0.389	1.1e-12	MUC5B+	Epithelial
ALDH2	1.32e-10	-0.324400919	0.74	0.742	3.48e-06	MUC5B+	Epithelial
IL18	3.57e-16	-0.324454494	0.085	0.321	9.42e-12	MUC5B+	Epithelial
TGFBI	5.260000000000001e-13	-0.324557652	0.025	0.243	1.39e-08	MUC5B+	Epithelial
MFSD2A	1.05e-11	-0.32509767300000003	0.028	0.155	2.7600000000000004e-07	MUC5B+	Epithelial
MAN2B1	1.48e-16	-0.325282113	0.075	0.319	3.9e-12	MUC5B+	Epithelial
NPM1	4.13e-18	-0.325290112	0.872	0.938	1.09e-13	MUC5B+	Epithelial
SLA	1.75e-08	-0.325381883	0.006999999999999999	0.248	0.000461126	MUC5B+	Epithelial
SSR3	5.13e-16	-0.325475762	0.381	0.5489999999999999	1.35e-11	MUC5B+	Epithelial
RPS16	2.01e-20	-0.325477375	0.996	0.988	5.29e-16	MUC5B+	Epithelial
CSF1R	0.973971844	-0.32561369	0.0	0.197	1.0	MUC5B+	Epithelial
RAB13	3.2700000000000003e-15	-0.325916558	0.267	0.444	8.63e-11	MUC5B+	Epithelial
VDAC1	1.28e-15	-0.325953649	0.35600000000000004	0.526	3.39e-11	MUC5B+	Epithelial
HNRNPU	5.37e-14	-0.32622307300000003	0.391	0.55	1.42e-09	MUC5B+	Epithelial
CHCHD10	1.69e-13	-0.326330506	0.53	0.625	4.46e-09	MUC5B+	Epithelial
ERP44	9.7e-18	-0.326476305	0.142	0.394	2.56e-13	MUC5B+	Epithelial
DHRS7	1.07e-16	-0.326700218	0.238	0.455	2.81e-12	MUC5B+	Epithelial
CKS2	7.83e-14	-0.327138609	0.064	0.235	2.07e-09	MUC5B+	Epithelial
MIS18BP1	1.6200000000000002e-16	-0.327491598	0.08199999999999999	0.32	4.2699999999999986e-12	MUC5B+	Epithelial
HNRNPA1	2.8399999999999994e-19	-0.327759067	0.879	0.932	7.49e-15	MUC5B+	Epithelial
CD48	3.36e-06	-0.327937987	0.004	0.17	0.088653242	MUC5B+	Epithelial
ATP5J2	6.67e-19	-0.327962412	0.594	0.785	1.76e-14	MUC5B+	Epithelial
CLK1	1.09e-15	-0.328051778	0.121	0.33	2.89e-11	MUC5B+	Epithelial
SKAP2	2.95e-11	-0.328123969	0.014	0.275	7.78e-07	MUC5B+	Epithelial
H2AFV	4e-16	-0.328307028	0.231	0.46	1.06e-11	MUC5B+	Epithelial
ITSN2	1.25e-16	-0.328331135	0.068	0.322	3.2900000000000007e-12	MUC5B+	Epithelial
ARL8B	9.77e-18	-0.328499039	0.1	0.37	2.58e-13	MUC5B+	Epithelial
DEGS1	2.7e-16	-0.32939776600000004	0.053	0.32	7.11e-12	MUC5B+	Epithelial
RGS19	1.59e-13	-0.329425588	0.025	0.281	4.19e-09	MUC5B+	Epithelial
MEF2A	1.87e-15	-0.329510395	0.05	0.284	4.92e-11	MUC5B+	Epithelial
WIF1	4e-06	-0.329858778	0.004	0.133	0.105409613	MUC5B+	Epithelial
CTGF	0.000227084	-0.33067564	0.096	0.115	1.0	MUC5B+	Epithelial
PPIB	3.3299999999999994e-17	-0.330693472	0.8290000000000001	0.92	8.780000000000002e-13	MUC5B+	Epithelial
PNPLA6	9.44e-16	-0.33105502800000003	0.057	0.281	2.49e-11	MUC5B+	Epithelial
DLC1	8.500000000000002e-10	-0.33118594100000004	0.006999999999999999	0.193	2.24e-05	MUC5B+	Epithelial
SPCS3	5.25e-17	-0.331446024	0.174	0.414	1.39e-12	MUC5B+	Epithelial
CA2	2.89e-08	-0.331491278	0.004	0.163	0.000761355	MUC5B+	Epithelial
ARF1	2.81e-19	-0.331566286	0.6579999999999999	0.7929999999999999	7.42e-15	MUC5B+	Epithelial
NAPA	1.64e-17	-0.331573394	0.27	0.506	4.31e-13	MUC5B+	Epithelial
DDX21	5.739999999999998e-17	-0.331674028	0.149	0.397	1.51e-12	MUC5B+	Epithelial
CCNL1	6.15e-12	-0.331695039	0.388	0.512	1.62e-07	MUC5B+	Epithelial
IFNGR2	8.040000000000001e-17	-0.331725092	0.149	0.368	2.12e-12	MUC5B+	Epithelial
DRAM1	5.57e-14	-0.332749272	0.103	0.257	1.47e-09	MUC5B+	Epithelial
RPN1	6.1600000000000005e-16	-0.332917782	0.395	0.584	1.62e-11	MUC5B+	Epithelial
CCNH	2.3799999999999997e-16	-0.33329710100000004	0.068	0.305	6.29e-12	MUC5B+	Epithelial
LPXN	1.23e-13	-0.333378737	0.025	0.28300000000000003	3.25e-09	MUC5B+	Epithelial
HP1BP3	2.16e-17	-0.333918834	0.132	0.383	5.7e-13	MUC5B+	Epithelial
SMCHD1	9.029999999999999e-16	-0.334399102	0.11	0.312	2.38e-11	MUC5B+	Epithelial
CDC42EP3	1.85e-15	-0.334543057	0.043	0.28300000000000003	4.88e-11	MUC5B+	Epithelial
EIF5A	9.16e-16	-0.335132475	0.35600000000000004	0.542	2.42e-11	MUC5B+	Epithelial
STX12	1.0599999999999999e-17	-0.335580407	0.08199999999999999	0.353	2.81e-13	MUC5B+	Epithelial
EIF3F	1.66e-18	-0.335642875	0.619	0.768	4.37e-14	MUC5B+	Epithelial
ATP5D	8.18e-20	-0.33607437100000004	0.612	0.7959999999999999	2.16e-15	MUC5B+	Epithelial
GTF3A	9.76e-18	-0.336178252	0.135	0.394	2.57e-13	MUC5B+	Epithelial
ESAM	3.15e-08	-0.336410864	0.006999999999999999	0.149	0.000831024	MUC5B+	Epithelial
GNS	5.3299999999999986e-17	-0.336707654	0.071	0.325	1.4099999999999998e-12	MUC5B+	Epithelial
PRDX5	1.55e-08	-0.337198154	0.843	0.809	0.000409515	MUC5B+	Epithelial
JAML	3.75e-10	-0.338229019	0.006999999999999999	0.246	9.89e-06	MUC5B+	Epithelial
C19orf60	3.06e-18	-0.339402706	0.214	0.453	8.08e-14	MUC5B+	Epithelial
NCKAP1L	0.973901709	-0.339605688	0.0	0.267	1.0	MUC5B+	Epithelial
LEPROT	3.97e-17	-0.339725306	0.189	0.415	1.05e-12	MUC5B+	Epithelial
RENBP	2.19e-06	-0.33981499	0.004	0.279	0.057667741	MUC5B+	Epithelial
CALM2	9.58e-16	-0.340042158	0.879	0.925	2.53e-11	MUC5B+	Epithelial
PSMG2	1.03e-18	-0.340458219	0.21	0.475	2.71e-14	MUC5B+	Epithelial
ACAP2	1.49e-17	-0.341644603	0.181	0.422	3.94e-13	MUC5B+	Epithelial
PFDN2	4.2500000000000005e-19	-0.341906764	0.157	0.436	1.12e-14	MUC5B+	Epithelial
SOAT1	7.990000000000001e-16	-0.342389541	0.043	0.3	2.1100000000000003e-11	MUC5B+	Epithelial
RNF213	1.1099999999999999e-15	-0.342557369	0.157	0.366	2.93e-11	MUC5B+	Epithelial
MPP1	2.11e-06	-0.343247074	0.004	0.265	0.055628752	MUC5B+	Epithelial
IDS	7.72e-18	-0.343658395	0.085	0.35200000000000004	2.04e-13	MUC5B+	Epithelial
PSMB8	2.55e-16	-0.34468455299999995	0.256	0.466	6.72e-12	MUC5B+	Epithelial
DNASE2	2.74e-16	-0.34474147	0.046	0.312	7.219999999999999e-12	MUC5B+	Epithelial
ABCA3	2.01e-10	-0.345097503	0.014	0.14800000000000002	5.31e-06	MUC5B+	Epithelial
CLIC3	8.4e-12	-0.345566011	0.06	0.171	2.22e-07	MUC5B+	Epithelial
CKLF	4.42e-17	-0.345643893	0.064	0.316	1.17e-12	MUC5B+	Epithelial
CORO1C	2.68e-13	-0.345733521	0.021	0.28300000000000003	7.08e-09	MUC5B+	Epithelial
PYURF	3.21e-19	-0.34607631200000005	0.221	0.482	8.47e-15	MUC5B+	Epithelial
NDUFA4	3.75e-22	-0.34652868600000003	0.843	0.925	9.88e-18	MUC5B+	Epithelial
SKP1	4.74e-21	-0.34699081	0.7829999999999999	0.9	1.25e-16	MUC5B+	Epithelial
VPS29	9.31e-18	-0.346994481	0.306	0.516	2.46e-13	MUC5B+	Epithelial
GNG10	3.06e-18	-0.34762191	0.192	0.417	8.07e-14	MUC5B+	Epithelial
RPS27L	4.37e-16	-0.348740724	0.527	0.765	1.15e-11	MUC5B+	Epithelial
GABARAPL2	9.97e-19	-0.350204055	0.409	0.622	2.63e-14	MUC5B+	Epithelial
CYCS	2.21e-17	-0.350537631	0.313	0.509	5.82e-13	MUC5B+	Epithelial
C1orf43	1.1800000000000002e-19	-0.351164278	0.335	0.563	3.12e-15	MUC5B+	Epithelial
C3AR1	1.89e-06	-0.35164199700000004	0.004	0.251	0.049790964000000014	MUC5B+	Epithelial
AKAP9	2.17e-12	-0.351981304	0.274	0.407	5.71e-08	MUC5B+	Epithelial
PTPRE	1.63e-15	-0.352921359	0.043	0.253	4.3e-11	MUC5B+	Epithelial
GAA	2.46e-17	-0.353011953	0.06	0.318	6.480000000000001e-13	MUC5B+	Epithelial
NUDC	5.9399999999999995e-15	-0.354765024	0.199	0.3670000000000001	1.5699999999999997e-10	MUC5B+	Epithelial
TOMM5	4.26e-19	-0.3555156	0.235	0.482	1.12e-14	MUC5B+	Epithelial
CSNK2B	1.58e-19	-0.35552432	0.295	0.568	4.17e-15	MUC5B+	Epithelial
UBE2L6	1.22e-17	-0.355527496	0.203	0.416	3.21e-13	MUC5B+	Epithelial
POLR1D	2.94e-19	-0.355734643	0.249	0.517	7.76e-15	MUC5B+	Epithelial
RASGEF1B	7.6e-14	-0.355744548	0.028	0.23	2e-09	MUC5B+	Epithelial
COX7A2	4.5e-23	-0.355951022	0.726	0.889	1.19e-18	MUC5B+	Epithelial
TAGAP	1.29e-08	-0.356427204	0.006999999999999999	0.183	0.000340054	MUC5B+	Epithelial
RPL23	1.3699999999999996e-21	-0.356500153	0.79	0.8859999999999999	3.62e-17	MUC5B+	Epithelial
CFLAR	6.63e-16	-0.357140515	0.249	0.442	1.75e-11	MUC5B+	Epithelial
WARS	1.55e-14	-0.357293955	0.053	0.267	4.09e-10	MUC5B+	Epithelial
SOCS3	4.81e-10	-0.357393862	0.16399999999999998	0.32	1.27e-05	MUC5B+	Epithelial
NDUFB9	8.909999999999997e-21	-0.357528433	0.523	0.722	2.35e-16	MUC5B+	Epithelial
STK4	1.49e-16	-0.357924829	0.05	0.29	3.93e-12	MUC5B+	Epithelial
TAOK3	3.06e-17	-0.35889357	0.046	0.335	8.08e-13	MUC5B+	Epithelial
GK	6.31e-16	-0.3593526420000001	0.085	0.28	1.6699999999999998e-11	MUC5B+	Epithelial
SPG21	5.45e-20	-0.359555943	0.192	0.455	1.4400000000000001e-15	MUC5B+	Epithelial
RPS10	1.3699999999999996e-21	-0.359986076	0.972	0.984	3.62e-17	MUC5B+	Epithelial
PLA2G16	1.29e-17	-0.360248513	0.224	0.441	3.4e-13	MUC5B+	Epithelial
ZFAS1	7.53e-17	-0.360329016	0.715	0.772	1.98e-12	MUC5B+	Epithelial
KCNAB2	0.973797616	-0.361300267	0.0	0.28300000000000003	1.0	MUC5B+	Epithelial
GDI2	4.9e-19	-0.361883154	0.37	0.569	1.29e-14	MUC5B+	Epithelial
SAP18	9.66e-22	-0.36218817	0.53	0.745	2.55e-17	MUC5B+	Epithelial
SON	4.17e-18	-0.362531937	0.509	0.6859999999999999	1.1e-13	MUC5B+	Epithelial
PPP1R18	6.620000000000001e-13	-0.363939588	0.018000000000000002	0.28800000000000003	1.75e-08	MUC5B+	Epithelial
RPL27	7.2e-24	-0.364813505	0.936	0.962	1.9e-19	MUC5B+	Epithelial
IL10RA	1.55e-06	-0.365118661	0.004	0.247	0.040775701	MUC5B+	Epithelial
CEBPD	2.08e-07	-0.365229883	0.73	0.61	0.005482056	MUC5B+	Epithelial
BSG	9.539999999999999e-20	-0.365787738	0.456	0.649	2.52e-15	MUC5B+	Epithelial
COX5B	1.6300000000000002e-25	-0.365792166	0.769	0.912	4.29e-21	MUC5B+	Epithelial
TGOLN2	2.32e-19	-0.36600512	0.16399999999999998	0.426	6.11e-15	MUC5B+	Epithelial
HCK	5.7e-09	-0.366089541	0.006999999999999999	0.266	0.000150231	MUC5B+	Epithelial
APBB1IP	1.38e-06	-0.368575025	0.004	0.284	0.036442448	MUC5B+	Epithelial
BNIP2	1.4199999999999992e-19	-0.368731564	0.085	0.378	3.75e-15	MUC5B+	Epithelial
DAD1	2.48e-20	-0.368817967	0.5479999999999999	0.7020000000000001	6.530000000000002e-16	MUC5B+	Epithelial
SPN	0.973762521	-0.368869521	0.0	0.259	1.0	MUC5B+	Epithelial
WIPF1	5.9100000000000005e-12	-0.370051256	0.011	0.275	1.56e-07	MUC5B+	Epithelial
ERP29	3.5099999999999997e-22	-0.370570384	0.498	0.7120000000000001	9.25e-18	MUC5B+	Epithelial
CECR1	4.98e-18	-0.372669066	0.071	0.318	1.31e-13	MUC5B+	Epithelial
EIF1B	8.97e-21	-0.372787306	0.253	0.512	2.37e-16	MUC5B+	Epithelial
PRELID1	8.029999999999998e-19	-0.372862999	0.32	0.537	2.12e-14	MUC5B+	Epithelial
FERMT3	4.09e-09	-0.374201446	0.004	0.299	0.000107764	MUC5B+	Epithelial
SERINC1	6.71e-20	-0.374784467	0.174	0.448	1.77e-15	MUC5B+	Epithelial
SLC25A3	3.24e-24	-0.37531768	0.6759999999999999	0.865	8.550000000000001e-20	MUC5B+	Epithelial
DDX3X	6.13e-18	-0.375320397	0.189	0.418	1.6200000000000002e-13	MUC5B+	Epithelial
RGS1	2.01e-11	-0.375509155	0.011	0.136	5.29e-07	MUC5B+	Epithelial
TGFBR2	2.26e-17	-0.375601489	0.142	0.353	5.95e-13	MUC5B+	Epithelial
C11orf31	2.96e-22	-0.376082283	0.466	0.693	7.810000000000001e-18	MUC5B+	Epithelial
THEMIS2	1.22e-06	-0.376259372	0.004	0.289	0.032177041	MUC5B+	Epithelial
CD81	7.98e-16	-0.376360354	0.4270000000000001	0.5770000000000001	2.1e-11	MUC5B+	Epithelial
RAB20	3.66e-17	-0.376393863	0.043	0.327	9.65e-13	MUC5B+	Epithelial
DRAP1	1.9799999999999998e-20	-0.377023158	0.185	0.448	5.22e-16	MUC5B+	Epithelial
DDX24	3.81e-20	-0.377124697	0.281	0.523	1.01e-15	MUC5B+	Epithelial
PSMB3	1.4300000000000002e-21	-0.377174871	0.359	0.622	3.7799999999999987e-17	MUC5B+	Epithelial
IL1R2	6.379999999999999e-11	-0.377509993	0.014	0.117	1.68e-06	MUC5B+	Epithelial
REEP5	5.39e-21	-0.37755677	0.434	0.64	1.42e-16	MUC5B+	Epithelial
RPS19	1.82e-20	-0.37781226	1.0	0.997	4.79e-16	MUC5B+	Epithelial
CD47	5.629999999999999e-19	-0.378024443	0.27	0.502	1.49e-14	MUC5B+	Epithelial
RSRP1	7.14e-18	-0.378286155	0.206	0.426	1.88e-13	MUC5B+	Epithelial
MYL9	4.05e-11	-0.378471991	0.05	0.136	1.07e-06	MUC5B+	Epithelial
FUS	2.6e-17	-0.378675179	0.342	0.519	6.86e-13	MUC5B+	Epithelial
LAPTM4A	2.27e-19	-0.378923085	0.633	0.768	5.979999999999999e-15	MUC5B+	Epithelial
HLA-F	8.920000000000001e-19	-0.379381773	0.153	0.396	2.35e-14	MUC5B+	Epithelial
CCND3	7.25e-19	-0.379964239	0.196	0.45	1.91e-14	MUC5B+	Epithelial
NR4A2	5.02e-10	-0.380237678	0.253	0.329	1.33e-05	MUC5B+	Epithelial
PHACTR1	6.08e-13	-0.380392512	0.011	0.255	1.6e-08	MUC5B+	Epithelial
COX5A	1.99e-24	-0.380523514	0.598	0.807	5.25e-20	MUC5B+	Epithelial
HNRNPF	3.12e-20	-0.380637893	0.363	0.597	8.24e-16	MUC5B+	Epithelial
MTPN	1.64e-20	-0.380687344	0.125	0.406	4.34e-16	MUC5B+	Epithelial
WAS	3.58e-09	-0.381016005	0.006999999999999999	0.29	9.44e-05	MUC5B+	Epithelial
SRP14	1.58e-26	-0.381657206	0.875	0.958	4.16e-22	MUC5B+	Epithelial
COX6B1	5.349999999999999e-28	-0.381900178	0.762	0.918	1.4100000000000002e-23	MUC5B+	Epithelial
IFI27L2	3.02e-18	-0.382021927	0.05	0.35100000000000003	7.97e-14	MUC5B+	Epithelial
RHOB	1.86e-10	-0.382064908	0.758	0.772	4.9000000000000005e-06	MUC5B+	Epithelial
SYNGR2	5.919999999999999e-20	-0.382494077	0.5770000000000001	0.732	1.56e-15	MUC5B+	Epithelial
TNFRSF1B	1.17e-10	-0.38277369	0.011	0.224	3.08e-06	MUC5B+	Epithelial
HSD17B11	5.99e-20	-0.383559524	0.231	0.483	1.58e-15	MUC5B+	Epithelial
GUK1	2.9799999999999996e-20	-0.383607055	0.512	0.723	7.87e-16	MUC5B+	Epithelial
TCIRG1	5.13e-20	-0.383791121	0.107	0.378	1.35e-15	MUC5B+	Epithelial
GPR183	0.973692229	-0.384424588	0.0	0.161	1.0	MUC5B+	Epithelial
CSTA	1.78e-15	-0.384554956	0.146	0.342	4.7e-11	MUC5B+	Epithelial
TRAPPC1	1.07e-21	-0.384692538	0.278	0.55	2.8199999999999995e-17	MUC5B+	Epithelial
HIGD2A	9.5e-23	-0.385686073	0.555	0.7509999999999999	2.51e-18	MUC5B+	Epithelial
ATP5G2	6.289999999999999e-29	-0.385716243	0.936	0.972	1.66e-24	MUC5B+	Epithelial
EIF4A3	7.7e-18	-0.385789254	0.128	0.339	2.03e-13	MUC5B+	Epithelial
ARL4A	1.7300000000000002e-17	-0.386662755	0.16699999999999998	0.369	4.560000000000001e-13	MUC5B+	Epithelial
MOB1A	1.7899999999999993e-21	-0.386954795	0.146	0.433	4.71e-17	MUC5B+	Epithelial
TAX1BP1	3.61e-20	-0.387017315	0.409	0.609	9.519999999999999e-16	MUC5B+	Epithelial
BRK1	8.9e-24	-0.387017821	0.445	0.7170000000000001	2.35e-19	MUC5B+	Epithelial
CD63	2.87e-22	-0.387123665	0.922	0.947	7.580000000000001e-18	MUC5B+	Epithelial
TIMP1	3.95e-08	-0.387180773	0.6409999999999999	0.586	0.001042591	MUC5B+	Epithelial
MORF4L1	1.8800000000000003e-23	-0.387388416	0.541	0.752	4.97e-19	MUC5B+	Epithelial
UBE2B	5.3e-22	-0.387481734	0.256	0.5429999999999999	1.4000000000000006e-17	MUC5B+	Epithelial
RPL28	8.480000000000001e-24	-0.388593535	1.0	0.997	2.2399999999999997e-19	MUC5B+	Epithelial
