S.No.	cellType	Cell Category	old_symbol	gene	Updated Gene ID	logFC	logDOR	Prop.Exp.in	Prop.Exp.Out	nCells.in	nCells.out
20581	VE Arterial	Vascular-Endothelial	SYNJ2	SYNJ2	8871	0.538418828	1.6658612	0.410923277	0.116546805	769	306881
21771	VE Peribronchial	Vascular-Endothelial	SYNJ2	SYNJ2	8871	0.420897867	1.768567822	0.432692308	0.115135648	2080	305570
10168	Ionocyte	Epithelial	SYNJ2BP-COX16	SYNJ2BP-COX16	100529257	0.441943552	2.316656337	0.6	0.127060544	25	307625
155	AT1	Epithelial	SYNPO	SYNPO	11346	0.487597426	3.096781136	0.351377018	0.023910867	1053	306597
20368	VE Arterial	Vascular-Endothelial	SYNPO	SYNPO	11346	0.424255163	2.994181766	0.33159948	0.024263477	769	306881
20993	VE Capillary A	Vascular-Endothelial	SYNPO	SYNPO	11346	0.440616497	2.685633091	0.269749518	0.02461816	519	307131
7963	Fibroblast	Mesenchyme	SYNPO2	SYNPO2	171024	0.313743918	2.712716133	0.287655719	0.026104832	2649	305001
17037	Pericytes	Mesenchyme	SYNPO2	SYNPO2	171024	0.563296926	2.925078398	0.346268657	0.02766304	670	306980
17500	SMC	Mesenchyme	SYNPO2	SYNPO2	171024	1.089719768	3.966148916	0.59490085	0.027053795	706	306944
2989	Ciliated	Epithelial	SYNPR	SYNPR	132204	0.568498801	4.419644048	0.480147059	0.010995203	9520	298130
15742	PNEC	Epithelial	SYP	SYP	6855	0.446157025	4.215844863	0.403225806	0.009935368	62	307588
11310	Lymphatic	Vascular-Endothelial	SYPL1	SYPL1	6856	0.45842814	1.362303243	0.426260704	0.159857044	2102	305548
17363	Pericytes	Mesenchyme	SYS1-DBNDD2	SYS1-DBNDD2	767557	0.331745	0.86098719	0.376119403	0.203224966	670	306980
17825	SMC	Mesenchyme	SYS1-DBNDD2	SYS1-DBNDD2	767557	0.40620754	1.035830756	0.417847025	0.20310871	706	306944
164	AT1	Epithelial	SYT1	SYT1	6857	0.699757975	3.029950644	0.443494777	0.037084512	1053	306597
15677	PNEC	Epithelial	SYT1	SYT1	6857	2.144215819	5.385616862	0.903225806	0.038301234	62	307588
15667	PNEC	Epithelial	SYT13	SYT13	57586	0.358721423	5.755657285	0.338709677	0.001635304	62	307588
15771	PNEC	Epithelial	SYT14	SYT14	255928	0.452315273	3.956546817	0.467741935	0.016564365	62	307588
2954	Ciliated	Epithelial	SYT17	SYT17	51760	1.004351813	4.637655624	0.690861345	0.021171972	9520	298130
9779	Ionocyte	Epithelial	SYT17	SYT17	51760	0.84739975	3.853180878	0.68	0.041843153	25	307625
14922	Aberrant Basaloid	Epithelial	SYT17	SYT17	51760	0.310913875	3.042914359	0.474012474	0.041218352	481	307169
15655	PNEC	Epithelial	SYT4	SYT4	6860	0.338791344	6.692498382	0.338709677	0.000640467	62	307588
15673	PNEC	Epithelial	SYT7	SYT7	9066	0.513311247	5.519738083	0.467741935	0.003514441	62	307588
2011	Basal	Epithelial	SYT8	SYT8	90019	0.506745155	3.647028548	0.388855957	0.016318967	1687	305963
3041	Ciliated	Epithelial	SYT8	SYT8	90019	0.424358057	4.215940987	0.348319328	0.007825445	9520	298130
3482	Ciliated	Epithelial	SYTL2	SYTL2	54843	0.540491864	2.832112928	0.51512605	0.058877	9520	298130
14970	Aberrant Basaloid	Epithelial	SYTL2	SYTL2	54843	0.458006006	2.884168946	0.582120582	0.072198041	481	307169
18039	T	Immune_Lymphoid	SYTL2	SYTL2	54843	0.428631289	1.698478956	0.266426531	0.062312209	16102	291548
18414	T Cytotoxic	Immune_Lymphoid	SYTL2	SYTL2	54843	0.536811769	2.022670469	0.321541839	0.059003481	16396	291254
4911	cDC2	Immune_Myeloid	SYTL3	SYTL3	94120	0.961667695	2.085557438	0.880889669	0.478711239	6834	300816
6668	DC Langerhans	Immune_Myeloid	SYTL3	SYTL3	94120	0.762463988	1.877713542	0.8625	0.487254742	320	307330
7512	pDC	Immune_Myeloid	SYTL3	SYTL3	94120	0.609267679	1.008282555	0.722772277	0.487103469	707	306943
8996	ILC A	Immune_Lymphoid	SYTL3	SYTL3	94120	2.119695575	3.311425967	0.963562753	0.486495997	741	306909
9363	ILC B	Immune_Lymphoid	SYTL3	SYTL3	94120	1.930694129	2.531287556	0.923566879	0.486976649	471	307179
12316	Mast	Immune_Myeloid	SYTL3	SYTL3	94120	1.732965642	2.107020121	0.886235955	0.48579154	1424	306226
16546	NK	Immune_Lymphoid	SYTL3	SYTL3	94120	2.072558592	2.97743633	0.945757629	0.470115959	11338	296312
18000	T	Immune_Lymphoid	SYTL3	SYTL3	94120	1.617568921	2.141355673	0.881319091	0.465902699	16102	291548
18356	T Cytotoxic	Immune_Lymphoid	SYTL3	SYTL3	94120	2.079315363	2.941316238	0.942120029	0.462060607	16396	291254
18810	T Regulatory	Immune_Lymphoid	SYTL3	SYTL3	94120	1.158922032	1.634596167	0.829234973	0.486011771	1464	306186
18927	T Regulatory	Immune_Lymphoid	TAB2	TAB2	23118	0.634042318	0.943322907	0.533469945	0.308031719	1464	306186
553	AT1	Epithelial	TACC1	TACC1	6867	0.681784946	1.049326219	0.638176638	0.381676924	1053	306597
1254	AT2	Epithelial	TACC1	TACC1	6867	0.443637562	1.12402998	0.652612977	0.379032497	3961	303689
6847	DC Langerhans	Immune_Myeloid	TACC1	TACC1	6867	0.482063657	1.509478168	0.7375	0.382185273	320	307330
8196	Fibroblast	Mesenchyme	TACC1	TACC1	6867	0.653246692	1.333182506	0.699131748	0.379805312	2649	305001
11439	Lymphatic	Vascular-Endothelial	TACC1	TACC1	6867	0.436996056	0.736370685	0.562797336	0.381314883	2102	305548
14308	Myofibroblast	Mesenchyme	TACC1	TACC1	6867	0.757636566	1.436233754	0.719363094	0.378659994	3517	304133
17016	Pericytes	Mesenchyme	TACC1	TACC1	6867	2.268123167	3.10464321	0.932835821	0.381353834	670	306980
17700	SMC	Mesenchyme	TACC1	TACC1	6867	1.469198729	1.885989953	0.803116147	0.381587521	706	306944
19424	VE Venous	Vascular-Endothelial	TACC1	TACC1	6867	1.202868763	1.783228095	0.78630137	0.381594552	730	306920
20230	VE Capillary B	Vascular-Endothelial	TACC1	TACC1	6867	0.347376803	0.255363751	0.444086887	0.382305235	1243	306407
20592	VE Arterial	Vascular-Endothelial	TACC1	TACC1	6867	1.21084466	1.595161018	0.752925878	0.381626754	769	306881
21718	VE Peribronchial	Vascular-Endothelial	TACC1	TACC1	6867	1.063063393	1.959645817	0.812980769	0.379624963	2080	305570
119	AT1	Epithelial	TACC2	TACC2	10579	1.405223884	3.378022541	0.761633428	0.098167953	1053	306597
699	AT2	Epithelial	TACC2	TACC2	10579	2.004787064	4.767612389	0.920727089	0.089739833	3961	303689
2135	Basal	Epithelial	TACC2	TACC2	10579	0.862130399	2.736885693	0.62537048	0.097544474	1687	305963
3161	Ciliated	Epithelial	TACC2	TACC2	10579	1.149157257	3.805937033	0.792647059	0.078334955	9520	298130
4227	Club	Epithelial	TACC2	TACC2	10579	1.285321543	3.492474343	0.7749902	0.094798737	2551	305099
8473	Goblet	Epithelial	TACC2	TACC2	10579	1.08029184	3.530026688	0.787000783	0.097577136	1277	306373
9687	Ionocyte	Epithelial	TACC2	TACC2	10579	1.811225444	6.124979022	1	0.100365705	25	307625
14620	Aberrant Basaloid	Epithelial	TACC2	TACC2	10579	1.120781455	4.055499443	0.864864865	0.099241785	481	307169
15816	PNEC	Epithelial	TACC2	TACC2	10579	1.518434666	3.590164751	0.806451613	0.100296501	62	307588
17733	SMC	Mesenchyme	TACC2	TACC2	10579	0.367735409	1.611104178	0.35694051	0.099848832	706	306944
21185	VE Capillary A	Vascular-Endothelial	TACC2	TACC2	10579	0.313590296	1.111903152	0.252408478	0.100182007	519	307131
21683	VE Peribronchial	Vascular-Endothelial	TACC2	TACC2	10579	0.483896313	2.207140447	0.496153846	0.097745197	2080	305570
8505	Goblet	Epithelial	TACR1	TACR1	6869	0.367102014	3.335626192	0.389193422	0.022182111	1277	306373
21517	VE Peribronchial	Vascular-Endothelial	TACR1	TACR1	6869	0.406357945	3.154285701	0.340384615	0.02154989	2080	305570
70	AT1	Epithelial	TACSTD2	TACSTD2	4070	1.448374941	3.849177674	0.741690408	0.057560902	1053	306597
879	AT2	Epithelial	TACSTD2	TACSTD2	4070	0.570524259	2.923976565	0.515021459	0.053966393	3961	303689
2016	Basal	Epithelial	TACSTD2	TACSTD2	4070	1.251469507	3.599252542	0.686425608	0.056448002	1687	305963
3238	Ciliated	Epithelial	TACSTD2	TACSTD2	4070	0.822922273	3.588553128	0.614495798	0.042193003	9520	298130
4256	Club	Epithelial	TACSTD2	TACSTD2	4070	0.886267775	3.23730584	0.598980792	0.055395134	2551	305099
5382	cDC1	Immune_Myeloid	TACSTD2	TACSTD2	4070	0.769962948	2.935223468	0.537511033	0.058137069	1133	306517
6547	DC Langerhans	Immune_Myeloid	TACSTD2	TACSTD2	4070	0.554112605	2.56043435	0.45	0.059496307	320	307330
8418	Goblet	Epithelial	TACSTD2	TACSTD2	4070	1.308613719	4.1521853	0.793265466	0.05684574	1277	306373
9780	Ionocyte	Epithelial	TACSTD2	TACSTD2	4070	0.944091469	3.85286322	0.76	0.059845591	25	307625
14605	Aberrant Basaloid	Epithelial	TACSTD2	TACSTD2	4070	1.588003553	4.120414312	0.794178794	0.058752674	481	307169
1414	B	Immune_Lymphoid	TAF4B	TAF4B	6875	0.357612235	1.514585302	0.274350855	0.076766026	7895	299755
12944	Mesothelial	Epithelial	TAF4B	TAF4B	6875	0.309964829	1.826143681	0.354497354	0.08133306	567	307083
10527	Ionocyte	Epithelial	TAF7	TAF7	6879	0.367107819	1.609740408	0.52	0.177586347	25	307625
17481	SMC	Mesenchyme	TAGLN	TAGLN	6876	0.480920797	4.386508137	0.271954674	0.004632767	706	306944
649	AT1	Epithelial	TAGLN2	TAGLN2	8407	0.450090897	0.555525455	0.695156695	0.56658741	1053	306597
12200	Macrophage Alveolar	Immune_Myeloid	TAGLN2	TAGLN2	8407	0.413800353	1.089747426	0.753788996	0.507288967	74558	233092
15671	PNEC	Epithelial	TAGLN3	TAGLN3	29114	0.330926875	5.60402864	0.370967742	0.002184741	62	307588
236	AT1	Epithelial	TANC1	TANC1	85461	0.917148591	2.551800152	0.583095916	0.098265802	1053	306597
900	AT2	Epithelial	TANC1	TANC1	85461	0.777111963	2.832607645	0.635193133	0.092943768	3961	303689
2084	Basal	Epithelial	TANC1	TANC1	85461	0.895014235	2.981446402	0.678719621	0.096733919	1687	305963
3778	Ciliated	Epithelial	TANC1	TANC1	85461	0.35558255	2.069997444	0.436869748	0.0891658	9520	298130
4275	Club	Epithelial	TANC1	TANC1	85461	0.98725345	3.108329449	0.70129361	0.094897066	2551	305099
8590	Goblet	Epithelial	TANC1	TANC1	85461	0.653281439	2.905310503	0.664056382	0.097573872	1277	306373
10246	Ionocyte	Epithelial	TANC1	TANC1	85461	0.349880026	2.121423491	0.48	0.099894352	25	307625
11049	Lymphatic	Vascular-Endothelial	TANC1	TANC1	85461	1.213352675	3.024832117	0.686013321	0.09589328	2102	305548
12845	Mesothelial	Epithelial	TANC1	TANC1	85461	0.554856272	2.316109826	0.527336861	0.099136064	567	307083
14092	Myofibroblast	Mesenchyme	TANC1	TANC1	85461	0.753163575	2.656945801	0.597099801	0.094175903	3517	304133
14659	Aberrant Basaloid	Epithelial	TANC1	TANC1	85461	0.919704084	3.878858192	0.841995842	0.098763222	481	307169
17108	Pericytes	Mesenchyme	TANC1	TANC1	85461	0.870392296	2.497657423	0.571641791	0.098895694	670	306980
17667	SMC	Mesenchyme	TANC1	TANC1	85461	0.674451608	2.134256279	0.481586402	0.099047383	706	306944
19266	VE Venous	Vascular-Endothelial	TANC1	TANC1	85461	1.053576621	2.761938347	0.634246575	0.098654372	730	306920
19913	VE Capillary B	Vascular-Endothelial	TANC1	TANC1	85461	0.924325116	2.282912874	0.516492357	0.098235354	1243	306407
20454	VE Arterial	Vascular-Endothelial	TANC1	TANC1	85461	0.822893447	2.427180819	0.55396619	0.098787478	769	306881
20981	VE Capillary A	Vascular-Endothelial	TANC1	TANC1	85461	1.310391052	2.781084656	0.639691715	0.099013125	519	307131
21485	VE Peribronchial	Vascular-Endothelial	TANC1	TANC1	85461	1.274805054	3.417654466	0.762980769	0.095411853	2080	305570
986	AT2	Epithelial	TANC2	TANC2	26115	1.252687348	2.399925928	0.893461247	0.431833224	3961	303689
2573	Basal	Epithelial	TANC2	TANC2	26115	0.485972564	1.052570466	0.689389449	0.436389367	1687	305963
8899	Goblet	Epithelial	TANC2	TANC2	26115	0.472130318	1.466083104	0.770555991	0.43638963	1277	306373
10555	Ionocyte	Epithelial	TANC2	TANC2	26115	0.539134024	1.565985735	0.8	0.437747257	25	307625
11487	Lymphatic	Vascular-Endothelial	TANC2	TANC2	26115	0.357356815	0.549013741	0.573263559	0.43684462	2102	305548
11918	Macrophage Alveolar	Immune_Myeloid	TANC2	TANC2	26115	0.844542576	1.992797055	0.781552617	0.327814768	74558	233092
14799	Aberrant Basaloid	Epithelial	TANC2	TANC2	26115	1.352426306	3.36755961	0.958419958	0.436961412	481	307169
19058	T Regulatory	Immune_Lymphoid	TANK	TANK	10010	0.344070341	0.286841644	0.484289617	0.413464365	1464	306186
5151	cDC2	Immune_Myeloid	TAOK3	TAOK3	51347	0.368094253	1.037722204	0.807726076	0.598036674	6834	300816
6979	DC Langerhans	Immune_Myeloid	TAOK3	TAOK3	51347	0.374606047	1.334956705	0.853125	0.602433866	320	307330
13792	ncMonocyte	Immune_Myeloid	TAOK3	TAOK3	51347	0.4624262	0.566342632	0.725823406	0.600366958	5708	301942
12196	Macrophage Alveolar	Immune_Myeloid	TAPBP	TAPBP	6892	0.330377264	1.096732044	0.667708361	0.401575344	74558	233092
3336	Ciliated	Epithelial	TAPT1-AS1	TAPT1-AS1	202020	0.339016095	3.240222526	0.34894958	0.020554792	9520	298130
17167	Pericytes	Mesenchyme	TARID	TARID	100507308	0.319220096	2.120370579	0.246268657	0.037797251	670	306980
9403	ILC B	Immune_Lymphoid	TARSL2	TARS3	123283	0.472966806	1.471378585	0.324840764	0.099632462	471	307179
18071	T	Immune_Lymphoid	TARSL2	TARS3	123283	0.348656383	1.203343017	0.251459446	0.091610987	16102	291548
3628	Ciliated	Epithelial	TASP1	TASP1	55617	0.648560945	2.451576598	0.622794118	0.124529568	9520	298130
14305	Myofibroblast	Mesenchyme	TASP1	TASP1	55617	0.35571758	1.45517945	0.404606198	0.13688748	3517	304133
16173	PNEC	Epithelial	TASP1	TASP1	55617	0.442952725	1.816315357	0.5	0.139875418	62	307588
17276	Pericytes	Mesenchyme	TASP1	TASP1	55617	0.43394999	1.384312445	0.392537313	0.139396703	670	306980
17739	SMC	Mesenchyme	TASP1	TASP1	55617	0.568174879	1.582716303	0.440509915	0.139256672	706	306944
4126	Ciliated	Epithelial	TAX1BP1	TAX1BP1	8887	0.461067365	1.098846033	0.759138655	0.512239627	9520	298130
584	AT1	Epithelial	TAX1BP3	TAX1BP3	30851	0.344189439	0.921663533	0.379867047	0.196029315	1053	306597
8237	Fibroblast	Mesenchyme	TAX1BP3	TAX1BP3	30851	0.311187601	1.144569706	0.431483579	0.194619034	2649	305001
15283	Aberrant Basaloid	Epithelial	TAX1BP3	TAX1BP3	30851	0.58088543	2.106680382	0.667359667	0.195921463	481	307169
10570	Ionocyte	Epithelial	TBC1D1	TBC1D1	23216	0.505771649	1.535743159	0.64	0.272162536	25	307625
17399	Pericytes	Mesenchyme	TBC1D1	TBC1D1	23216	0.326028145	0.691023149	0.426865672	0.271854844	670	306980
17797	SMC	Mesenchyme	TBC1D1	TBC1D1	23216	0.586967594	1.173963249	0.54674221	0.271560936	706	306944
21316	VE Capillary A	Vascular-Endothelial	TBC1D1	TBC1D1	23216	0.360527112	0.394660558	0.356454721	0.272050037	519	307131
6958	DC Langerhans	Immune_Myeloid	TBC1D12	TBC1D12	23232	0.337164951	1.354441153	0.48125	0.193215762	320	307330
10817	Ionocyte	Epithelial	TBC1D14	TBC1D14	57533	0.323608139	1.078620983	0.48	0.239470134	25	307625
12469	Mast	Immune_Myeloid	TBC1D14	TBC1D14	57533	0.343806015	0.45039668	0.33005618	0.239068531	1424	306226
3589	Ciliated	Epithelial	TBC1D19	TBC1D19	55296	0.44797969	2.541407379	0.475	0.066514608	9520	298130
548	AT1	Epithelial	TBC1D2	TBC1D2	55357	0.423221538	1.051358092	0.427350427	0.20689374	1053	306597
2433	Basal	Epithelial	TBC1D2	TBC1D2	55357	0.510119288	1.5082186	0.539419087	0.205819004	1687	305963
1636	B	Immune_Lymphoid	TBC1D22A	TBC1D22A	25771	0.417065303	0.495884043	0.530335655	0.407476105	7895	299755
5209	cDC2	Immune_Myeloid	TBC1D22A	TBC1D22A	25771	0.304581089	0.947355825	0.637547556	0.405473778	6834	300816
5713	cDC1	Immune_Myeloid	TBC1D22A	TBC1D22A	25771	0.394431548	0.985619363	0.650485437	0.409742363	1133	306517
6291	DC Mature	Immune_Myeloid	TBC1D22A	TBC1D22A	25771	0.389491148	1.00122592	0.654336735	0.410006322	784	306866
6931	DC Langerhans	Immune_Myeloid	TBC1D22A	TBC1D22A	25771	0.451331875	1.391967856	0.7375	0.410288615	320	307330
10391	Ionocyte	Epithelial	TBC1D22B	TBC1D22B	55633	0.359115075	1.876873984	0.44	0.108255181	25	307625
15238	Aberrant Basaloid	Epithelial	TBC1D22B	TBC1D22B	55633	0.312249136	2.193965809	0.51975052	0.107637815	481	307169
3568	Ciliated	Epithelial	TBC1D32	TBC1D32	221322	0.48030999	2.58212951	0.495378151	0.069097374	9520	298130
7354	pDC	Immune_Myeloid	TBC1D32	TBC1D32	221322	0.347919483	1.645061923	0.315417256	0.081751335	707	306943
16134	PNEC	Epithelial	TBC1D32	TBC1D32	221322	0.411113924	1.960464904	0.387096774	0.082226875	62	307588
5960	DC Mature	Immune_Myeloid	TBC1D4	TBC1D4	9882	0.84445876	2.492407065	0.612244898	0.115447785	784	306866
6585	DC Langerhans	Immune_Myeloid	TBC1D4	TBC1D4	9882	0.683699872	2.253605842	0.55625	0.116256142	320	307330
9806	Ionocyte	Epithelial	TBC1D4	TBC1D4	9882	1.081789121	3.588458245	0.84	0.116655018	25	307625
18783	T Regulatory	Immune_Lymphoid	TBC1D4	TBC1D4	9882	0.761518477	1.931203552	0.472677596	0.11501179	1464	306186
1757	B	Immune_Lymphoid	TBC1D5	TBC1D5	9779	0.311185443	0.18933191	0.612286257	0.5664893	7895	299755
4138	Ciliated	Epithelial	TBC1D5	TBC1D5	9779	0.378899201	1.055095202	0.785714286	0.560701707	9520	298130
5212	cDC2	Immune_Myeloid	TBC1D5	TBC1D5	9779	0.369116999	0.946775329	0.768656716	0.563098372	6834	300816
3742	Ciliated	Epithelial	TBC1D8	TBC1D8	11138	0.906711475	2.149519154	0.832563025	0.366823198	9520	298130
5186	cDC2	Immune_Myeloid	TBC1D8	TBC1D8	11138	0.371476225	0.985370825	0.617354404	0.375870964	6834	300816
5746	cDC1	Immune_Myeloid	TBC1D8	TBC1D8	11138	0.352821878	0.893571867	0.600176523	0.380425882	1133	306517
5939	DC Mature	Immune_Myeloid	TBC1D8	TBC1D8	11138	1.485748735	2.870064733	0.915816327	0.379869389	784	306866
11784	Macrophage	Immune_Myeloid	TBC1D8	TBC1D8	11138	0.308364084	0.83966712	0.510349194	0.31039586	108994	198656
13576	ncMonocyte	Immune_Myeloid	TBC1D8	TBC1D8	11138	0.843118136	1.394141527	0.707603364	0.37506541	5708	301942
16406	PNEC	Epithelial	TBC1D8	TBC1D8	11138	0.550505944	1.072319407	0.64516129	0.381181971	62	307588
1969	B Plasma	Immune_Lymphoid	TBC1D9	TBC1D9	23158	0.319733533	0.364796021	0.468309859	0.379512844	1136	306514
5292	cDC2	Immune_Myeloid	TBC1D9	TBC1D9	23158	0.340864108	0.774918582	0.566286216	0.375605021	6834	300816
6087	DC Mature	Immune_Myeloid	TBC1D9	TBC1D9	23158	0.753789183	1.667432671	0.764030612	0.378859176	784	306866
11818	Macrophage	Immune_Myeloid	TBC1D9	TBC1D9	23158	0.318553985	0.735200511	0.492861992	0.317830823	108994	198656
4171	Ciliated	Epithelial	TBCA	TBCA	6902	0.354033946	0.788717378	0.710084034	0.526716533	9520	298130
16301	PNEC	Epithelial	TBCA	TBCA	6902	0.824322332	1.369725636	0.822580645	0.532332211	62	307588
16338	PNEC	Epithelial	TBCAP1	TBCAP1	494540	0.619335299	1.266475792	0.629032258	0.321436467	62	307588
10576	Ionocyte	Epithelial	TBCB	TBCB	1155	0.376700492	1.526590564	0.6	0.242847623	25	307625
10307	Ionocyte	Epithelial	TBCK	TBCK	93627	0.553837939	2.011205622	0.6	0.164963836	25	307625
6135	DC Mature	Immune_Myeloid	TBL1X	TBL1X	6907	0.594168632	1.485937715	0.608418367	0.26002229	784	306866
16773	NK	Immune_Lymphoid	TBL1X	TBL1X	6907	0.388744741	0.4596969	0.35429529	0.257336861	11338	296312
2575	Basal	Epithelial	TBL1XR1	TBL1XR1	79718	0.455404831	1.050021328	0.644339063	0.387899844	1687	305963
4089	Ciliated	Epithelial	TBL1XR1	TBL1XR1	79718	0.423463277	1.234894731	0.678256303	0.38007916	9520	298130
4770	Club	Epithelial	TBL1XR1	TBL1XR1	79718	0.42189691	0.980324663	0.627597021	0.387313626	2551	305099
15388	Aberrant Basaloid	Epithelial	TBL1XR1	TBL1XR1	79718	0.639359332	1.931331099	0.814968815	0.388639479	481	307169
16418	PNEC	Epithelial	TBL1XR1	TBL1XR1	79718	0.395756177	1.038232301	0.64516129	0.389254457	62	307588
10952	Lymphatic	Vascular-Endothelial	TBX1	TBX1	6899	1.184281384	4.349125122	0.652235966	0.023646039	2102	305548
15955	PNEC	Epithelial	TBX1	TBX1	6899	0.302943487	2.748993066	0.306451613	0.027884703	62	307588
16890	Pericytes	Mesenchyme	TBX2	TBX2	6909	0.419519876	4.648358576	0.307462687	0.004238061	670	306980
17470	SMC	Mesenchyme	TBX2	TBX2	6909	0.450115463	4.729643813	0.321529745	0.004170142	706	306944
20891	VE Capillary A	Vascular-Endothelial	TBX2	TBX2	6909	0.354195426	4.05353666	0.208092486	0.00455506	519	307131
16910	Pericytes	Mesenchyme	TBX3	TBX3	6926	0.398093537	4.190149611	0.285074627	0.006010164	670	306980
19752	VE Capillary B	Vascular-Endothelial	TBX3	TBX3	6926	0.379787672	3.97305169	0.233306516	0.005698303	1243	306407
20873	VE Capillary A	Vascular-Endothelial	TBX3	TBX3	6926	0.659113877	4.542336551	0.362235067	0.006016976	519	307131
13906	Myofibroblast	Mesenchyme	TBX5	TBX5	6910	0.339641334	4.218246312	0.269832243	0.005412106	3517	304133
16893	Pericytes	Mesenchyme	TBX5	TBX5	6910	0.844163369	4.620572234	0.434328358	0.007505375	670	306980
17526	SMC	Mesenchyme	TBX5	TBX5	6910	0.306444293	3.534342365	0.21529745	0.007959107	706	306944
5137	cDC2	Immune_Myeloid	TBXAS1	TBXAS1	6916	0.359213666	1.070243123	0.754316652	0.51282844	6834	300816
12078	Macrophage Alveolar	Immune_Myeloid	TBXAS1	TBXAS1	6916	0.425837013	1.348663228	0.753802409	0.442829441	74558	233092
13324	cMonocyte	Immune_Myeloid	TBXAS1	TBXAS1	6916	0.705404457	0.931572336	0.723313518	0.507327825	15476	292174
13521	ncMonocyte	Immune_Myeloid	TBXAS1	TBXAS1	6916	1.227801462	1.924763152	0.877715487	0.511396228	5708	301942
3710	Ciliated	Epithelial	TC2N	TC2N	123036	0.304167184	2.234062771	0.385609244	0.062982591	9520	298130
9082	ILC A	Immune_Lymphoid	TC2N	TC2N	123036	0.320544875	1.338044087	0.229419703	0.072588292	741	306909
11182	Lymphatic	Vascular-Endothelial	TC2N	TC2N	123036	0.473911036	2.07239258	0.377259753	0.070872662	2102	305548
18005	T	Immune_Lymphoid	TC2N	TC2N	123036	0.561016959	2.098994293	0.336107316	0.058432917	16102	291548
18418	T Cytotoxic	Immune_Lymphoid	TC2N	TC2N	123036	0.507542335	1.969656908	0.312027324	0.059508196	16396	291254
