gene	logFC	p_val	pval_adj	cell
APOC1	2.15	3.77E-12	2.30E-07	Mast Cell/Basophil Type 1_SS2
SLCO2B1	2.45	3.80E-12	2.31E-07	Mast Cell/Basophil Type 1_SS2
RAB32	2.14	4.14E-12	2.53E-07	Mast Cell/Basophil Type 1_SS2
TMEM154	0.72	4.75E-12	2.90E-07	Mast Cell/Basophil Type 1_SS2
EDARADD	2.56	5.03E-12	3.07E-07	Mast Cell/Basophil Type 1_SS2
AL162424.1	3.71	5.23E-12	3.19E-07	Mast Cell/Basophil Type 1_SS2
CD274	2.45	5.63E-12	3.43E-07	Mast Cell/Basophil Type 1_SS2
FBRSL1	1.47	5.74E-12	3.50E-07	Mast Cell/Basophil Type 1_SS2
AHI1	1.01	5.75E-12	3.50E-07	Mast Cell/Basophil Type 1_SS2
MSRA	0.36	6.12E-12	3.73E-07	Mast Cell/Basophil Type 1_SS2
CYSTM1	1.34	7.87E-12	4.80E-07	Mast Cell/Basophil Type 1_SS2
FTH1P7	0.89	8.08E-12	4.93E-07	Mast Cell/Basophil Type 1_SS2
SORBS1	2.95	8.28E-12	5.05E-07	Mast Cell/Basophil Type 1_SS2
PPP1R15A	1.41	8.34E-12	5.08E-07	Mast Cell/Basophil Type 1_SS2
TCEAL4	1.79	9.05E-12	5.52E-07	Mast Cell/Basophil Type 1_SS2
NDUFAF3	0.79	9.58E-12	5.84E-07	Mast Cell/Basophil Type 1_SS2
LAX1	1.75	1.03E-11	6.27E-07	Mast Cell/Basophil Type 1_SS2
ALAS1	3.13	1.04E-11	6.32E-07	Mast Cell/Basophil Type 1_SS2
TSC22D1	1.94	1.08E-11	6.58E-07	Mast Cell/Basophil Type 1_SS2
ZNF521	3.26	1.10E-11	6.72E-07	Mast Cell/Basophil Type 1_SS2
TMEM176B	3.22	1.58E-11	9.62E-07	Mast Cell/Basophil Type 1_SS2
GRAP2	1.19	1.63E-11	9.97E-07	Mast Cell/Basophil Type 1_SS2
ST3GAL4	2.52	1.69E-11	1.03E-06	Mast Cell/Basophil Type 1_SS2
CYB5R3	0.48	1.76E-11	1.08E-06	Mast Cell/Basophil Type 1_SS2
SPATA20	1.58	1.83E-11	1.12E-06	Mast Cell/Basophil Type 1_SS2
FBP1	2.12	1.92E-11	1.17E-06	Mast Cell/Basophil Type 1_SS2
STMN1	1.63	1.99E-11	1.21E-06	Mast Cell/Basophil Type 1_SS2
NENF	1.4	2.06E-11	1.26E-06	Mast Cell/Basophil Type 1_SS2
FOS	1.16	2.10E-11	1.28E-06	Mast Cell/Basophil Type 1_SS2
HDLBP	1.16	2.19E-11	1.34E-06	Mast Cell/Basophil Type 1_SS2
TACC1	1.08	2.26E-11	1.38E-06	Mast Cell/Basophil Type 1_SS2
FHL3	1.37	2.35E-11	1.43E-06	Mast Cell/Basophil Type 1_SS2
LSG1	0.94	2.49E-11	1.52E-06	Mast Cell/Basophil Type 1_SS2
3-Mar	1.89	2.57E-11	1.57E-06	Mast Cell/Basophil Type 1_SS2
TRIO	1.58	2.60E-11	1.59E-06	Mast Cell/Basophil Type 1_SS2
DPY19L2P1	2.56	2.76E-11	1.68E-06	Mast Cell/Basophil Type 1_SS2
RAPGEF2	1.17	2.76E-11	1.68E-06	Mast Cell/Basophil Type 1_SS2
CD81	1.16	2.91E-11	1.77E-06	Mast Cell/Basophil Type 1_SS2
COBLL1	0.85	3.21E-11	1.96E-06	Mast Cell/Basophil Type 1_SS2
PTGS2	2.08	3.40E-11	2.07E-06	Mast Cell/Basophil Type 1_SS2
LGALS1	0.85	3.42E-11	2.08E-06	Mast Cell/Basophil Type 1_SS2
DYNLL2	0.62	3.51E-11	2.14E-06	Mast Cell/Basophil Type 1_SS2
ANKRD9	2.14	3.59E-11	2.19E-06	Mast Cell/Basophil Type 1_SS2
GPAT3	1.98	3.89E-11	2.37E-06	Mast Cell/Basophil Type 1_SS2
PDE4A	1.59	4.36E-11	2.66E-06	Mast Cell/Basophil Type 1_SS2
GAS7	0.77	4.40E-11	2.69E-06	Mast Cell/Basophil Type 1_SS2
ST3GAL3	2.61	4.43E-11	2.70E-06	Mast Cell/Basophil Type 1_SS2
SOX4	2.87	4.54E-11	2.77E-06	Mast Cell/Basophil Type 1_SS2
HAVCR2	1.67	4.67E-11	2.85E-06	Mast Cell/Basophil Type 1_SS2
PHF20	0.54	5.47E-11	3.33E-06	Mast Cell/Basophil Type 1_SS2
HSD17B12	1.45	5.95E-11	3.63E-06	Mast Cell/Basophil Type 1_SS2
GCNT4	2.45	7.68E-11	4.68E-06	Mast Cell/Basophil Type 1_SS2
PHTF2	0.3	8.37E-11	5.10E-06	Mast Cell/Basophil Type 1_SS2
PARVB	2.32	8.70E-11	5.30E-06	Mast Cell/Basophil Type 1_SS2
PAQR7	2.27	8.77E-11	5.35E-06	Mast Cell/Basophil Type 1_SS2
ALOX5AP	1.43	1.03E-10	6.29E-06	Mast Cell/Basophil Type 1_SS2
LINC00511	2.79	1.15E-10	7.04E-06	Mast Cell/Basophil Type 1_SS2
STXBP6	2.95	1.16E-10	7.05E-06	Mast Cell/Basophil Type 1_SS2
RAB38	3.4	1.17E-10	7.13E-06	Mast Cell/Basophil Type 1_SS2
TSKU	2.85	1.21E-10	7.36E-06	Mast Cell/Basophil Type 1_SS2
SULT6B2P	2	1.21E-10	7.36E-06	Mast Cell/Basophil Type 1_SS2
AMHR2	4.1	1.21E-10	7.36E-06	Mast Cell/Basophil Type 1_SS2
SELENOM	0.43	1.22E-10	7.42E-06	Mast Cell/Basophil Type 1_SS2
MYB	3.82	1.33E-10	8.11E-06	Mast Cell/Basophil Type 1_SS2
SORT1	2	1.36E-10	8.28E-06	Mast Cell/Basophil Type 1_SS2
SLC39A10	1.4	1.45E-10	8.83E-06	Mast Cell/Basophil Type 1_SS2
CDCP1	2.8	1.71E-10	1.04E-05	Mast Cell/Basophil Type 1_SS2
NXPE3	1.54	1.72E-10	1.05E-05	Mast Cell/Basophil Type 1_SS2
ZBTB20	0.52	1.92E-10	1.17E-05	Mast Cell/Basophil Type 1_SS2
ENSA	0.69	2.04E-10	1.24E-05	Mast Cell/Basophil Type 1_SS2
ATP6V1F	1.29	2.05E-10	1.25E-05	Mast Cell/Basophil Type 1_SS2
FIS1	1.08	2.22E-10	1.36E-05	Mast Cell/Basophil Type 1_SS2
CNST	1.64	2.25E-10	1.37E-05	Mast Cell/Basophil Type 1_SS2
SPCS1	0.65	2.28E-10	1.39E-05	Mast Cell/Basophil Type 1_SS2
CFAP46	1.41	2.36E-10	1.44E-05	Mast Cell/Basophil Type 1_SS2
NDST2	0.39	2.42E-10	1.48E-05	Mast Cell/Basophil Type 1_SS2
DCBLD2	1.62	2.63E-10	1.60E-05	Mast Cell/Basophil Type 1_SS2
GM2A	1.78	2.85E-10	1.74E-05	Mast Cell/Basophil Type 1_SS2
LRMDA	1.88	2.90E-10	1.77E-05	Mast Cell/Basophil Type 1_SS2
CACNA2D1	2.12	3.09E-10	1.88E-05	Mast Cell/Basophil Type 1_SS2
GOLIM4	1.54	3.41E-10	2.08E-05	Mast Cell/Basophil Type 1_SS2
MT-ND1	1.25	3.45E-10	2.11E-05	Mast Cell/Basophil Type 1_SS2
IL5RA	3.62	3.65E-10	2.22E-05	Mast Cell/Basophil Type 1_SS2
GLUL	0.93	3.70E-10	2.26E-05	Mast Cell/Basophil Type 1_SS2
EGR1	2	3.74E-10	2.28E-05	Mast Cell/Basophil Type 1_SS2
BTN2A2	1.3	3.78E-10	2.31E-05	Mast Cell/Basophil Type 1_SS2
HDHD3	1.44	4.17E-10	2.54E-05	Mast Cell/Basophil Type 1_SS2
PLAUR	0.62	4.19E-10	2.55E-05	Mast Cell/Basophil Type 1_SS2
DNAJC9	1.4	4.22E-10	2.57E-05	Mast Cell/Basophil Type 1_SS2
ANXA1	1.35	4.50E-10	2.74E-05	Mast Cell/Basophil Type 1_SS2
PZP	1.27	4.75E-10	2.90E-05	Mast Cell/Basophil Type 1_SS2
FERMT1	4.07	4.75E-10	2.90E-05	Mast Cell/Basophil Type 1_SS2
LEO1	1.9	5.19E-10	3.16E-05	Mast Cell/Basophil Type 1_SS2
NAA10	0.66	5.19E-10	3.17E-05	Mast Cell/Basophil Type 1_SS2
IL1RAPL1	4.09	5.85E-10	3.57E-05	Mast Cell/Basophil Type 1_SS2
TRIM24	1.65	5.97E-10	3.64E-05	Mast Cell/Basophil Type 1_SS2
ZNF618	2.54	6.35E-10	3.87E-05	Mast Cell/Basophil Type 1_SS2
C7orf50	1.28	6.41E-10	3.91E-05	Mast Cell/Basophil Type 1_SS2
GNPTAB	1.05	7.40E-10	4.51E-05	Mast Cell/Basophil Type 1_SS2
HSPB1	1.06	7.48E-10	4.56E-05	Mast Cell/Basophil Type 1_SS2
CD84	0.84	7.76E-10	4.73E-05	Mast Cell/Basophil Type 1_SS2
NT5DC2	3.86	7.86E-10	4.79E-05	Mast Cell/Basophil Type 1_SS2
MT-ND2	1.29	8.01E-10	4.88E-05	Mast Cell/Basophil Type 1_SS2
MAST4	1.64	8.32E-10	5.07E-05	Mast Cell/Basophil Type 1_SS2
ACOT7	1.63	8.50E-10	5.18E-05	Mast Cell/Basophil Type 1_SS2
PGPEP1	0.87	8.69E-10	5.30E-05	Mast Cell/Basophil Type 1_SS2
TENT5A	2.08	9.26E-10	5.64E-05	Mast Cell/Basophil Type 1_SS2
TNFRSF4	1.26	9.50E-10	5.79E-05	Mast Cell/Basophil Type 1_SS2
SNHG8	0.75	9.51E-10	5.80E-05	Mast Cell/Basophil Type 1_SS2
CD44	1.4	9.73E-10	5.93E-05	Mast Cell/Basophil Type 1_SS2
MYO16	3.95	9.94E-10	6.06E-05	Mast Cell/Basophil Type 1_SS2
COX7A1	3.05	1.08E-09	6.57E-05	Mast Cell/Basophil Type 1_SS2
EDEM2	1.74	1.08E-09	6.58E-05	Mast Cell/Basophil Type 1_SS2
AC025171.1	1.34	1.13E-09	6.92E-05	Mast Cell/Basophil Type 1_SS2
CRTAP	1.08	1.30E-09	7.90E-05	Mast Cell/Basophil Type 1_SS2
GNAQ	0.67	1.31E-09	7.99E-05	Mast Cell/Basophil Type 1_SS2
CD69	2.25	1.33E-09	8.09E-05	Mast Cell/Basophil Type 1_SS2
ZNF440	1.8	1.37E-09	8.37E-05	Mast Cell/Basophil Type 1_SS2
SPINT2	1.04	1.46E-09	8.89E-05	Mast Cell/Basophil Type 1_SS2
ZBTB47	3.11	1.50E-09	9.13E-05	Mast Cell/Basophil Type 1_SS2
VEGFA	3.02	1.55E-09	9.44E-05	Mast Cell/Basophil Type 1_SS2
FABP4	2.07	1.59E-09	9.68E-05	Mast Cell/Basophil Type 1_SS2
TRAF3IP2	1.73	1.79E-09	0.000109419	Mast Cell/Basophil Type 1_SS2
PER1	0.41	1.83E-09	0.000111754	Mast Cell/Basophil Type 1_SS2
OSBPL8	0.87	1.86E-09	0.000113657	Mast Cell/Basophil Type 1_SS2
MRAS	2.71	1.97E-09	0.000120286	Mast Cell/Basophil Type 1_SS2
NBEA	1.8	2.01E-09	0.00012276	Mast Cell/Basophil Type 1_SS2
SEMA7A	3.31	2.09E-09	0.000127356	Mast Cell/Basophil Type 1_SS2
P2RY14	1.94	2.14E-09	0.00013052	Mast Cell/Basophil Type 1_SS2
ENPP2	2.68	2.15E-09	0.000131063	Mast Cell/Basophil Type 1_SS2
TSTD2	1.43	2.24E-09	0.000136271	Mast Cell/Basophil Type 1_SS2
MTCL1	2.53	2.24E-09	0.000136679	Mast Cell/Basophil Type 1_SS2
IDS	1.35	2.51E-09	0.000153175	Mast Cell/Basophil Type 1_SS2
NCOR2	1.23	2.55E-09	0.000155729	Mast Cell/Basophil Type 1_SS2
HSP90AB1	1.12	2.56E-09	0.000155963	Mast Cell/Basophil Type 1_SS2
ALDH3B1	0.3	2.68E-09	0.000163491	Mast Cell/Basophil Type 1_SS2
COL18A1	1.85	2.68E-09	0.000163672	Mast Cell/Basophil Type 1_SS2
PLA2G4A	2.49	2.74E-09	0.000166845	Mast Cell/Basophil Type 1_SS2
TPST2	0.66	2.79E-09	0.000169994	Mast Cell/Basophil Type 1_SS2
ARHGEF12	1.61	2.99E-09	0.000182312	Mast Cell/Basophil Type 1_SS2
SF3B6	0.46	3.08E-09	0.000187824	Mast Cell/Basophil Type 1_SS2
FDX1	1.49	3.21E-09	0.000195706	Mast Cell/Basophil Type 1_SS2
RGS10	1.19	3.25E-09	0.000198124	Mast Cell/Basophil Type 1_SS2
FXYD5	1.26	3.48E-09	0.000211944	Mast Cell/Basophil Type 1_SS2
STAP1	0.51	3.61E-09	0.000219975	Mast Cell/Basophil Type 1_SS2
BTBD19	2.06	3.68E-09	0.000224296	Mast Cell/Basophil Type 1_SS2
DENND4C	0.89	3.69E-09	0.000224711	Mast Cell/Basophil Type 1_SS2
EDNRB	3.72	3.74E-09	0.000227736	Mast Cell/Basophil Type 1_SS2
AL359636.1	3.83	3.83E-09	0.000233544	Mast Cell/Basophil Type 1_SS2
H2AFJ	0.71	4.30E-09	0.000262166	Mast Cell/Basophil Type 1_SS2
PRXL2A	1.72	4.58E-09	0.000279266	Mast Cell/Basophil Type 1_SS2
AKAP13	1.37	4.68E-09	0.00028527	Mast Cell/Basophil Type 1_SS2
PRKX	0.68	4.83E-09	0.000294362	Mast Cell/Basophil Type 1_SS2
SLC9A1	1.3	4.87E-09	0.000297164	Mast Cell/Basophil Type 1_SS2
PLAGL1	1.9	5.08E-09	0.0003095	Mast Cell/Basophil Type 1_SS2
ST14	1.33	5.23E-09	0.000318703	Mast Cell/Basophil Type 1_SS2
AC111188.1	1.73	5.42E-09	0.000330528	Mast Cell/Basophil Type 1_SS2
SEC14L6	3.46	5.42E-09	0.000330528	Mast Cell/Basophil Type 1_SS2
UBXN10-AS1	2.19	5.42E-09	0.000330528	Mast Cell/Basophil Type 1_SS2
AREG	3.82	5.51E-09	0.000335696	Mast Cell/Basophil Type 1_SS2
ST7	1.56	5.61E-09	0.000342055	Mast Cell/Basophil Type 1_SS2
PRDX1	1.24	5.63E-09	0.000343089	Mast Cell/Basophil Type 1_SS2
PKIG	1.62	5.72E-09	0.00034851	Mast Cell/Basophil Type 1_SS2
CD276	3.06	5.81E-09	0.000354488	Mast Cell/Basophil Type 1_SS2
ZMIZ1	0.79	5.85E-09	0.000356498	Mast Cell/Basophil Type 1_SS2
IL2RA	3.07	5.85E-09	0.00035681	Mast Cell/Basophil Type 1_SS2
SUSD1	1.75	5.97E-09	0.000364148	Mast Cell/Basophil Type 1_SS2
EFCAB14	0.91	6.03E-09	0.000367907	Mast Cell/Basophil Type 1_SS2
DAD1	0.87	6.30E-09	0.000384139	Mast Cell/Basophil Type 1_SS2
MVB12B	1.54	6.32E-09	0.0003853	Mast Cell/Basophil Type 1_SS2
CTSD	0.88	6.45E-09	0.000393158	Mast Cell/Basophil Type 1_SS2
GSTO1	0.78	6.56E-09	0.000399915	Mast Cell/Basophil Type 1_SS2
ECHDC2	0.44	6.69E-09	0.000408077	Mast Cell/Basophil Type 1_SS2
A2M	0.8	6.75E-09	0.000411285	Mast Cell/Basophil Type 1_SS2
MPP1	1.27	6.85E-09	0.000417381	Mast Cell/Basophil Type 1_SS2
HK2	0.7	7.06E-09	0.000430712	Mast Cell/Basophil Type 1_SS2
RAB37	0.52	7.74E-09	0.000471788	Mast Cell/Basophil Type 1_SS2
ADAMTS3	3.11	7.81E-09	0.000476277	Mast Cell/Basophil Type 1_SS2
CCL2	4.44	8.11E-09	0.000494558	Mast Cell/Basophil Type 1_SS2
GPX4	0.71	8.14E-09	0.000496457	Mast Cell/Basophil Type 1_SS2
AC270285.4	1.98	8.26E-09	0.000503627	Mast Cell/Basophil Type 1_SS2
TNFAIP8L1	1.47	8.44E-09	0.000514381	Mast Cell/Basophil Type 1_SS2
CCDC92	1.09	8.97E-09	0.000546813	Mast Cell/Basophil Type 1_SS2
TMEM108	2.88	9.09E-09	0.00055451	Mast Cell/Basophil Type 1_SS2
HSPG2	1.66	9.17E-09	0.000559224	Mast Cell/Basophil Type 1_SS2
TMEM176A	3.48	9.22E-09	0.000562096	Mast Cell/Basophil Type 1_SS2
YWHAQ	0.34	9.31E-09	0.000567488	Mast Cell/Basophil Type 1_SS2
PDGFA	2.76	9.48E-09	0.000578146	Mast Cell/Basophil Type 1_SS2
KHDRBS3	3.34	9.52E-09	0.000580229	Mast Cell/Basophil Type 1_SS2
AC246795.1	1.35	9.55E-09	0.000582161	Mast Cell/Basophil Type 1_SS2
2-Sep	0.76	9.90E-09	0.000603719	Mast Cell/Basophil Type 1_SS2
CAPNS1	1.31	1.02E-08	0.000619505	Mast Cell/Basophil Type 1_SS2
PRELID2	2.36	1.02E-08	0.000622556	Mast Cell/Basophil Type 1_SS2
C3AR1	1.36	1.03E-08	0.000627144	Mast Cell/Basophil Type 1_SS2
TSEN54	0.47	1.06E-08	0.00064761	Mast Cell/Basophil Type 1_SS2
PAFAH2	0.86	1.09E-08	0.000662814	Mast Cell/Basophil Type 1_SS2
STXBP5	1.21	1.14E-08	0.000695673	Mast Cell/Basophil Type 1_SS2
CYB561	0.66	1.15E-08	0.000701875	Mast Cell/Basophil Type 1_SS2
NDUFS5	0.41	1.15E-08	0.000702336	Mast Cell/Basophil Type 1_SS2
CTSZ	1.23	1.22E-08	0.000742749	Mast Cell/Basophil Type 1_SS2
GSTM3	2.69	1.33E-08	0.000812645	Mast Cell/Basophil Type 1_SS2
KCNMB1	2.84	1.38E-08	0.000840184	Mast Cell/Basophil Type 1_SS2
SLC43A3	1.4	1.40E-08	0.000850719	Mast Cell/Basophil Type 1_SS2
RNF115	0.62	1.46E-08	0.000892086	Mast Cell/Basophil Type 1_SS2
POLR2K	0.76	1.52E-08	0.000928853	Mast Cell/Basophil Type 1_SS2
ZNF677	0.44	1.54E-08	0.000939978	Mast Cell/Basophil Type 1_SS2
ING2	1.51	1.62E-08	0.000990146	Mast Cell/Basophil Type 1_SS2
AL122020.1	1.73	1.63E-08	0.000996222	Mast Cell/Basophil Type 1_SS2
RHOH	0.79	1.71E-08	0.001044289	Mast Cell/Basophil Type 1_SS2
CHD7	0.51	1.79E-08	0.001089823	Mast Cell/Basophil Type 1_SS2
NPC2	1.22	1.86E-08	0.001134082	Mast Cell/Basophil Type 1_SS2
NUDC	0.66	1.89E-08	0.001150903	Mast Cell/Basophil Type 1_SS2
LINC00963	1.65	2.06E-08	0.001258804	Mast Cell/Basophil Type 1_SS2
MT-ND6	1.25	2.11E-08	0.00128566	Mast Cell/Basophil Type 1_SS2
AC244669.1	0.85	2.14E-08	0.001307384	Mast Cell/Basophil Type 1_SS2
TSPO	0.47	2.24E-08	0.001364452	Mast Cell/Basophil Type 1_SS2
NDUFA4	1.04	2.24E-08	0.001365048	Mast Cell/Basophil Type 1_SS2
SOGA1	1.54	2.34E-08	0.001425219	Mast Cell/Basophil Type 1_SS2
GNA15	2.42	2.44E-08	0.001490633	Mast Cell/Basophil Type 1_SS2
ATP2A2	1.03	2.53E-08	0.00154088	Mast Cell/Basophil Type 1_SS2
ATP5F1C	0.78	2.55E-08	0.00155648	Mast Cell/Basophil Type 1_SS2
CATSPER1	2.09	2.56E-08	0.001562452	Mast Cell/Basophil Type 1_SS2
LAT2	1.26	2.57E-08	0.001566323	Mast Cell/Basophil Type 1_SS2
USP11	0.53	2.69E-08	0.001641942	Mast Cell/Basophil Type 1_SS2
CIAO2B	0.92	2.70E-08	0.00164841	Mast Cell/Basophil Type 1_SS2
TIE1	3.17	2.72E-08	0.001656767	Mast Cell/Basophil Type 1_SS2
LEKR1	2.21	2.85E-08	0.00173863	Mast Cell/Basophil Type 1_SS2
HOXB6	2.45	2.97E-08	0.001811065	Mast Cell/Basophil Type 1_SS2
RPL24P4	1.28	2.99E-08	0.001825862	Mast Cell/Basophil Type 1_SS2
HS2ST1	2.13	3.08E-08	0.001878902	Mast Cell/Basophil Type 1_SS2
ZNF43	1.72	3.12E-08	0.001902765	Mast Cell/Basophil Type 1_SS2
FTH1P8	0.26	3.16E-08	0.00192877	Mast Cell/Basophil Type 1_SS2
FTH1P20	0.73	3.35E-08	0.002043675	Mast Cell/Basophil Type 1_SS2
CREB3L2	0.82	3.38E-08	0.002062717	Mast Cell/Basophil Type 1_SS2
PDE3A	2.87	3.46E-08	0.002110253	Mast Cell/Basophil Type 1_SS2
AC111188.2	3.15	3.60E-08	0.002192583	Mast Cell/Basophil Type 1_SS2
MAP7D3	1.16	3.61E-08	0.002199847	Mast Cell/Basophil Type 1_SS2
TGFB1I1	3.06	3.63E-08	0.002213513	Mast Cell/Basophil Type 1_SS2
MOBP	2.68	3.66E-08	0.002231265	Mast Cell/Basophil Type 1_SS2
TNFSF12	0.82	3.80E-08	0.002317523	Mast Cell/Basophil Type 1_SS2
TBCB	0.4	3.84E-08	0.002339063	Mast Cell/Basophil Type 1_SS2
PIK3C2B	0.87	3.87E-08	0.002357939	Mast Cell/Basophil Type 1_SS2
SMAD7	1.17	3.88E-08	0.002364788	Mast Cell/Basophil Type 1_SS2
SUMO2	0.56	4.06E-08	0.002473406	Mast Cell/Basophil Type 1_SS2
EPB41L2	0.87	4.09E-08	0.002495556	Mast Cell/Basophil Type 1_SS2
APOL4	2.08	4.27E-08	0.002603865	Mast Cell/Basophil Type 1_SS2
MSRB2	0.94	4.45E-08	0.002715049	Mast Cell/Basophil Type 1_SS2
FOXP1	1.16	4.52E-08	0.002755587	Mast Cell/Basophil Type 1_SS2
RPL7L1	1.27	4.57E-08	0.002785967	Mast Cell/Basophil Type 1_SS2
KLRG1	0.45	4.62E-08	0.002819652	Mast Cell/Basophil Type 1_SS2
VEGFB	1.95	4.71E-08	0.002873501	Mast Cell/Basophil Type 1_SS2
ZFYVE27	0.75	4.82E-08	0.002939019	Mast Cell/Basophil Type 1_SS2
PLGRKT	1.23	4.91E-08	0.002993034	Mast Cell/Basophil Type 1_SS2
NFKBIA	1.36	5.27E-08	0.003216102	Mast Cell/Basophil Type 1_SS2
COL9A2	0.82	5.28E-08	0.003220891	Mast Cell/Basophil Type 1_SS2
DSTN	0.63	5.34E-08	0.003254971	Mast Cell/Basophil Type 1_SS2
ATG9B	3.15	5.47E-08	0.003332387	Mast Cell/Basophil Type 1_SS2
RPL10P15	1.11	5.49E-08	0.0033459	Mast Cell/Basophil Type 1_SS2
PNMT	2.94	5.74E-08	0.003498686	Mast Cell/Basophil Type 1_SS2
COL4A3BP	0.91	5.80E-08	0.003538568	Mast Cell/Basophil Type 1_SS2
AC117503.4	3.93	5.93E-08	0.00361763	Mast Cell/Basophil Type 1_SS2
TLDC2	2.37	5.94E-08	0.003620032	Mast Cell/Basophil Type 1_SS2
B3GNT5	0.9	6.21E-08	0.003788763	Mast Cell/Basophil Type 1_SS2
DENND1B	0.99	6.28E-08	0.003826268	Mast Cell/Basophil Type 1_SS2
CALM3	1.08	6.37E-08	0.003882854	Mast Cell/Basophil Type 1_SS2
DYNLL1	1.52	6.39E-08	0.003898774	Mast Cell/Basophil Type 1_SS2
TTI1	1.56	6.58E-08	0.004010901	Mast Cell/Basophil Type 1_SS2
PURA	1.43	6.67E-08	0.004067266	Mast Cell/Basophil Type 1_SS2
NBAS	1.13	6.71E-08	0.004091987	Mast Cell/Basophil Type 1_SS2
C21orf91	0.94	6.79E-08	0.004142355	Mast Cell/Basophil Type 1_SS2
RALB	0.91	7.86E-08	0.004791101	Mast Cell/Basophil Type 1_SS2
MCC	0.77	7.87E-08	0.004797846	Mast Cell/Basophil Type 1_SS2
CTSB	1.53	8.06E-08	0.004913314	Mast Cell/Basophil Type 1_SS2
RIC1	1.02	8.12E-08	0.004951523	Mast Cell/Basophil Type 1_SS2
GPR85	3.32	8.40E-08	0.005123943	Mast Cell/Basophil Type 1_SS2
SERPINB1	0.87	8.45E-08	0.005150405	Mast Cell/Basophil Type 1_SS2
TUBA1B	0.52	8.63E-08	0.005263288	Mast Cell/Basophil Type 1_SS2
AC004917.1	1.3	8.85E-08	0.005393958	Mast Cell/Basophil Type 1_SS2
CCDC59	1.18	8.88E-08	0.005414946	Mast Cell/Basophil Type 1_SS2
ADGRE2	0.92	8.92E-08	0.005441379	Mast Cell/Basophil Type 1_SS2
ELOVL7	3.08	9.12E-08	0.005560672	Mast Cell/Basophil Type 1_SS2
CNIH1	1.18	9.68E-08	0.005904199	Mast Cell/Basophil Type 1_SS2
LRRC75B	3.77	9.73E-08	0.005933336	Mast Cell/Basophil Type 1_SS2
SMARCAD1	1.12	1.01E-07	0.006146101	Mast Cell/Basophil Type 1_SS2
TBXAS1	0.35	1.06E-07	0.006460868	Mast Cell/Basophil Type 1_SS2
NRIP3	1.89	1.09E-07	0.006626204	Mast Cell/Basophil Type 1_SS2
MAGOH	1.03	1.12E-07	0.006806744	Mast Cell/Basophil Type 1_SS2
SELENOK	0.72	1.14E-07	0.006961211	Mast Cell/Basophil Type 1_SS2
EIF4EBP1	0.88	1.19E-07	0.007233857	Mast Cell/Basophil Type 1_SS2
CLTC	0.68	1.20E-07	0.007325968	Mast Cell/Basophil Type 1_SS2
MRPL51	1.03	1.30E-07	0.007937671	Mast Cell/Basophil Type 1_SS2
ST13	0.34	1.32E-07	0.008058717	Mast Cell/Basophil Type 1_SS2
NRP1	1.55	1.33E-07	0.008089656	Mast Cell/Basophil Type 1_SS2
MT-ND4	1.13	1.37E-07	0.00833068	Mast Cell/Basophil Type 1_SS2
BMP7	4.05	1.42E-07	0.008631845	Mast Cell/Basophil Type 1_SS2
RBMX2	0.34	1.46E-07	0.008902154	Mast Cell/Basophil Type 1_SS2
YBX1	1.18	1.46E-07	0.008927689	Mast Cell/Basophil Type 1_SS2
AL133330.1	2.77	1.49E-07	0.00906979	Mast Cell/Basophil Type 1_SS2
NFE2L2	0.72	1.50E-07	0.009147695	Mast Cell/Basophil Type 1_SS2
TEC	3.08	1.50E-07	0.009153483	Mast Cell/Basophil Type 1_SS2
CMAS	0.62	1.54E-07	0.009360834	Mast Cell/Basophil Type 1_SS2
MBOAT7	0.73	1.60E-07	0.009779176	Mast Cell/Basophil Type 1_SS2
UMPS	1.55	1.61E-07	0.009821648	Mast Cell/Basophil Type 1_SS2
TRNT1	0.99	1.64E-07	0.009980807	Mast Cell/Basophil Type 1_SS2
QPCT	1.36	1.65E-07	0.010063019	Mast Cell/Basophil Type 1_SS2
IER31	2.19	1.71E-07	0.010447018	Mast Cell/Basophil Type 1_SS2
PSMC2	0.26	1.82E-07	0.011114729	Mast Cell/Basophil Type 1_SS2
MORF4L2	0.61	1.85E-07	0.011295923	Mast Cell/Basophil Type 1_SS2
SMIM4	1.13	1.85E-07	0.011307991	Mast Cell/Basophil Type 1_SS2
ERVFRD-1	2.42	1.86E-07	0.011331897	Mast Cell/Basophil Type 1_SS2
ST8SIA6	2.34	1.86E-07	0.011334564	Mast Cell/Basophil Type 1_SS2
ASAH1	0.83	1.88E-07	0.011434792	Mast Cell/Basophil Type 1_SS2
AC240274.1	2.09	1.88E-07	0.011481049	Mast Cell/Basophil Type 1_SS2
CRYL1	0.86	1.97E-07	0.012014481	Mast Cell/Basophil Type 1_SS2
DPY19L1	0.82	2.00E-07	0.012166431	Mast Cell/Basophil Type 1_SS2
PPP1R14B	1.66	2.00E-07	0.012210997	Mast Cell/Basophil Type 1_SS2
HSD17B4	0.48	2.01E-07	0.01227269	Mast Cell/Basophil Type 1_SS2
HSP90AA1	1.16	2.06E-07	0.012540253	Mast Cell/Basophil Type 1_SS2
SMIM29	1.28	2.09E-07	0.012712501	Mast Cell/Basophil Type 1_SS2
YBX1P10	2.09	2.13E-07	0.012978033	Mast Cell/Basophil Type 1_SS2
SERP2	1.75	2.16E-07	0.013146115	Mast Cell/Basophil Type 1_SS2
